jobName	analysisMode	elapsedTime	maxMem	avgMem	technology	group
MASTER-DKFZ_H021-8GEBK9_tumor04-buffy_coat	paired	4.855	2.7	0.6787109375	151bp_X10	paired_151bp_X10
RMM-DKFZ_H067-UMWUAS_tumor-control02	paired	4.85166666666667	5.8	3.3	151bp_X10	paired_151bp_X10
SYSGLIO-DKFZ_H043-ZMHY_tumor02-blood	paired	4.845	3.6	1.9	151bp_X10	paired_151bp_X10
MYELOMA-DKFZ_K08K-H6EGFG_tumor1-control1	paired	4.835	5.8	3.7	151bp_X10	paired_151bp_X10
RECA-EU_C0044_tumor-control	paired	4.82166666666667	3.2	2.3	101bp	paired_101bp
MASTER-DKFZ_H021-FMAETR_cell-control	paired	4.81333333333333	6	4.1	151bp_X10	paired_151bp_X10
PCNSL-DKFZ_A050-VBLA_tumor-blood	paired	4.80833333333333	6.5	4.2	151bp_X10	paired_151bp_X10
RECA-EU_C0098_tumor-control	paired	4.795	3.7	2.5	101bp	paired_101bp
THCA-US_TCGA-E8-A416_tumor-control	paired	4.79333333333333	4.3	2.7	101bp	paired_101bp
MASTER-DKFZ_H021-7QJEJE_tumor02-control	paired	4.785	4.4	3	151bp_X10	paired_151bp_X10
PRAD-UK_A34-0022_CRUK_PC_0022_1_tumor-control	paired	4.78166666666667	2.3	0.8505859375	101bp	paired_101bp
NB-DKFZ_B087wgs_25336_tumor-control	paired	4.78	4.8	3	101bp	paired_101bp
MASTER-DKFZ_H021-QFC8A8_tumor-buffy_coat	paired	4.77666666666667	2.5	0.6767578125	151bp_X10	paired_151bp_X10
MYELOMA-DKFZ_K08K-QXXEVL_tumor2-control1	paired	4.75666666666667	6.8	4.3	151bp_X10	paired_151bp_X10
PACA-CA_PCSI_0310_tumor-control	paired	4.75166666666667	5.1	3	101bp	paired_101bp
PCNSL-DKFZ_H050-DDPV_tumor-blood	paired	4.75	4.9	3.3	101bp	paired_101bp
LIRI-JP_RK112_tumor-control	paired	4.74833333333333	3.9	2.9	101bp	paired_101bp
LIRI-JP_RK208_tumor-control	paired	4.745	4.6	2.8	101bp	paired_101bp
THCA-US_TCGA-EM-A22O_tumor-control	paired	4.72333333333333	4.2	2.7	101bp	paired_101bp
SARC-US_TCGA-DX-A3LU_tumor-control	paired	4.715	2.1	0.6171875	101bp	paired_101bp
PRAD-CA_CPCG0234_tumor-control	paired	4.71166666666667	9.1	6.3	101bp	paired_101bp
MASTER-DKFZ_H021-ZJ59W8_metastasis-buffy_coat	paired	4.70833333333333	2.4	0.55078125	151bp_X10	paired_151bp_X10
LIRI-JP_RK187_tumor-control	paired	4.69666666666667	3.2	2.5	101bp	paired_101bp
LIRI-JP_RK069_tumor-control	paired	4.68333333333333	4	3	101bp	paired_101bp
LIRI-JP_RK233_1_tumor-control	paired	4.68333333333333	3.5	2.7	101bp	paired_101bp
PACA-AU_ICGC_0088_tumor-control	paired	4.68166666666667	4.3	2.4	101bp	paired_101bp
PRAD-CA_CPCG0212_tumor-control	paired	4.67833333333333	16	9.8	101bp	paired_101bp
UCEC-US_TCGA-AX-A2H5_tumor-control	paired	4.67166666666667	2.2	0.6416015625	101bp	paired_101bp
NONCOM-DKFZ_XI070_XD018-VKDM9V_tumor-control	paired	4.67	2	0.5634765625	151bp_X10	paired_151bp_X10
COAD-US_TCGA-AA-A00R_tumor-control	paired	4.66	5.4	3.7	101bp	paired_101bp
STAD-US_TCGA-CD-5802_tumor-control	paired	4.66	3.3	1.8	101bp	paired_101bp
PRAD-CA_CPCG0353_tumor-control	paired	4.65833333333333	3.3	2.3	101bp	paired_101bp
PRAD-CA_CPCG0083_tumor-control	paired	4.64666666666667	2.6	1.9	101bp	paired_101bp
MYELOMA-DKFZ_K08K-KU3SG4_tumor2-control1	paired	4.64333333333333	2.5	1.2	151bp_X10	paired_151bp_X10
MB-DKFZ_ICGC_MB137_tumor-control	paired	4.63666666666667	4.6	3.1	101bp	paired_101bp
LUAD-US_TCGA-05-5429_tumor-control	paired	4.635	5.1	3.2	101bp	paired_101bp
THCA-US_TCGA-DJ-A13R_tumor-control	paired	4.62666666666667	4.6	2.9	101bp	paired_101bp
MASTER-DKFZ_H021-ZKXHPE_tumor-blood	paired	4.62666666666667	3.2	0.9873046875	151bp_X10	paired_151bp_X10
LUSC-US_TCGA-22-1016_tumor-control	paired	4.62333333333333	4.4	2.3	101bp	paired_101bp
BOCA-UK_CGP_donor_1397077_tumor-control	paired	4.62166666666667	3.7	2.1	101bp	paired_101bp
NB-DKFZ_K09R-U6CZ77_tumor1-blood1	paired	4.61	5.4	3.7	151bp_X10	paired_151bp_X10
NB-DKFZ_XI003_23267_relapse-control	paired	4.605	3.3	2.3	151bp_X10	paired_151bp_X10
LUSC-US_TCGA-66-2793_tumor-control	paired	4.59333333333333	3.3	1.6	101bp	paired_101bp
BOCA-UK_CGP_donor_1691213_tumor-control	paired	4.56833333333333	3.3	1.5	101bp	paired_101bp
RMM-DKFZ_H067-K29RL1_tumor02-control	paired	4.55166666666667	7.2	4.5	151bp_X10	paired_151bp_X10
RECA-EU_C0100_tumor-control	paired	4.54333333333333	2.9	2.1	101bp	paired_101bp
BOCA-UK_CGP_donor_1528364_tumor-control	paired	4.54333333333333	2.5	0.9580078125	101bp	paired_101bp
BOCA-UK_CGP_donor_1691206_tumor-control	paired	4.53666666666667	4.6	2.5	101bp	paired_101bp
PACA-CA_PCSI_0047_tumor-control	paired	4.535	7.4	4.3	101bp	paired_101bp
MASTER-DKFZ_H021-NZADYV_tumor04-buffy_coat03	paired	4.53166666666667	2.6	0.787109375	151bp_X10	paired_151bp_X10
EOPC-DKFZ_ICGC_PCA193_tumor_01-control	paired	4.53	2.6	0.9697265625	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-1ZXNX1_tumor-blood	paired	4.51833333333333	3.1	1.5	151bp_X10	paired_151bp_X10
RECA-EU_C0043_tumor-control	paired	4.51666666666667	2.9	2	101bp	paired_101bp
ALL-DKTK_XD032-U3TFH4_tumor02-control01	paired	4.505	5.8	4.4	151bp_X10	paired_151bp_X10
OV-US_TCGA-23-1124_tumor-control	paired	4.50166666666667	2.5	0.80078125	101bp	paired_101bp
MASTER-DKFZ_H021-K5991L_tumor03-buffy_coat	paired	4.495	2.7	1	151bp_X10	paired_151bp_X10
UCEC-US_TCGA-B5-A11I_tumor-control	paired	4.49	10.5	6	101bp	paired_101bp
PRAD-CA_CPCG0357_tumor-control	paired	4.48666666666667	2.6	2	101bp	paired_101bp
NB-DKFZ_K09R-NW7949_tumor1-blood1	paired	4.485	7	5.2	151bp_X10	paired_151bp_X10
UCEC-US_TCGA-B5-A0JN_tumor-control	paired	4.48333333333333	2.1	0.6943359375	101bp	paired_101bp
GBM-US_TCGA-02-2483_tumor-control	paired	4.47666666666667	3.3	2.1	101bp	paired_101bp
MASTER-DKFZ_H021-WFRX55_tumor-buffy_coat	paired	4.47666666666667	3	1.1	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-ARFSS6_tumor06-buffy_coat	paired	4.45833333333333	2.5	0.931640625	151bp_X10	paired_151bp_X10
MYELOMA-DKFZ_K08K-GW5AWU_tumor1-control1	paired	4.45666666666667	2.9	1.6	151bp_X10	paired_151bp_X10
NB-DKFZ_XI003_23675_tumor-control	paired	4.455	3.5	2.4	151bp_X10	paired_151bp_X10
RMM-DKFZ_H067-UMWUAS_tumor02-control02	paired	4.45166666666667	5.8	3.2	151bp_X10	paired_151bp_X10
PRAD-CA_CPCG0242_tumor-control	paired	4.44666666666667	2.7	1.8	101bp	paired_101bp
PRAD-CA_CPCG0003_tumor-control	paired	4.445	3.6	2.7	101bp	paired_101bp
MASTER-DKFZ_H021-8AAMZH_tumor-buffy_coat	paired	4.445	2.7	1	151bp_X10	paired_151bp_X10
LAML-US_TCGA-AB-2905_tumor-control	paired	4.43	8.6	5.9	101bp	paired_101bp
BRCA-US_TCGA-AO-A0J6_tumor-control	paired	4.43	6.1	4.1	101bp	paired_101bp
BOCA-UK_CGP_donor_1397080_tumor-control	paired	4.41833333333333	4	2.4	101bp	paired_101bp
BLCA-US_TCGA-DK-A1AE_tumor-control	paired	4.415	3.1	2.3	101bp	paired_101bp
ALL-DKTK_XD032-J49QNQ_tumor01-control01	paired	4.39666666666667	3.4	2.1	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-VUBQ3J_tumor02-control	paired	4.39333333333333	4.3	2.6	151bp_X10	paired_151bp_X10
BOCA-UK_CGP_donor_1437404_tumor-control	paired	4.38833333333333	3.4	2.1	101bp	paired_101bp
BRCA-US_TCGA-GM-A3XL_tumor-control	paired	4.38333333333333	2.1	0.640625	101bp	paired_101bp
SARC-US_TCGA-DX-A1L2_tumor-control	paired	4.38333333333333	2	0.57421875	101bp	paired_101bp
PRAD-CA_CPCG0201_tumor-control	paired	4.37	3.4	2.2	101bp	paired_101bp
PRAD-CA_CPCG0364_tumor-control	paired	4.37	2.7	1.9	101bp	paired_101bp
MELA-AU_MELA-0259_tumor-control	paired	4.36	3.1	2.1	101bp	paired_101bp
PRAD-CA_CPCG0356_tumor-control	paired	4.35833333333333	3.1	2.2	101bp	paired_101bp
BOCA-UK_CGP_donor_1691133_tumor-control	paired	4.35666666666667	3.7	2.2	101bp	paired_101bp
NB-DKFZ_B087wgs_25376_tumor-control	paired	4.35333333333333	3.9	2.4	101bp	paired_101bp
LIRI-JP_RK308_tumor-control	paired	4.34833333333333	4.4	1.7	101bp	paired_101bp
LIRI-JP_RK108_tumor-control	paired	4.34833333333333	3.2	2.5	101bp	paired_101bp
CMDI-UK_CGP_donor_1337944_2_tumor-control	paired	4.34	8.8	6	101bp	paired_101bp
BRCA-UK_CGP_donor_1230722_tumor-control	paired	4.33166666666667	5.2	3.9	101bp	paired_101bp
BRCA-EU_CGP_donor_1397260_tumor-control	paired	4.32666666666667	4	2.6	101bp	paired_101bp
MASTER-DKFZ_H021-YUQ155_tumor-buffy_coat02	paired	4.32666666666667	2.8	0.75390625	151bp_X10	paired_151bp_X10
MYELOMA-DKFZ_K08K-77PSEW_tumor2-control1	paired	4.325	6.7	4.4	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-1XUB9H_tumor-control02	paired	4.325	5.3	3.5	151bp_X10	paired_151bp_X10
PRAD-CA_CPCG0340_tumor-control	paired	4.31166666666667	2.9	1.9	101bp	paired_101bp
SYSGLIO-DKFZ_H043-U65X_tumor02-blood	paired	4.305	3.6	2.3	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-F3AMK8_metastasis-blood	paired	4.3	2.4	0.5908203125	151bp_X10	paired_151bp_X10
MELA-AU_MELA-0232_tumor-control	paired	4.295	4.5	2.9	101bp	paired_101bp
STAD-US_TCGA-CG-4443_tumor-control	paired	4.29	2.4	1.1	101bp	paired_101bp
MYELOMA-DKFZ_K08K-6ECHHT_tumor1-control1	paired	4.28333333333333	4.8	3.2	151bp_X10	paired_151bp_X10
LIRI-JP_RK099_tumor-control	paired	4.28333333333333	3.5	2.4	101bp	paired_101bp
PA-DKFZ_ICGC_PA166_tumor-control	paired	4.27833333333333	5.2	3.6	101bp	paired_101bp
SARC-US_TCGA-DX-A3U5_tumor-control	paired	4.275	2	0.6552734375	101bp	paired_101bp
MELA-AU_MELA-0231_tumor-control	paired	4.26666666666667	2.3	0.4912109375	101bp	paired_101bp
SYSGLIO-DKFZ_H043-URZNJE_tumor-blood	paired	4.255	3.5	2.3	151bp_X10	paired_151bp_X10
SYSGLIO-DKFZ_H043-N7LCPV_tumor-blood	paired	4.25333333333333	3.5	2.1	151bp_X10	paired_151bp_X10
CMDI-UK_CGP_donor_1600819_2_tumor-control	paired	4.245	5.7	4.1	101bp	paired_101bp
LIRI-JP_RK012_tumor-control	paired	4.245	4.7	2.5	101bp	paired_101bp
MYELOMA-DKFZ_K08K-A5S3SG_tumor1-control1	paired	4.24333333333333	3.5	2.5	151bp_X10	paired_151bp_X10
STAD-US_TCGA-BR-8381_tumor-control	paired	4.24	3.5	2.4	101bp	paired_101bp
PRAD-CA_CPCG0358_tumor-control	paired	4.235	4.4	3.5	101bp	paired_101bp
LIRI-JP_RK087_tumor-control	paired	4.23333333333333	3.3	2.5	101bp	paired_101bp
EPN-DKFZ_XI049_9EP19_tumor-blood	paired	4.22333333333333	6.3	4.5	151bp_X10	paired_151bp_X10
LAML-US_TCGA-AB-3001_tumor-control	paired	4.22	6.9	4.2	101bp	paired_101bp
RMM-DKFZ_H067-JAU7SB_tumor-control02	paired	4.21833333333333	4.4	2.8	151bp_X10	paired_151bp_X10
RECA-EU_C0050_tumor-control	paired	4.21	2.9	2.2	101bp	paired_101bp
LIRI-JP_RK096_tumor-control	paired	4.20833333333333	3.5	1.7	101bp	paired_101bp
RECA-EU_C0059_tumor-control	paired	4.20666666666667	3.5	2.2	101bp	paired_101bp
ATRT-DKFZ_XI010_NCH3786_tumor-blood	paired	4.205	7.2	5	151bp_X10	paired_151bp_X10
PRAD-CA_CPCG0196_tumor-control	paired	4.2	2.7	1.9	101bp	paired_101bp
MASTER-DKFZ_H021-3LSLZ1_metastasis-buffy_coat	paired	4.2	2.6	0.7373046875	151bp_X10	paired_151bp_X10
MELA-AU_MELA-0160_tumor-control	paired	4.195	3	1.9	101bp	paired_101bp
PACA-CA_PCSI_0072_tumor-control	paired	4.19166666666667	3.9	2.5	101bp	paired_101bp
GBM-US_TCGA-06-0157_tumor-control	paired	4.19166666666667	3.5	2.2	101bp	paired_101bp
BRCA-US_TCGA-EW-A3U0_tumor-control	paired	4.19166666666667	2.1	0.6298828125	101bp	paired_101bp
BOCA-UK_CGP_donor_1437420_tumor-control	paired	4.18833333333333	3.5	2.2	101bp	paired_101bp
LINC-JP_HX4_tumor-control	paired	4.18833333333333	2.9	2.1	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA110_tumor_01-control	paired	4.18333333333333	2.8	1	101bp	paired_101bp
BOCA-UK_CGP_donor_1602529_tumor-control	paired	4.17333333333333	3.7	2.5	101bp	paired_101bp
MASTER-DKFZ_H021-TL8BXM_tumor-blood	paired	4.17166666666667	3.1	1	151bp_X10	paired_151bp_X10
UCEC-US_TCGA-E6-A1LZ_tumor-control	paired	4.17166666666667	2.5	1.1	101bp	paired_101bp
RECA-EU_C0054_tumor-control	paired	4.155	2.8	2	101bp	paired_101bp
MASTER-DKFZ_H021-E7JWDE_tumor-buffy_coat	paired	4.15333333333333	3.1	1.6	151bp_X10	paired_151bp_X10
BOCA-UK_CGP_donor_1490908_tumor-control	paired	4.14666666666667	3.3	2	101bp	paired_101bp
NB-DKFZ_B087wgs_19877_tumor-control	paired	4.14333333333333	6.3	4.1	101bp	paired_101bp
MMML-DKFZ_4131744_tumor-control	paired	4.13166666666667	2.2	0.9208984375	101bp	paired_101bp
MYELOMA-DKFZ_K08K-6ECHHT_tumor2-control1	paired	4.125	4.8	3.2	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-ZHGGJC_metastasis02-buffy_coat	paired	4.12333333333333	2.5	0.826171875	151bp_X10	paired_151bp_X10
RECA-EU_C0019_tumor-control	paired	4.12166666666667	2.8	1.9	101bp	paired_101bp
SYSGLIO-DKFZ_H043-B7R7_tumor02-blood	paired	4.12	4.3	2.9	151bp_X10	paired_151bp_X10
SYSGLIO-DKFZ_H043-CWJQEW_tumor02-blood	paired	4.115	3.2	1.9	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-V4J3FL_metastasis-buffy_coat02	paired	4.115	2.8	1.2	151bp_X10	paired_151bp_X10
RECA-EU_C0092_tumor-control	paired	4.11333333333333	3.1	2.1	101bp	paired_101bp
MASTER-DKFZ_H021-7U16SL_metastasis-buffy_coat02	paired	4.11166666666667	2.7	1	151bp_X10	paired_151bp_X10
RECA-EU_C0042_tumor-control	paired	4.10666666666667	3.2	2	101bp	paired_101bp
RECA-EU_C0052_tumor-control	paired	4.10666666666667	2.5	1.7	101bp	paired_101bp
MASTER-DKFZ_H021-4R6FSV_tumor-control	paired	4.10166666666667	4.8	3.3	151bp_X10	paired_151bp_X10
BOCA-UK_CGP_donor_1437410_tumor-control	paired	4.09666666666667	3.5	2.3	101bp	paired_101bp
ORCA-IN_OSCC-GB_012401_tumor-control	paired	4.09666666666667	2.9	1.5	101bp	paired_101bp
BRCA-EU_CGP_donor_1451422_tumor-control	paired	4.095	3	2.1	101bp	paired_101bp
RECA-EU_C0062_tumor-control	paired	4.09	3.3	2.4	101bp	paired_101bp
BOCA-UK_CGP_donor_1397082_tumor-control	paired	4.08666666666667	4.1	2.6	101bp	paired_101bp
ALL-DKTK_XD032-J49QNQ_tumor02-control01	paired	4.075	5.2	3.4	151bp_X10	paired_151bp_X10
PGBM-DKFZ_ICGC_GBM32_tumor-control	paired	4.065	3	1.9	101bp	paired_101bp
MASTER-DKFZ_H021-VUBQ3J_cell-control	paired	4.06333333333333	4.3	2.9	151bp_X10	paired_151bp_X10
PAEN-AU_NE-0026_tumor-control	paired	4.05833333333333	2.7	2	101bp	paired_101bp
ALL-DKTK_XD032-CB1R6X_tumor01-control01	paired	4.05	5.1	3.3	151bp_X10	paired_151bp_X10
NB-PMC_B087_PMC_626_relapse01-blood01	paired	4.04666666666667	4.8	2.7	151bp_X10	paired_151bp_X10
LIRI-JP_RK119_tumor-control	paired	4.045	3.1	2.5	101bp	paired_101bp
RECA-EU_C0037_tumor-control	paired	4.03833333333333	2.7	1.8	101bp	paired_101bp
PRAD-UK_A12-0020_CRUK_PC_0020_2_tumor-control	paired	4.03666666666667	2.3	1.1	101bp	paired_101bp
MELA-AU_MELA-0226_tumor-control	paired	4.02833333333333	4.4	2.8	101bp	paired_101bp
PRAD-CA_CPCG0346_tumor-control	paired	4.02833333333333	3.5	2.5	101bp	paired_101bp
MASTER-DKFZ_H021-FPSE53_tumor-buffy_coat02	paired	4.025	2.6	0.8408203125	151bp_X10	paired_151bp_X10
EPN-DKFZ_XI049_9EP1_tumor-blood	paired	4.02333333333333	3.7	2.4	151bp_X10	paired_151bp_X10
PRAD-CA_CPCG0233_tumor-control	paired	4.01833333333333	3.2	1.9	101bp	paired_101bp
BRCA-US_TCGA-AO-A03L_tumor-control	paired	4.015	3.3	1.4	101bp	paired_101bp
MASTER-DKFZ_H021-E26QTY_tumor02-buffy_coat	paired	4.01	2.4	0.6103515625	151bp_X10	paired_151bp_X10
ATRT-DKFZ_H049-JVCT_tumor-blood	paired	4.00666666666667	4	2.4	101bp	paired_101bp
PRAD-CA_CPCG0269_tumor-control	paired	4.00166666666667	3.5	2.6	101bp	paired_101bp
MYELOMA-DKFZ_K08K-QT1HKR_tumor2-control1	paired	3.99666666666667	4.3	2.7	151bp_X10	paired_151bp_X10
RECA-EU_C0026_tumor-control	paired	3.99333333333333	2.8	2.1	101bp	paired_101bp
BRCA-US_TCGA-A2-A25B_tumor-control	paired	3.99333333333333	2.3	0.767578125	101bp	paired_101bp
BOCA-UK_CGP_donor_1437415_tumor-control	paired	3.99166666666667	3.3	2.3	101bp	paired_101bp
PRAD-CA_CPCG0350_tumor-control	paired	3.99	2.6	1.8	101bp	paired_101bp
RMM-DKFZ_H067-SFQ72G_tumor-control	paired	3.98833333333333	2.9	1.3	151bp_X10	paired_151bp_X10
RECA-EU_C0013_tumor-control	paired	3.98833333333333	2.8	2	101bp	paired_101bp
GBM-US_TCGA-06-0145_tumor-control	paired	3.98333333333333	9.4	4.9	101bp	paired_101bp
BRCA-US_TCGA-E2-A1LL_tumor-control	paired	3.97666666666667	2.4	0.7861328125	101bp	paired_101bp
BOCA-UK_CGP_donor_1691134_tumor-control	paired	3.97333333333333	3.6	2.3	101bp	paired_101bp
MASTER-DKFZ_H021-W51MQR_tumor03-buffy_coat02	paired	3.97333333333333	3	1.5	151bp_X10	paired_151bp_X10
PRAD-CA_CPCG0352_tumor-control	paired	3.97333333333333	2.9	2.2	101bp	paired_101bp
MB-DKFZ_ICGC_MB74_tumor-control	paired	3.96833333333333	4.3	3.1	101bp	paired_101bp
PRAD-CA_CPCG0366_tumor-control	paired	3.96666666666667	2.9	2.1	101bp	paired_101bp
RECA-EU_C0036_tumor-control	paired	3.96666666666667	2.6	1.8	101bp	paired_101bp
CMDI-UK_CGP_donor_1337944_1_tumor-control	paired	3.94833333333333	8.4	5.5	101bp	paired_101bp
BOCA-UK_CGP_donor_1424143_tumor-control	paired	3.93166666666667	3.5	2.3	101bp	paired_101bp
PRAD-CA_CPCG0121_tumor-control	paired	3.925	3	2	101bp	paired_101bp
LIRI-JP_RK071_tumor-control	paired	3.92166666666667	5	3.1	101bp	paired_101bp
PRAD-CA_CPCG0339_tumor-control	paired	3.92	3.9	2.7	101bp	paired_101bp
LIRI-JP_RK103_tumor-control	paired	3.92	3.8	2.8	101bp	paired_101bp
CESC-US_TCGA-C5-A1M8_tumor-control	paired	3.91666666666667	6	4	101bp	paired_101bp
ORCA-IN_OSCC-GB_011701_tumor-control	paired	3.91666666666667	3	1.8	101bp	paired_101bp
RECA-EU_C0055_tumor-control	paired	3.91666666666667	2.5	1.7	101bp	paired_101bp
MASTER-DKFZ_H021-Z7JY6A_tumor-buffy_coat	paired	3.915	2.5	0.8349609375	151bp_X10	paired_151bp_X10
EPN-DKFZ_XI061_7EP34_tumor-blood	paired	3.91333333333333	8.1	5.1	151bp_X10	paired_151bp_X10
LIRI-JP_RK115_tumor-control	paired	3.90833333333333	3.7	2.5	101bp	paired_101bp
BOCA-UK_CGP_donor_1397084_tumor-control	paired	3.90333333333333	3.5	2.2	101bp	paired_101bp
BOCA-UK_CGP_donor_1635843_tumor-control	paired	3.9	3.7	2.4	101bp	paired_101bp
BLCA-US_TCGA-DK-A1AG_tumor-control	paired	3.89833333333333	2.7	2.1	101bp	paired_101bp
MASTER-DKFZ_H021-PMJNX8_metastasis04-buffy_coat	paired	3.895	2.5	0.94921875	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-EXZ4W7_tumor02-buffy_coat02	paired	3.88833333333333	2.8	1.4	151bp_X10	paired_151bp_X10
BOCA-UK_CGP_donor_1691217_tumor-control	paired	3.885	3.7	2.1	101bp	paired_101bp
MASTER-DKFZ_H021-DNMH_metastasis02-buffy_coat02	paired	3.88333333333333	2.7	1	151bp_X10	paired_151bp_X10
PACA-CA_PCSI_0456_tumor-control	paired	3.86333333333333	2.7	1.8	101bp	paired_101bp
EPN-DKFZ_XI049_9EP7_tumor-blood	paired	3.85833333333333	6.5	4.6	151bp_X10	paired_151bp_X10
OV-AU_AOCS-139_tumor-control	paired	3.85833333333333	2.4	1.2	101bp	paired_101bp
OV-US_TCGA-13-0906_tumor-control	paired	3.855	3	1.6	101bp	paired_101bp
PRAD-CA_CPCG0098_tumor-control	paired	3.855	3	2.2	101bp	paired_101bp
LIRI-JP_RK042_tumor-control	paired	3.85333333333333	2.9	1.9	101bp	paired_101bp
GBM-US_TCGA-02-2485_tumor-control	paired	3.84833333333333	2.9	1.8	101bp	paired_101bp
PGBM-DKFZ_ICGC_GBM46_tumor-control	paired	3.84666666666667	3.2	2.2	101bp	paired_101bp
SYSGLIO-DKFZ_H043-5VWP_tumor02-blood	paired	3.84166666666667	4	2.3	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-UZ2LN2_metastasis-buffy_coat02	paired	3.83333333333333	2.7	1.2	151bp_X10	paired_151bp_X10
PRAD-CA_CPCG0348_tumor-control	paired	3.83333333333333	2.7	1.8	101bp	paired_101bp
LUAD-US_TCGA-64-1680_tumor-control	paired	3.83166666666667	3.6	2.5	101bp	paired_101bp
PACA-CA_PCSI_0312_tumor-control	paired	3.83	4.1	2.7	101bp	paired_101bp
BOCA-UK_CGP_donor_1437405_tumor-control	paired	3.83	3	2	101bp	paired_101bp
OV-US_TCGA-24-1557_tumor-control	paired	3.83	3	1	101bp	paired_101bp
NB-DKFZ_B087wgs_9243_tumor-control	paired	3.82833333333333	3.6	2.4	101bp	paired_101bp
UCEC-US_TCGA-A5-A0GJ_tumor-control	paired	3.825	2.8	1.6	101bp	paired_101bp
LIRI-JP_RK141_tumor-control	paired	3.82333333333333	3.3	1.8	101bp	paired_101bp
GBM-US_TCGA-41-5651_tumor-control	paired	3.81833333333333	3	1.7	101bp	paired_101bp
PAEN-AU_NE-0032_tumor-control	paired	3.81666666666667	2.4	1.8	101bp	paired_101bp
MASTER-DKFZ_H021-K99RSQ_metastasis-control	paired	3.81166666666667	4.3	2.9	151bp_X10	paired_151bp_X10
SYSGLIO-DKFZ_H043-KZWS_tumor-blood	paired	3.81166666666667	4.3	2.6	151bp_X10	paired_151bp_X10
RECA-EU_C0038_tumor-control	paired	3.81166666666667	2.6	1.9	101bp	paired_101bp
LUSC-US_TCGA-60-2726_tumor-control	paired	3.81	7	3.7	101bp	paired_101bp
LUSC-US_TCGA-94-7943_tumor-control	paired	3.80833333333333	3.9	2.1	101bp	paired_101bp
PRAD-CA_CPCG0362_tumor-control	paired	3.80833333333333	2.8	2.1	101bp	paired_101bp
SYSGLIO-DKFZ_H043-ZMHY_tumor-blood	paired	3.80166666666667	3.5	2.2	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-NGLL19_tumor-buffy_coat	paired	3.8	2.5	0.978515625	151bp_X10	paired_151bp_X10
PACA-CA_PCSI_0019_tumor-control	paired	3.79833333333333	7.3	4.3	101bp	paired_101bp
MASTER-DKFZ_H021-5FFPX1_tumor-buffy_coat	paired	3.79666666666667	2.6	0.583984375	151bp_X10	paired_151bp_X10
MELA-AU_MELA-0237_tumor-control	paired	3.795	4.2	2.4	101bp	paired_101bp
BOCA-UK_CGP_donor_1691211_tumor-control	paired	3.79333333333333	2.6	1	101bp	paired_101bp
BOCA-UK_CGP_donor_1691150_tumor-control	paired	3.78833333333333	3.8	2.2	101bp	paired_101bp
MASTER-DKFZ_H021-ACGFAT_tumor-buffy_coat02	paired	3.78	2.6	0.853515625	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-GW1GNF_tumor-control	paired	3.77666666666667	3	2	151bp_X10	paired_151bp_X10
UCEC-US_TCGA-EY-A1GS_tumor-control	paired	3.77666666666667	2.8	1.2	101bp	paired_101bp
LIRI-JP_RK121_tumor-control	paired	3.77	4.6	3	101bp	paired_101bp
MASTER-DKFZ_H021-92XTB6_tumor-blood	paired	3.76833333333333	2.6	0.818359375	151bp_X10	paired_151bp_X10
NB-PMC_B087_PMC_221_relapse01-blood01	paired	3.765	3.7	1.5	151bp_X10	paired_151bp_X10
PDAC-DKFZ_K20K-N9M9LH_patient-derived-culture1-blood1	paired	3.76333333333333	4.3	2.9	151bp_X10	paired_151bp_X10
BRCA-US_TCGA-BH-A0B3_tumor-control	paired	3.75333333333333	4.2	2.7	101bp	paired_101bp
BRCA-EU_CGP_donor_1503133_tumor-control	paired	3.75333333333333	3.2	1.9	101bp	paired_101bp
GACA-CN_CGP_donor_GC00035_tumor-control	paired	3.74833333333333	2.5	1.8	101bp	paired_101bp
SYSGLIO-DKFZ_H043-KZWS_tumor02-blood	paired	3.74666666666667	3.4	2	151bp_X10	paired_151bp_X10
BOCA-UK_CGP_donor_1602516_tumor-control	paired	3.745	3.4	2.2	101bp	paired_101bp
MYELOMA-DKFZ_K08K-KXRUXD_tumor2-control1	paired	3.74333333333333	6	3.9	151bp_X10	paired_151bp_X10
BRCA-US_TCGA-GI-A2C9_tumor-control	paired	3.74166666666667	2	0.6044921875	101bp	paired_101bp
RECA-EU_C0084_tumor-control	paired	3.73666666666667	2.6	1.9	101bp	paired_101bp
PEDBRAIN_FAMILIES-DKFZ_XI046_SF_1410_tumor-blood	paired	3.73333333333333	7.9	4.6	151bp_X10	paired_151bp_X10
PACA-CA_PCSI_0112_tumor-control	paired	3.73333333333333	5.9	3.5	101bp	paired_101bp
