#chromosomeIndex	startPos	endPos	cytobandIndex	colourIndex	cytobandName
23	73900000	76000000	833	7	Xq13.3
23	76000000	84600000	834	0	Xq21.1
23	84600000	86200000	835	7	Xq21.2
23	86200000	91800000	836	0	Xq21.31
23	91800000	93500000	837	7	Xq21.32
23	93500000	98300000	838	2	Xq21.33
23	98300000	102600000	839	7	Xq22.1
23	102600000	103700000	840	1	Xq22.2
23	103700000	108700000	841	7	Xq22.3
23	108700000	116500000	842	2	Xq23
23	116500000	120900000	843	7	Xq24
23	120900000	128700000	844	0	Xq25
23	128700000	130400000	845	7	Xq26.1
23	130400000	133600000	846	4	Xq26.2
23	133600000	138000000	847	7	Xq26.3
23	138000000	140300000	848	2	Xq27.1
23	140300000	142100000	849	7	Xq27.2
23	142100000	147100000	850	0	Xq27.3
23	147100000	155270560	851	7	Xq28
24	0	2500000	852	7	Yp11.32
24	2500000	3000000	853	1	Yp11.31
24	3000000	11600000	854	7	Yp11.2
24	11600000	12500000	855	5	Yp11.1
24	12500000	13400000	856	5	Yq11.1
24	13400000	15100000	857	7	Yq11.21
24	15100000	19800000	858	1	Yq11.221
24	19800000	22100000	859	7	Yq11.222
24	22100000	26200000	860	1	Yq11.223
24	26200000	28800000	861	7	Yq11.23
24	28800000	59373566	862	3	Yq12
25	0	35477943	863	7	hs37d5
26	0	16570	864	0	MT
27	0	171824	865	7	NC_007605
28	0	106434	866	0	GL000191.1
29	0	547497	867	7	GL000192.1
30	0	189790	868	0	GL000193.1
31	0	191470	869	7	GL000194.1
32	0	182897	870	0	GL000195.1
33	0	38915	871	7	GL000196.1
34	0	37176	872	0	GL000197.1
35	0	90086	873	7	GL000198.1
36	0	169875	874	0	GL000199.1
37	0	187036	875	7	GL000200.1
38	0	36149	876	0	GL000201.1
39	0	40104	877	7	GL000202.1
40	0	37499	878	0	GL000203.1
41	0	81311	879	7	GL000204.1
42	0	174589	880	0	GL000205.1
43	0	41002	881	7	GL000206.1
44	0	4263	882	0	GL000207.1
45	0	92690	883	7	GL000208.1
46	0	159170	884	0	GL000209.1
47	0	27683	885	7	GL000210.1
48	0	166567	886	0	GL000211.1
49	0	186859	887	7	GL000212.1
50	0	164240	888	0	GL000213.1
51	0	137719	889	7	GL000214.1
52	0	172546	890	0	GL000215.1
53	0	172295	891	7	GL000216.1
54	0	172150	892	0	GL000217.1
55	0	161148	893	7	GL000218.1
56	0	179199	894	0	GL000219.1
57	0	161803	895	7	GL000220.1
58	0	155398	896	0	GL000221.1
59	0	186862	897	7	GL000222.1
60	0	180456	898	0	GL000223.1
61	0	179694	899	7	GL000224.1
62	0	211174	900	0	GL000225.1
63	0	15009	901	7	GL000226.1
64	0	128375	902	0	GL000227.1
65	0	129121	903	7	GL000228.1
66	0	19914	904	0	GL000229.1
67	0	43692	905	7	GL000230.1
68	0	27387	906	0	GL000231.1
69	0	40653	907	7	GL000232.1
70	0	45942	908	0	GL000233.1
71	0	40532	909	7	GL000234.1
72	0	34475	910	0	GL000235.1
73	0	41935	911	7	GL000236.1
74	0	45868	912	0	GL000237.1
75	0	39940	913	7	GL000238.1
76	0	33825	914	0	GL000239.1
77	0	41934	915	7	GL000240.1
78	0	42153	916	0	GL000241.1
79	0	43524	917	7	GL000242.1
80	0	43342	918	0	GL000243.1
81	0	39930	919	7	GL000244.1
82	0	36652	920	0	GL000245.1
83	0	38155	921	7	GL000246.1
84	0	36423	922	0	GL000247.1
85	0	39787	923	7	GL000248.1
86	0	38503	924	0	GL000249.1
