ENSR00000965794	K09R-D5RSFG
ENSR00001246158	K09R-D5RSFG
ENSR00001309934	K09R-D5RSFG
ENSR00001350778	K09R-D5RSFG
ENSR00001353250	K09R-D5RSFG
ENSR00001384732	K09R-D5RSFG
ENSR00001453474	K09R-D5RSFG
ENSR00001082885	K09R-D5RSFG
ENSR00001471449	K09R-D5RSFG
ENSR00001474105	K09R-D5RSFG
ENSR00000002189	K09R-D5RSFG
ENSR00000922648	K09R-D5RSFG
ENSR00000252873	K09R-D5RSFG
ENSR00000938693	K09R-D5RSFG
ENSR00000947666	K09R-D5RSFG
ENSR00000949151	K09R-D5RSFG
ENSR00001173873	K09R-D5RSFG
ENSR00001177829	K09R-D5RSFG
ENSR00001186869	K09R-D5RSFG
ENSR00001189119	K09R-D5RSFG
ENSR00001192503	K09R-D5RSFG
ENSR00001203570	K09R-D5RSFG
ENSR00001210092	K09R-D5RSFG
ENSR00001212530	K09R-D5RSFG
ENSR00001261124	K09R-D5RSFG
ENSR00000156755	K09R-D5RSFG
ENSR00001272504	K09R-D5RSFG
ENSR00000307374	K09R-D5RSFG
ENSR00001287814	K09R-D5RSFG
ENSR00001291145	K09R-D5RSFG
ENSR00001301822	K09R-D5RSFG
ENSR00001310299	K09R-D5RSFG
ENSR00000175072	K09R-D5RSFG
ENSR00000180510	K09R-D5RSFG
ENSR00001326186	K09R-D5RSFG
ENSR00001334654	K09R-D5RSFG
ENSR00001339729	K09R-D5RSFG
ENSR00001346483	K09R-D5RSFG
ENSR00001347368	K09R-D5RSFG
ENSR00001349968	K09R-D5RSFG
ENSR00000191914	K09R-D5RSFG
ENSR00001356066	K09R-D5RSFG
ENSR00001356924	K09R-D5RSFG
ENSR00001364991	K09R-D5RSFG
ENSR00001369790	K09R-D5RSFG
ENSR00001378959	K09R-D5RSFG
ENSR00001385197	K09R-D5RSFG
ENSR00001388250	K09R-D5RSFG
ENSR00001390317	K09R-D5RSFG
ENSR00001390328	K09R-D5RSFG
ENSR00000210645	K09R-D5RSFG
ENSR00001392534	K09R-D5RSFG
ENSR00000211975	K09R-D5RSFG
ENSR00001396207	K09R-D5RSFG
ENSR00001396208	K09R-D5RSFG
ENSR00001402193	K09R-D5RSFG
ENSR00001403077	K09R-D5RSFG
ENSR00001411678	K09R-D5RSFG
ENSR00001412038	K09R-D5RSFG
ENSR00001416023	K09R-D5RSFG
ENSR00001416075	K09R-D5RSFG
ENSR00001418228	K09R-D5RSFG
ENSR00001419494	K09R-D5RSFG
ENSR00000330325	K09R-D5RSFG
ENSR00001422155	K09R-D5RSFG
ENSR00001425739	K09R-D5RSFG
ENSR00001428792	K09R-D5RSFG
ENSR00001432889	K09R-D5RSFG
ENSR00001437802	K09R-D5RSFG
ENSR00001444013	K09R-D5RSFG
ENSR00001448156	K09R-D5RSFG
ENSR00001454470	K09R-D5RSFG
ENSR00001457636	K09R-D5RSFG
ENSR00000336755	K09R-D5RSFG
ENSR00001460998	K09R-D5RSFG
ENSR00000240282	K09R-D5RSFG
ENSR00000975596	K09R-D5RSFG
ENSR00000975835	K09R-D5RSFG
ENSR00000983909	K09R-D5RSFG
ENSR00000985558	K09R-D5RSFG
ENSR00000988134	K09R-D5RSFG
ENSR00000993677	K09R-D5RSFG
ENSR00001001330	K09R-D5RSFG
ENSR00000357884	K09R-D5RSFG
ENSR00001025042	K09R-D5RSFG
ENSR00000052411	K09R-D5RSFG
ENSR00001037809	K09R-D5RSFG
ENSR00001038244	K09R-D5RSFG
ENSR00001044817	K09R-D5RSFG
ENSR00001057187	K09R-D5RSFG
ENSR00001059207	K09R-D5RSFG
ENSR00001059335	K09R-D5RSFG
ENSR00001062387	K09R-D5RSFG
ENSR00001062589	K09R-D5RSFG
ENSR00001064848	K09R-D5RSFG
ENSR00001064881	K09R-D5RSFG
ENSR00000068226	K09R-D5RSFG
ENSR00001076769	K09R-D5RSFG
ENSR00001088846	K09R-D5RSFG
ENSR00000077797	K09R-D5RSFG
ENSR00001092315	K09R-D5RSFG
ENSR00000278396	K09R-D5RSFG
ENSR00000278435	K09R-D5RSFG
ENSR00001103685	K09R-D5RSFG
ENSR00000281483	K09R-D5RSFG
ENSR00001127939	K09R-D5RSFG
ENSR00001131128	K09R-D5RSFG
ENSR00001135876	K09R-D5RSFG
ENSR00000284992	K09R-D5RSFG
ENSR00001143590	K09R-D5RSFG
ENSR00001145510	K09R-D5RSFG
ENSR00000103153	K09R-D5RSFG
ENSR00001152099	K09R-D5RSFG
ENSR00001152436	K09R-D5RSFG
ENSR00001219020	K09R-D5RSFG
ENSR00001224241	K09R-D5RSFG
ENSR00000138690	K09R-D5RSFG
ENSR00000299076	K09R-D5RSFG
ENSR00001227654	K09R-D5RSFG
ENSR00001227763	K09R-D5RSFG
ENSR00000392046	K09R-D5RSFG
ENSR00001236765	K09R-D5RSFG
ENSR00000393704	K09R-D5RSFG
ENSR00001477363	K09R-D5RSFG
ENSR00001481238	K09R-D5RSFG
ENSR00001487986	K09R-D5RSFG
ENSR00001178592	K09R-LYD226
ENSR00001202889	K09R-LYD226
ENSR00001283668	K09R-LYD226
ENSR00001284866	K09R-LYD226
ENSR00001284866	K09R-LYD226
ENSR00001298263	K09R-LYD226
ENSR00000173089	K09R-LYD226
ENSR00001347295	K09R-LYD226
ENSR00001386130	K09R-LYD226
ENSR00001455609	K09R-LYD226
ENSR00000266584	K09R-LYD226
ENSR00000286361	K09R-LYD226
ENSR00001472024	K09R-LYD226
ENSR00001489843	K09R-LYD226
ENSR00000921163	K09R-LYD226
ENSR00000923028	K09R-LYD226
ENSR00000250592	K09R-LYD226
ENSR00000927609	K09R-LYD226
ENSR00000927618	K09R-LYD226
ENSR00000934011	K09R-LYD226
