t_H043-28GK	868.55
t_H043-2JY3	1050.25
t_H043-3P8XJY	871.65
t_H043-4PGF	775.4666666666667
t_H043-5FM91P	866.9666666666667
t_H043-5VWP	842.8
t_H043-63R6	815.75
t_H043-6F91	803.05
t_H043-6FRXV9	1022.6166666666667
t_H043-B7R7	1005.5833333333334
t_H043-BU96	954.5166666666667
t_H043-CQM6QY	1058.7166666666667
t_H043-CWJQEW	928.2166666666667
t_H043-D9MRCY	840.0
t_H043-DSX2	834.7333333333333
t_H043-F14UH1	868.7
t_H043-FEJ7C8	841.1333333333333
t_H043-GESMJV	833.95
t_H043-GG5L52	808.0166666666667
t_H043-GK5VYT	422.8833333333333
t_H043-GKS176	761.7833333333333
t_H043-KE3H42	916.0833333333334
t_H043-KZWS	833.3333333333334
t_H043-LNWEGT	422.3666666666667
t_H043-LQDGD4	823.25
t_H043-MXE7Y8	417.18333333333334
t_H043-N7LCPV	822.6
t_H043-NAFCCV	913.4166666666666
t_H043-PLM1	928.7833333333333
t_H043-PWC258	813.4833333333333
t_H043-PYL6FY	926.05
t_H043-QHGXQQ	970.8333333333334
t_H043-U65X	808.3166666666667
t_H043-ULLV	765.3166666666667
t_H043-URZNJE	861.2166666666667
t_H043-W99H5K	1059.8166666666666
t_H043-WJ851A	975.35
t_H043-X33N8G	993.5333333333333
t_H043-XACH	850.75
t_H043-XG4KY2	808.6
t_H043-ZK2PKS	1011.8
t_H043-ZMHY	847.3666666666667
