t_4100049X	203.9
t_4100373X	219.48333333333332
t_4101392X	267.28333333333336
t_4101669X	211.26666666666668
t_4102380X	1152.2666666666667
t_4103434X	202.31666666666666
t_4103593X	196.81666666666666
t_4103627X	209.08333333333334
t_4104119X	215.73333333333332
t_4105782X	195.2
t_4107597X	204.76666666666668
t_4110696X	219.21666666666667
t_4112817X	231.28333333333333
t_4114033X	209.93333333333334
t_4115022X	212.38333333333333
t_4117030X	178.88333333333333
t_4118156X	203.05
t_4119702X	214.48333333333332
t_4120879X	207.13333333333333
t_4121621X	210.73333333333332
t_4121974X	205.63333333333333
t_4124432X	196.6
t_4126473X	220.13333333333333
t_4126692X	181.56666666666666
t_4128355X	381.53333333333336
t_4128435X	190.86666666666667
t_4128849X	202.11666666666667
t_4130865X	213.73333333333332
t_4131213X	232.51666666666668
t_4131750X	223.78333333333333
t_4133863X	191.26666666666668
t_4135813X	215.3
t_4136095X	188.98333333333332
t_4137230X	190.55
t_4138059X	220.03333333333333
t_4138464X	220.58333333333334
t_4138629X	195.03333333333333
t_4139212X	221.6
t_4139483X	192.76666666666668
t_4140544X	186.9
t_4146301X	245.53333333333333
t_4147360X	255.6
t_4149243X	450.96666666666664
t_4151471X	245.21666666666667
t_4152036X	251.16666666666666
t_4152611X	217.05
t_4153126X	202.28333333333333
t_4154480X	430.9166666666667
t_4159910X	377.73333333333335
t_4161288X	227.83333333333334
t_4161486X	202.75
t_4164330X	213.86666666666667
t_4166731X	186.6
t_4167925X	253.4
t_4171586X	232.96666666666667
t_4171908X	453.6
t_4171946X	204.38333333333333
t_4175941X	219.4
t_4176046X	214.81666666666666
t_4176584X	207.2
t_4177175X	218.86666666666667
t_4177842X	223.33333333333334
t_4178243X	179.58333333333334
t_4178518X	206.95
t_4178605X	259.4
t_4179976X	199.61666666666667
t_4182605X	180.56666666666666
t_4184437X	194.78333333333333
t_4186613X	210.96666666666667
t_4186812X	189.31666666666666
t_4190929X	205.73333333333332
t_4192483X	221.1
t_H030-EMGX	440.5833333333333
t_H043-U65X	808.3166666666667
t_TCGA-A2-A04X	411.7
t_TCGA-A2-A3XX	313.73333333333335
t_TCGA-A8-A09X	249.61666666666667
t_TCGA-AA-A01X	268.31666666666666
t_TCGA-AR-A0TX	410.78333333333336
t_TCGA-B6-A0WX	325.65
t_TCGA-D7-A4YX	385.8
t_TCGA-E2-A14X	319.1
t_TCGA-EL-A3CX	207.71666666666667
t_TCGA-IA-A40X	362.8666666666667
t_TCGA-QG-A5YX	412.0
t_XI041_AX	244.9
