cytobandIndex	integer	UINDEX
chromosomeIndex	integer	INDEX
startPos	integer	
endPos	integer	
cytobandSize	integer	
colourIndex	integer	
cytobandName	text	
firstTadIndex	integer	
lastTadIndex	integer	
gapSize	integer	
coefficientInit	float	
