identifier	minutes	group
c_10	206.733333333333	01-controls_101bp
c_4131744	206.716666666667	01-controls_101bp
c_TCGA-BR-8682	206.716666666667	01-controls_101bp
c_TCGA-AB-2975	206.683333333333	01-controls_101bp
c_SJMB019	206.666666666667	01-controls_101bp
c_TCGA-AL-3468	206.666666666667	01-controls_101bp
c_CGP_donor_1347720	206.65	01-controls_101bp
t_RK037	206.65	02-tumors_101bp
c_ICGC_MB230	206.566666666667	01-controls_101bp
c_RK216	206.566666666667	01-controls_101bp
c_TCGA-FF-8043	206.533333333333	01-controls_101bp
c_XI076_UPNT802	206.45	03-controls_151bp_X10
c_RK053	206.4	01-controls_101bp
c_4128477	206.383333333333	01-controls_101bp
c_ICGC_PA58	206.35	01-controls_101bp
c_776	206.333333333333	01-controls_101bp
c_CGP_donor_1600815_1	206.333333333333	01-controls_101bp
c_TCGA-AA-3666	206.3	01-controls_101bp
t_4105746	206.3	02-tumors_101bp
t_CGP_donor_GC00047	206.25	02-tumors_101bp
c_CGP_donor_GC00053	206.233333333333	01-controls_101bp
c_CGP_donor_1437424	206.2	01-controls_101bp
t_ICGC_GBM23	206.2	02-tumors_101bp
t_RK089	206.15	02-tumors_101bp
t_RK191	206.116666666667	02-tumors_101bp
c_RK074	206.1	01-controls_101bp
t_ICGC_PA93	206.1	02-tumors_101bp
c_477	206.083333333333	01-controls_101bp
c_TCGA-EW-A3U0	206.083333333333	01-controls_101bp
c_ICGC_MB165	206.066666666667	01-controls_101bp
t_4110498	206.066666666667	02-tumors_101bp
c_TCGA-AK-3428	206.05	01-controls_101bp
c_NE-0033	206.033333333333	01-controls_101bp
c_MBRep_T72	205.966666666667	01-controls_101bp
c_MDT-AP-1402	205.966666666667	01-controls_101bp
c_TCGA-DX-A2J4	205.966666666667	01-controls_101bp
t_ICGC_PA135	205.933333333333	02-tumors_101bp
c_CGP_donor_1338056_1	205.9	01-controls_101bp
b_XI061_7EP18	205.883333333333	03-controls_151bp_X10
c_ICGC_MB276	205.866666666667	01-controls_101bp
t_4163297	205.833333333333	02-tumors_101bp
t_MDT-AP-2304	205.8	02-tumors_101bp
c_TCGA-HI-7169	205.783333333333	01-controls_101bp
c_TCGA-MR-A520	205.766666666667	01-controls_101bp
c_RK289	205.75	01-controls_101bp
t_785	205.75	02-tumors_101bp
c_RK270	205.733333333333	01-controls_101bp
t_4190929X	205.733333333333	04-tumors_151bp_X10
c_128	205.716666666667	01-controls_101bp
t_ICGC_MB297	205.7	02-tumors_101bp
c_XD001_P118	205.7	03-controls_151bp_X10
c_ITNET-1312	205.683333333333	01-controls_101bp
c_TCGA-D7-6519	205.683333333333	01-controls_101bp
c_TCGA-BG-A18C	205.666666666667	01-controls_101bp
c_318	205.633333333333	01-controls_101bp
t_4121974X	205.633333333333	04-tumors_151bp_X10
c_4120468	205.616666666667	01-controls_101bp
c_A32-0019_CRUK_PC_0019_3	205.616666666667	01-controls_101bp
c_RK016	205.616666666667	01-controls_101bp
t_RK199	205.616666666667	02-tumors_101bp
c_176	205.6	01-controls_101bp
t_4131257	205.6	02-tumors_101bp
t_4161781	205.6	02-tumors_101bp
c_4124432X	205.6	03-controls_151bp_X10
t_RK283	205.583333333333	02-tumors_101bp
t_4170730	205.566666666667	02-tumors_101bp
t_ICGC_MB89	205.566666666667	02-tumors_101bp
c_OSCC-GB_011601	205.55	01-controls_101bp
c_SJMB023	205.55	01-controls_101bp
c_TCGA-DD-A3A6	205.533333333333	01-controls_101bp
c_RK264	205.516666666667	01-controls_101bp
b_XI006_F19_S3	205.483333333333	03-controls_151bp_X10
c_519	205.45	01-controls_101bp
c_TCGA-B6-A0RU	205.45	01-controls_101bp
t_ICGC_PA100	205.45	02-tumors_101bp
b_XI006_F22_S2	205.45	03-controls_151bp_X10
c_4120879X	205.45	03-controls_151bp_X10
c_HX9	205.433333333333	01-controls_101bp
c_EOPC-09	205.4	01-controls_101bp
c_RK044	205.4	01-controls_101bp
c_B087wgs_24478	205.383333333333	01-controls_101bp
c_EOPC-035_2	205.366666666667	01-controls_101bp
c_EOPC-032	205.35	01-controls_101bp
t_4138464	205.316666666667	02-tumors_101bp
c_TCGA-A5-A0GA	205.283333333333	01-controls_101bp
t_XI061_4EP28	205.25	04-tumors_151bp_X10
t_RK029	205.233333333333	02-tumors_101bp
c_CGP_donor_1347751	205.216666666667	01-controls_101bp
t_TCGA-06-2557	205.166666666667	02-tumors_101bp
c_RK145_1	205.15	01-controls_101bp
c_ICGC_MB266	205.116666666667	01-controls_101bp
c_RK306	205.116666666667	01-controls_101bp
t_4183136	205.116666666667	02-tumors_101bp
c_TCGA-KL-8332	205.1	01-controls_101bp
c_MDT-AP-2849	205.083333333333	01-controls_101bp
t_CGP_donor_1230729	205.083333333333	02-tumors_101bp
t_SJMB025	205.066666666667	02-tumors_101bp
c_CPCG0213	205.05	01-controls_101bp
c_ICGC_PA161	205.033333333333	01-controls_101bp
c_RK207	204.983333333333	01-controls_101bp
c_A29-0017_CRUK_PC_0017_2	204.966666666667	01-controls_101bp
c_RK219	204.966666666667	01-controls_101bp
t_4117030	204.966666666667	02-tumors_101bp
t_RK236	204.966666666667	02-tumors_101bp
c_4187640	204.95	01-controls_101bp
c_RK287_1	204.95	01-controls_101bp
t_ICGC_MB295	204.883333333333	02-tumors_101bp
c_0007_CRUK_PC_0007_3	204.866666666667	01-controls_101bp
c_MDT-AP-0706	204.866666666667	01-controls_101bp
t_594	204.866666666667	02-tumors_101bp
b_XI006_CRCf24_S4	204.833333333333	03-controls_151bp_X10
c_ICGC_MB275	204.783333333333	01-controls_101bp
t_4193278	204.783333333333	02-tumors_101bp
c_4175837	204.766666666667	01-controls_101bp
t_SJMB014	204.766666666667	02-tumors_101bp
t_4107597X	204.766666666667	04-tumors_151bp_X10
c_MDT-AP-3399	204.733333333333	01-controls_101bp
c_CGP_donor_1437425	204.65	01-controls_101bp
c_RK241	204.633333333333	01-controls_101bp
c_TCGA-96-7545	204.616666666667	01-controls_101bp
c_4183136	204.6	01-controls_101bp
t_ICGC_PA82	204.6	02-tumors_101bp
c_AOCS-085	204.55	01-controls_101bp
c_TCGA-BH-A0B3	204.533333333333	01-controls_101bp
c_4128849X	204.533333333333	03-controls_151bp_X10
c_4162611	204.516666666667	01-controls_101bp
c_RK282	204.466666666667	01-controls_101bp
b_XI061_15EP8	204.466666666667	03-controls_151bp_X10
c_CGP_donor_1437407	204.45	01-controls_101bp
c_XD001_P103	204.45	03-controls_151bp_X10
c_OCCAMS-AH-086	204.433333333333	01-controls_101bp
t_4156551	204.433333333333	02-tumors_101bp
t_ICGC_MB276	204.433333333333	02-tumors_101bp
t_MDT-AP-2745	204.433333333333	02-tumors_101bp
t_TCGA-AB-2977	204.416666666667	02-tumors_101bp
c_0007_CRUK_PC_0007_4	204.383333333333	01-controls_101bp
c_CGP_donor_GC00017	204.383333333333	01-controls_101bp
t_4171946X	204.383333333333	04-tumors_151bp_X10
t_RK139	204.333333333333	02-tumors_101bp
c_TCGA-IE-A4EI	204.316666666667	01-controls_101bp
c_ICGC_0453	204.266666666667	01-controls_101bp
c_RK085	204.266666666667	01-controls_101bp
t_ICGC_GBM86	204.266666666667	02-tumors_101bp
t_ICGC_PA10	204.233333333333	02-tumors_101bp
c_AOCS-091	204.216666666667	01-controls_101bp
c_TCGA-A3-3387	204.183333333333	01-controls_101bp
c_4121361	204.166666666667	01-controls_101bp
t_MDT-AP-1165	204.166666666667	02-tumors_101bp
c_A24-0021_CRUK_PC_0021_4	204.133333333333	01-controls_101bp
c_RK145	204.116666666667	01-controls_101bp
t_ICGC_MB233	204.116666666667	02-tumors_101bp
c_ICGC_GBM26	204.083333333333	01-controls_101bp
c_ICGC_MB96	204.083333333333	01-controls_101bp
c_TCGA-BW-A5NP	204.083333333333	01-controls_101bp
c_TCGA-BS-A0TE	204.066666666667	01-controls_101bp
b_XI049_7EP48	204.066666666667	03-controls_151bp_X10
t_4133863	204.05	02-tumors_101bp
c_CPCG0249	204.033333333333	01-controls_101bp
c_CPCG0341	204.033333333333	01-controls_101bp
c_OCCAMS-AH-082	204.016666666667	01-controls_101bp
c_RK263	204.016666666667	01-controls_101bp
t_MDT-AP-2183	204.016666666667	02-tumors_101bp
c_4112447	204	01-controls_101bp
t_ICGC_GBM22	204	02-tumors_101bp
c_XD001_P113	204	03-controls_151bp_X10
c_ICGC_GBM63	203.966666666667	01-controls_101bp
c_0007_CRUK_PC_0007_5	203.95	01-controls_101bp
c_4128970	203.95	01-controls_101bp
c_TCGA-B2-4099	203.95	01-controls_101bp
t_ICGC_MB20	203.933333333333	02-tumors_101bp
c_CGP_donor_1338117	203.916666666667	01-controls_101bp
c_RK326	203.9	01-controls_101bp
t_ICGC_GBM79	203.9	02-tumors_101bp
b_XI001a_25-9-44-206	203.9	03-controls_151bp_X10
t_4100049X	203.9	04-tumors_151bp_X10
c_CGP_donor_1338117_1	203.883333333333	01-controls_101bp
c_TCGA-CR-5250	203.85	01-controls_101bp
t_MDT-AP-1218	203.85	02-tumors_101bp
c_RK069	203.783333333333	01-controls_101bp
t_TCGA-EZ-7264	203.783333333333	02-tumors_101bp
c_TCGA-DD-A1ED	203.766666666667	01-controls_101bp
c_ICGC_0051	203.716666666667	01-controls_101bp
c_4158483	203.7	01-controls_101bp
c_CGP_donor_1364386_2	203.683333333333	01-controls_101bp
c_CGP_donor_1691207	203.683333333333	01-controls_101bp
c_0072_CRUK_PC_0072	203.666666666667	01-controls_101bp
c_CGP_donor_1347731	203.666666666667	01-controls_101bp
b_XI002_102_6	203.666666666667	03-controls_151bp_X10
c_CGP_donor_1338695_1	203.65	01-controls_101bp
c_ICGC_0536	203.65	01-controls_101bp
c_TCGA-C5-A1BN	203.65	01-controls_101bp
t_TCGA-AB-2982	203.65	02-tumors_101bp
c_A31-0018_CRUK_PC_0018_3	203.616666666667	01-controls_101bp
t_MDT-AP-2307	203.616666666667	02-tumors_101bp
t_RK206	203.616666666667	02-tumors_101bp
c_4140544X	203.616666666667	03-controls_151bp_X10
c_ICGC_MB54	203.566666666667	01-controls_101bp
c_ITNET-1317	203.55	01-controls_101bp
c_RK117	203.533333333333	01-controls_101bp
t_MDT-AP-2181	203.533333333333	02-tumors_101bp
t_H049-LPDZ	203.516666666667	02-tumors_101bp
c_CGP_donor_1437415	203.5	01-controls_101bp
c_RK126	203.5	01-controls_101bp
c_4199996	203.483333333333	01-controls_101bp
c_MDT-AP-2151	203.483333333333	01-controls_101bp
t_ICGC_GBM49	203.483333333333	02-tumors_101bp
t_TCGA-AA-3666	203.45	02-tumors_101bp
c_ICGC_MB104	203.433333333333	01-controls_101bp
t_TCGA-DJ-A1QL	203.433333333333	02-tumors_101bp
t_4116738	203.416666666667	02-tumors_101bp
c_ICGC_0491	203.4	01-controls_101bp
t_83	203.383333333333	02-tumors_101bp
c_TCGA-A3-3363	203.35	01-controls_101bp
t_ICGC_MB307	203.35	02-tumors_101bp
c_OCCAMS-AH-011	203.333333333333	01-controls_101bp
t_B087koeln_22265	203.316666666667	02-tumors_101bp
c_ICGC_GBM52	203.3	01-controls_101bp
t_9	203.283333333333	02-tumors_101bp
b_XI006_CRCf23_S5	203.25	03-controls_151bp_X10
t_4166151	203.233333333333	02-tumors_101bp
t_TCGA-19-2624	203.216666666667	02-tumors_101bp
c_TCGA-BT-A3PH	203.2	01-controls_101bp
t_TCGA-BP-5168	203.183333333333	02-tumors_101bp
t_RK222	203.166666666667	02-tumors_101bp
c_AOCS-167	203.133333333333	01-controls_101bp
t_RK153	203.133333333333	02-tumors_101bp
c_TCGA-AP-A0LO	203.1	01-controls_101bp
t_TCGA-HW-7487	203.1	02-tumors_101bp
c_ICGC_GBM22	203.066666666667	01-controls_101bp
t_RK070	203.066666666667	02-tumors_101bp
t_4118156X	203.05	04-tumors_151bp_X10
c_ICGC_MB75	203.033333333333	01-controls_101bp
t_4139696	203.033333333333	02-tumors_101bp
c_RK042	203.016666666667	01-controls_101bp
t_RK100	203.016666666667	02-tumors_101bp
c_TCGA-BC-A216	202.95	01-controls_101bp
t_ICGC_PA46	202.95	02-tumors_101bp
c_ICGC_0054	202.933333333333	01-controls_101bp
c_MDT-AP-1210	202.933333333333	01-controls_101bp
c_192	202.916666666667	01-controls_101bp
c_CGP_donor_1600815	202.9	01-controls_101bp
c_ICGC_MB59	202.9	01-controls_101bp
c_CGP_donor_1364444_1	202.866666666667	01-controls_101bp
c_CGP_donor_1397083	202.866666666667	01-controls_101bp
m_H032-Y42K	202.866666666667	02-tumors_101bp
c_804	202.85	01-controls_101bp
t_RK187	202.85	02-tumors_101bp
t_ICGC_PA5	202.816666666667	02-tumors_101bp
t_CGP_donor_1230724	202.8	02-tumors_101bp
c_TCGA-FV-A3I1	202.783333333333	01-controls_101bp
c_4116738	202.766666666667	01-controls_101bp
c_745	202.75	01-controls_101bp
t_4161486X	202.75	04-tumors_151bp_X10
c_EOPC-028_1	202.716666666667	01-controls_101bp
t_ICGC_PA103	202.7	02-tumors_101bp
t_H050-TY1U	202.666666666667	02-tumors_101bp
t_ICGC_MB122	202.666666666667	02-tumors_101bp
t_RK183	202.65	02-tumors_101bp
c_RK180_2	202.633333333333	01-controls_101bp
t_4170577	202.583333333333	02-tumors_101bp
c_CGP_donor_GC00050	202.566666666667	01-controls_101bp
t_ICGC_MB280	202.566666666667	02-tumors_101bp
c_RK244	202.533333333333	01-controls_101bp
c_TCGA-GN-A266	202.533333333333	01-controls_101bp
c_TCGA-A8-A094	202.516666666667	01-controls_101bp
c_4171946X	202.516666666667	03-controls_151bp_X10
c_4193646	202.5	01-controls_101bp
c_B087koeln_24632	202.5	01-controls_101bp
b_XI001b_09-2-0552-2	202.5	03-controls_151bp_X10
t_ICGC_MB161	202.483333333333	02-tumors_101bp
t_ICGC_MB232	202.416666666667	02-tumors_101bp
c_XI076_UPNT567	202.416666666667	03-controls_151bp_X10
t_TCGA-05-4397	202.383333333333	02-tumors_101bp
c_4103627X	202.366666666667	03-controls_151bp_X10
c_0082_CRUK_PC_0082	202.35	01-controls_101bp
t_4103434X	202.316666666667	04-tumors_151bp_X10
c_ICGC_PA69	202.3	01-controls_101bp
c_SJMB039	202.3	01-controls_101bp
t_B087wgs_25266	202.3	02-tumors_101bp
c_RK195	202.283333333333	01-controls_101bp
t_4153126X	202.283333333333	04-tumors_151bp_X10
c_4109956	202.266666666667	01-controls_101bp
t_4122063	202.266666666667	02-tumors_101bp
t_4193646	202.266666666667	02-tumors_101bp
t_XI061_4EP32	202.266666666667	04-tumors_151bp_X10
c_4138885	202.25	01-controls_101bp
t_TCGA-EE-A29B	202.25	02-tumors_101bp
c_4126692X	202.25	03-controls_151bp_X10
t_TCGA-BA-A4IH	202.2	02-tumors_101bp
c_ICGC_PA14	202.166666666667	01-controls_101bp
c_SJMB024	202.15	01-controls_101bp
c_177	202.133333333333	01-controls_101bp
c_XI041_AX2	202.133333333333	03-controls_151bp_X10
t_4128849X	202.116666666667	04-tumors_151bp_X10
c_A32-0019_CRUK_PC_0019_4	202.1	01-controls_101bp
t_ICGC_GBM85	202.083333333333	02-tumors_101bp
t_TCGA-BR-7722	202.083333333333	02-tumors_101bp
c_CGP_donor_1437403	202.066666666667	01-controls_101bp
c_B087koeln_22396	202.05	01-controls_101bp
t_ICGC_MB7	202.05	02-tumors_101bp
b_XI061_9EP4	202.05	03-controls_151bp_X10
c_XD001_P005	202.016666666667	03-controls_151bp_X10
c_ICGC_PA108	202	01-controls_101bp
c_ICGC_PA162	202	01-controls_101bp
t_TCGA-BT-A20Q	202	02-tumors_101bp
t_H050-6K3Z	201.983333333333	02-tumors_101bp
c_MDT-AP-2532	201.966666666667	01-controls_101bp
c_CGP_donor_1691138	201.95	01-controls_101bp
c_ICGC_MB235	201.9	01-controls_101bp
t_ICGC_PA27	201.883333333333	02-tumors_101bp
c_AOCS-088	201.85	01-controls_101bp
t_ICGC_PA71	201.816666666667	02-tumors_101bp
c_EOPC-019	201.75	01-controls_101bp
c_TCGA-AN-A0XR	201.716666666667	01-controls_101bp
t_CGP_donor_GC00051	201.683333333333	02-tumors_101bp
c_CGP_donor_1437410	201.666666666667	01-controls_101bp
c_TCGA-34-5240	201.65	01-controls_101bp
c_TCGA-B5-A11H	201.633333333333	01-controls_101bp
t_ICGC_MB277	201.633333333333	02-tumors_101bp
t_MDT-AP-2631	201.633333333333	02-tumors_101bp
c_ICGC_GBM82	201.616666666667	01-controls_101bp
c_ICGC_MB289	201.616666666667	01-controls_101bp
b_K20K-5H9SFZ	201.566666666667	03-controls_151bp_X10
c_ICGC_0217	201.55	01-controls_101bp
b_H049-LPDZ	201.483333333333	01-controls_101bp
t_NEM157	201.466666666667	02-tumors_101bp
t_TCGA-ER-A19T	201.466666666667	02-tumors_101bp
c_TCGA-A2-A0YG	201.433333333333	01-controls_101bp
t_TCGA-DB-5278	201.433333333333	02-tumors_101bp
c_ICGC_PA138	201.416666666667	01-controls_101bp
c_MDT-AP-0437	201.416666666667	01-controls_101bp
t_XI061_9EP4	201.4	04-tumors_151bp_X10
c_TCGA-06-0686	201.383333333333	01-controls_101bp
c_TCGA-13-0723	201.35	01-controls_101bp
c_ICGC_0456	201.333333333333	01-controls_101bp
c_B087wgs_25114	201.316666666667	01-controls_101bp
c_ICGC_MB147	201.316666666667	01-controls_101bp
c_4103168X	201.316666666667	03-controls_151bp_X10
c_TCGA-B1-A47N	201.266666666667	01-controls_101bp
t_SJMB028	201.266666666667	02-tumors_101bp
t_SNU_WGS_12	201.266666666667	02-tumors_101bp
b_XI039_CRC_L1_S1	201.266666666667	03-controls_151bp_X10
c_ICGC_MB285	201.25	01-controls_101bp
t_B087koeln_13264	201.25	02-tumors_101bp
t_ICGC_GBM24	201.216666666667	02-tumors_101bp
c_TCGA-CZ-5453	201.183333333333	01-controls_101bp
t_MDT-AP-2178	201.166666666667	02-tumors_101bp
t_ICGC_MB290	201.15	02-tumors_101bp
b_XI001a_25-9-44-202	201.15	03-controls_151bp_X10
c_ICGC_MB140	201.133333333333	01-controls_101bp
t_ICGC_MB241	201.116666666667	02-tumors_101bp
b_XI049_7EP31	201.1	03-controls_151bp_X10
c_CGP_donor_1691135	201.083333333333	01-controls_101bp
c_ICGC_PA22	201.016666666667	01-controls_101bp
c_OCCAMS-AH-077	201.016666666667	01-controls_101bp
c_CGP_donor_1691128	201	01-controls_101bp
c_MDT-AP-1405	201	01-controls_101bp
c_OCCAMS-WG-005	201	01-controls_101bp
t_151	201	02-tumors_101bp
c_0071_CRUK_PC_0071	200.983333333333	01-controls_101bp
b_H021-9UEKXU	200.983333333333	03-controls_151bp_X10
c_TCGA-IW-A3M4	200.966666666667	01-controls_101bp
c_RK232	200.916666666667	01-controls_101bp
t_ICGC_MB229	200.916666666667	02-tumors_101bp
b_XI061_4EP17	200.9	03-controls_151bp_X10
c_CGP_donor_1337240	200.85	01-controls_101bp
c_TCGA-DX-A1KU	200.783333333333	01-controls_101bp
t_RK067	200.766666666667	02-tumors_101bp
t_XI061_4EP35	200.766666666667	04-tumors_151bp_X10
c_RK046_2	200.733333333333	01-controls_101bp
c_RK289_1	200.716666666667	01-controls_101bp
c_ICGC_MB81	200.7	01-controls_101bp
c_RK122	200.683333333333	01-controls_101bp
c_RK164	200.633333333333	01-controls_101bp
c_TCGA-KL-8323	200.633333333333	01-controls_101bp
t_TCGA-DA-A1IC	200.616666666667	02-tumors_101bp
c_148	200.583333333333	01-controls_101bp
c_TCGA-CG-5723	200.583333333333	01-controls_101bp
c_RK150	200.55	01-controls_101bp
c_803	200.516666666667	01-controls_101bp
t_282	200.516666666667	02-tumors_101bp
t_477	200.516666666667	02-tumors_101bp
t_4110996	200.5	02-tumors_101bp
c_RK234	200.466666666667	01-controls_101bp
c_TCGA-D8-A27H	200.433333333333	01-controls_101bp
c_TCGA-DD-A1EL	200.433333333333	01-controls_101bp
t_ICGC_MB278	200.433333333333	02-tumors_101bp
c_TCGA-B5-A0K3	200.4	01-controls_101bp
b_K20K-5WRRUX	200.333333333333	03-controls_151bp_X10
b_K20K-5WRRUX	200.333333333333	03-controls_151bp_X10
c_4107559	200.316666666667	01-controls_101bp
c_4188800	200.3	01-controls_101bp
c_XD001_P007	200.3	03-controls_151bp_X10
t_RK035	200.25	02-tumors_101bp
b_K20K-TR4X23	200.25	03-controls_151bp_X10
t_XI010_ATRT_E1075-13	200.233333333333	04-tumors_151bp_X10
t_CGP_donor_GC00032	200.216666666667	02-tumors_101bp
c_TCGA-BP-4756	200.2	01-controls_101bp
c_CGP_donor_1500976_1	200.183333333333	01-controls_101bp
c_ITNET-1288	200.15	01-controls_101bp
b_XI040_HL3_S3	200.15	03-controls_151bp_X10
c_RK064	200.133333333333	01-controls_101bp
c_RK071	200.133333333333	01-controls_101bp
c_RK065	200.116666666667	01-controls_101bp
c_TCGA-06-0221	200.116666666667	01-controls_101bp
c_MBRep_T38	200.1	01-controls_101bp
c_RK095	200.1	01-controls_101bp
c_ICGC_MB264	200.083333333333	01-controls_101bp
t_TCGA-A3-3387	200.033333333333	02-tumors_101bp
c_TCGA-AR-A24Z	200.016666666667	01-controls_101bp
c_ICGC_MB176	200	01-controls_101bp
t_EOPC-034_4	200	02-tumors_101bp
c_RK138	199.966666666667	01-controls_101bp
t_RK099	199.95	02-tumors_101bp
c_TCGA-F1-6875	199.933333333333	01-controls_101bp
t_ICGC_MB296	199.933333333333	02-tumors_101bp
c_TCGA-A3-3370	199.9	01-controls_101bp
c_TCGA-KO-8407	199.9	01-controls_101bp
c_TCGA-C5-A2LV	199.883333333333	01-controls_101bp
c_ITNET-1304	199.866666666667	01-controls_101bp
c_TCGA-10-0938	199.85	01-controls_101bp
c_SJMB041	199.816666666667	01-controls_101bp
c_CGP_donor_GC00007	199.716666666667	01-controls_101bp
t_4136702	199.716666666667	02-tumors_101bp
t_MDT-AP-2878	199.7	02-tumors_101bp
c_MBRep_T70	199.683333333333	01-controls_101bp
t_PCSI_0353	199.666666666667	02-tumors_101bp
c_OCCAMS-AH-064	199.65	01-controls_101bp
c_RK215	199.65	01-controls_101bp
t_TCGA-32-1970	199.65	02-tumors_101bp
c_ICGC_MB107	199.633333333333	01-controls_101bp
c_TCGA-CW-5585	199.616666666667	01-controls_101bp
c_TCGA-EE-A3JI	199.616666666667	01-controls_101bp
b_XI049_9EP33	199.616666666667	03-controls_151bp_X10
t_4179976X	199.616666666667	04-tumors_151bp_X10
c_AOCS-113	199.6	01-controls_101bp
c_TCGA-AB-2996	199.6	01-controls_101bp
c_TCGA-FX-A2QS	199.6	01-controls_101bp
c_824	199.583333333333	01-controls_101bp
c_TCGA-FG-8182	199.55	01-controls_101bp
t_ICGC_PA142	199.533333333333	02-tumors_101bp
c_TCGA-BR-4280	199.5	01-controls_101bp
c_RK028	199.483333333333	01-controls_101bp
t_H049-DQGS	199.483333333333	02-tumors_101bp
c_RK148	199.466666666667	01-controls_101bp
t_RK195	199.466666666667	02-tumors_101bp
c_MDT-AP-1167	199.45	01-controls_101bp
c_TCGA-AA-A02O	199.433333333333	01-controls_101bp
c_TCGA-DA-A1I8	199.416666666667	01-controls_101bp
t_ICGC_MB70	199.366666666667	02-tumors_101bp
c_TCGA-A5-A0GE	199.333333333333	01-controls_101bp
c_TCGA-CV-6433	199.316666666667	01-controls_101bp
t_4171810	199.316666666667	02-tumors_101bp
b_XI001b_25-7-000100-1	199.316666666667	03-controls_151bp_X10
c_ICGC_0099	199.283333333333	01-controls_101bp
c_TCGA-KM-8438	199.283333333333	01-controls_101bp
t_MDT-AP-2077	199.283333333333	02-tumors_101bp
c_A10-0015_CRUK_PC_0015_2	199.266666666667	01-controls_101bp
c_TCGA-CN-5365	199.25	01-controls_101bp
t_TCGA-AA-A02Y	199.233333333333	02-tumors_101bp
c_TCGA-EL-A3CV	199.216666666667	01-controls_101bp
c_OCCAMS-AH-127	199.2	01-controls_101bp
c_A24-0021_CRUK_PC_0021_3	199.166666666667	01-controls_101bp
t_TCGA-AB-2989	199.166666666667	02-tumors_101bp
c_MDT-AP-0207	199.15	01-controls_101bp
c_RK137	199.133333333333	01-controls_101bp
c_684	199.116666666667	01-controls_101bp
c_ICGC_PA100	199.116666666667	01-controls_101bp
c_TCGA-B9-A44B	199.116666666667	01-controls_101bp
c_OCCAMS-AH-096	199.066666666667	01-controls_101bp
t_MDT-AP-0220	199.066666666667	02-tumors_101bp
c_0090_CRUK_PC_0090	199.05	01-controls_101bp
c_56	199.05	01-controls_101bp
c_CGP_donor_1437409	199.05	01-controls_101bp
c_RK145_2	199.016666666667	01-controls_101bp
c_ICGC_0150	199	01-controls_101bp
c_CGP_donor_1364416	198.983333333333	01-controls_101bp
c_RK257	198.966666666667	01-controls_101bp
t_4178310	198.966666666667	02-tumors_101bp
c_RK180	198.95	01-controls_101bp
t_B087koeln_21776	198.866666666667	02-tumors_101bp
c_CGP_donor_1635862	198.85	01-controls_101bp
c_4186613X	198.816666666667	03-controls_151bp_X10
c_A12-0020_CRUK_PC_0020_3	198.8	01-controls_101bp
c_A31-0018_CRUK_PC_0018_4	198.766666666667	01-controls_101bp
t_MDT-AP-0580	198.766666666667	02-tumors_101bp
c_TCGA-22-5492	198.75	01-controls_101bp
t_ICGC_MB85	198.75	02-tumors_101bp
c_ICGC_0321	198.733333333333	01-controls_101bp
c_RK057	198.733333333333	01-controls_101bp
t_TCGA-06-0745	198.733333333333	02-tumors_101bp
t_CGP_donor_GC00027	198.7	02-tumors_101bp
c_TCGA-KM-8476	198.683333333333	01-controls_101bp
t_ICGC_MB271	198.666666666667	02-tumors_101bp
c_ICGC_MB281	198.6	01-controls_101bp
c_MBRep_T27	198.6	01-controls_101bp
c_4190929X	198.583333333333	03-controls_151bp_X10
c_ICGC_0169	198.566666666667	01-controls_101bp
t_MDT-AP-1299	198.533333333333	02-tumors_101bp
c_TCGA-B5-A0JN	198.5	01-controls_101bp
c_B087koeln_21442	198.483333333333	01-controls_101bp
t_ICGC_PA140	198.483333333333	02-tumors_101bp
t_MDT-AP-1368	198.483333333333	02-tumors_101bp
c_TCGA-EP-A26S	198.466666666667	01-controls_101bp
c_ICGC_PA33	198.416666666667	01-controls_101bp
t_ICGC_MB58	198.4	02-tumors_101bp
c_B087koeln_15239	198.383333333333	01-controls_101bp
c_RK151	198.366666666667	01-controls_101bp
t_4128477	198.366666666667	02-tumors_101bp
t_39	198.35	02-tumors_101bp
c_TCGA-B5-A0K8	198.333333333333	01-controls_101bp
c_B087koeln_21641	198.316666666667	01-controls_101bp
c_ICGC_MB272	198.316666666667	01-controls_101bp
t_ICGC_GBM53	198.316666666667	02-tumors_101bp
c_MBRep_T79	198.266666666667	01-controls_101bp
t_CGP_donor_GC00014	198.266666666667	02-tumors_101bp
t_776	198.25	02-tumors_101bp
c_4112512	198.233333333333	01-controls_101bp
c_ICGC_MB236	198.216666666667	01-controls_101bp
t_TCGA-AA-3994	198.216666666667	02-tumors_101bp
c_PCSI_0146	198.2	01-controls_101bp
t_MDT-AP-2151	198.2	02-tumors_101bp
c_RK304	198.166666666667	01-controls_101bp
t_MDT-AP-3401	198.133333333333	02-tumors_101bp
c_RK180_1	198.083333333333	01-controls_101bp
t_ICGC_MB62	198.083333333333	02-tumors_101bp
t_RK198	198.083333333333	02-tumors_101bp
c_A12-0020_CRUK_PC_0020_2	198.05	01-controls_101bp
c_CGP_donor_1451427	198.033333333333	01-controls_101bp
b_XI001a_25-9-44-204	198.016666666667	03-controls_151bp_X10
c_CGP_donor_1691153	197.95	01-controls_101bp
t_TCGA-BP-4781	197.933333333333	02-tumors_101bp
t_TCGA-CW-6093	197.916666666667	02-tumors_101bp
c_RK204	197.9	01-controls_101bp
c_ICGC_0435	197.883333333333	01-controls_101bp
