identifier	minutes	group
t_TCGA-13-0906	392.133333333333	02-tumors_101bp
b_H021-YCUT9Q	392.05	03-controls_151bp_X10
t_ITNET-0850	391.933333333333	02-tumors_101bp
t_H067-2YCH24	391.866666666667	04-tumors_151bp_X10
b_H021-F5HFJQ	391.766666666667	03-controls_151bp_X10
t_TCGA-24-1557	391.7	02-tumors_101bp
t_TCGA-FV-A4ZQ	391.683333333333	02-tumors_101bp
c_HX23	391.666666666667	01-controls_101bp
b_H021-LDUYDE	391.65	03-controls_151bp_X10
t_OCCAMS-ST-030	391.6	02-tumors_101bp
c_PCSI_0217	391.533333333333	01-controls_101bp
b_H021-X4TX9T	391.416666666667	03-controls_151bp_X10
t_ICGC_0443	391.383333333333	02-tumors_101bp
t_MELA-0055	391.35	02-tumors_101bp
t_TCGA-CN-6989	391.35	02-tumors_101bp
b_H021-X2UVYS	391.3	03-controls_151bp_X10
r_XI003_22427	391.283333333333	04-tumors_151bp_X10
b_A033-R4DDUW	391.233333333333	03-controls_151bp_X10
t_ICGC_0033	390.966666666667	02-tumors_101bp
t_ITNET-0900	390.916666666667	02-tumors_101bp
t_TCGA-EM-A22O	390.85	02-tumors_101bp
t_TCGA-A4-A48D	390.816666666667	02-tumors_101bp
t_TCGA-13-1477	390.8	02-tumors_101bp
t_TCGA-KO-8416	390.8	02-tumors_101bp
t_TCGA-NH-A50V	390.8	02-tumors_101bp
t_TCGA-KN-8425	390.783333333333	02-tumors_101bp
b_H021-0WXB	390.733333333333	03-controls_151bp_X10
t_TCGA-25-1632	390.716666666667	02-tumors_101bp
t_TCGA-13-0912	390.65	02-tumors_101bp
t_XI049_11EP26	390.616666666667	04-tumors_151bp_X10
t_TCGA-06-0210	390.483333333333	02-tumors_101bp
c_C0073	390.466666666667	01-controls_101bp
t_ITNET-0993	390.433333333333	02-tumors_101bp
t_PCSI_0048	390.433333333333	02-tumors_101bp
t_ICGC_0140	390.333333333333	02-tumors_101bp
t_XI003_10023	390.283333333333	04-tumors_151bp_X10
r_XI003_25026	390.25	04-tumors_151bp_X10
t_TCGA-B5-A11I	390.166666666667	02-tumors_101bp
t_TCGA-CC-5261	390	02-tumors_101bp
t_XI061_4EP17	389.95	04-tumors_151bp_X10
t_ITNET-0938	389.766666666667	02-tumors_101bp
b_H021-NKKQGS	389.733333333333	03-controls_151bp_X10
b_H021-ANN8D1	389.55	03-controls_151bp_X10
t_HX16	389.516666666667	02-tumors_101bp
c_XI003_24531	389.5	03-controls_151bp_X10
t_NE-0026	389.366666666667	02-tumors_101bp
t_NE-0009	389.3	02-tumors_101bp
t_TCGA-DD-A3A6	389.25	02-tumors_101bp
t_TCGA-KL-8334	389.216666666667	02-tumors_101bp
t_TCGA-QG-A5YW	389.183333333333	02-tumors_101bp
b_H021-WPZAQG	389.15	03-controls_151bp_X10
c_ICGC_MB122	389.1	01-controls_101bp
t_PCSI_0297	389.066666666667	02-tumors_101bp
t_TCGA-CR-6491	389.066666666667	02-tumors_101bp
t_TCGA-CV-5442	389.066666666667	02-tumors_101bp
t_XI049_4EP29	389.016666666667	04-tumors_151bp_X10
t_C0078	388.833333333333	02-tumors_101bp
t_TCGA-14-1402	388.616666666667	02-tumors_101bp
t_PCSI_0111	388.416666666667	02-tumors_101bp
t_TCGA-KL-8331	388.416666666667	02-tumors_101bp
c_XI003_19924	388.166666666667	03-controls_151bp_X10
b_H043-63R6	388.15	03-controls_151bp_X10
t_OCCAMS-ZZ-009	388.133333333333	02-tumors_101bp
t_TCGA-CR-6487	388.066666666667	02-tumors_101bp
t_A033-T25L3A	388.016666666667	04-tumors_151bp_X10
t_OCCAMS-PS-008	387.833333333333	02-tumors_101bp
t_TCGA-AO-A0JM	387.65	02-tumors_101bp
t_TCGA-E2-A1LK	387.6	02-tumors_101bp
c_H067-EC4C3W	387.583333333333	03-controls_151bp_X10
t_ICGC_0435	387.55	02-tumors_101bp
c_XI003_24872	387.483333333333	03-controls_151bp_X10
b_H021-F7VR2D	387.383333333333	03-controls_151bp_X10
t_TCGA-CJ-4918	387.333333333333	02-tumors_101bp
b_H021-G9Y735	387.25	03-controls_151bp_X10
t_PCSI_0046	387.2	02-tumors_101bp
t_CPCG0352	387.133333333333	02-tumors_101bp
b_H021-F4WCGV	387.05	03-controls_151bp_X10
c_TCGA-06-0152	386.966666666667	01-controls_101bp
c_H067-NQ7W9Q	386.966666666667	03-controls_151bp_X10
t_TCGA-D5-6540	386.933333333333	02-tumors_101bp
c_PCSI_0300	386.883333333333	01-controls_101bp
t_XI061_4EP8	386.883333333333	04-tumors_151bp_X10
c_K08K-8YGUU8	386.816666666667	03-controls_151bp_X10
t_ICGC_0069	386.633333333333	02-tumors_101bp
t_PCSI_0406	386.4	02-tumors_101bp
t_ITNET-0962	386.383333333333	02-tumors_101bp
c_HX12	386.366666666667	01-controls_101bp
t_ITNET-0700	386.333333333333	02-tumors_101bp
t_CPCG0255	386.316666666667	02-tumors_101bp
t_PCSI_0463	386.316666666667	02-tumors_101bp
c_H030-GBWS	386.316666666667	03-controls_151bp_X10
t_TCGA-HE-A5NI	386.3	02-tumors_101bp
b_H021-XPPAA6	386.266666666667	03-controls_151bp_X10
t_PCSI_0454	386.216666666667	02-tumors_101bp
t_PCSI_0004	386.166666666667	02-tumors_101bp
t_TCGA-CN-5374	386.1	02-tumors_101bp
t_TCGA-ES-A2HT	385.966666666667	02-tumors_101bp
t_CGP_donor_1363969	385.95	02-tumors_101bp
t_K08K-CSU6UB	385.866666666667	04-tumors_151bp_X10
t_A033-XNRAPA	385.866666666667	04-tumors_151bp_X10
t_TCGA-96-7545	385.85	02-tumors_101bp
c_C0010	385.8	01-controls_101bp
t_TCGA-D7-A4YX	385.8	02-tumors_101bp
t_TCGA-D7-A4YX	385.8	04-tumors_151bp_X10
t_TCGA-A8-A07I	385.766666666667	02-tumors_101bp
t_C0014	385.75	02-tumors_101bp
t_B087wgs_19877	385.616666666667	02-tumors_101bp
t_TCGA-HC-8258	385.566666666667	02-tumors_101bp
t_TCGA-FV-A496	385.3	02-tumors_101bp
b_H021-86G9QA	385.283333333333	03-controls_151bp_X10
b_H021-MRF5FT	385.283333333333	03-controls_151bp_X10
t_TCGA-CG-4474	385.266666666667	02-tumors_101bp
c_PCSI_0279	385.2	01-controls_101bp
b_H021-VNE8G3	385.183333333333	03-controls_151bp_X10
t_CPCG0412	385.083333333333	02-tumors_101bp
t_TCGA-DD-A3A8	385.033333333333	02-tumors_101bp
t_C0081	385	02-tumors_101bp
t_TCGA-DD-A1EB	384.983333333333	02-tumors_101bp
t_CPCG0232	384.9	02-tumors_101bp
t_XI003-CHL90	384.666666666667	04-tumors_151bp_X10
b_A033-WPUUYU	384.65	03-controls_151bp_X10
c_PCSI_0286	384.6	01-controls_101bp
b_H021-6B84TJ	384.583333333333	03-controls_151bp_X10
t_ITNET-0695	384.5	02-tumors_101bp
b_H021-TQDQ1W	384.466666666667	03-controls_151bp_X10
t_TCGA-BA-5556	384.433333333333	02-tumors_101bp
c_HX21	384.35	01-controls_101bp
t_NE-0025	384.333333333333	02-tumors_101bp
c_TCGA-98-8022	384.283333333333	01-controls_101bp
t_OCCAMS-GS-002	384.233333333333	02-tumors_101bp
t_TCGA-13-1491	384.166666666667	02-tumors_101bp
b_H021-F3AMK8	384.166666666667	03-controls_151bp_X10
b_H021-EGPXE1	384.083333333333	03-controls_151bp_X10
b_A033-X1JKHB	384.083333333333	03-controls_151bp_X10
b_H043-U65X	384.066666666667	03-controls_151bp_X10
b_H043-U65X	384.066666666667	03-controls_151bp_X10
c_H021-BA95UQ	384.033333333333	03-controls_151bp_X10
t_PCSI_0403	383.983333333333	02-tumors_101bp
b_H021-69KU1M	383.883333333333	03-controls_151bp_X10
t_TCGA-MH-A561	383.866666666667	02-tumors_101bp
t_TCGA-A2-A3KC	383.85	02-tumors_101bp
t_TCGA-AP-A053	383.75	02-tumors_101bp
c_XI003_20005	383.566666666667	03-controls_151bp_X10
t_CPCG0410	383.533333333333	02-tumors_101bp
b_H021-L47PRH	383.4	03-controls_151bp_X10
t_TCGA-90-7767	383.233333333333	02-tumors_101bp
b_H021-NVGQD4	383.1	03-controls_151bp_X10
t_TCGA-KN-8431	383.083333333333	02-tumors_101bp
t_H067-C5UALT	382.883333333333	04-tumors_151bp_X10
t_4177175	382.783333333333	02-tumors_101bp
b_H021-EU5YD1	382.783333333333	03-controls_151bp_X10
t_DKFZ-Mrad_1	382.7	04-tumors_151bp_X10
b_H021-XXTJSH	382.5	03-controls_151bp_X10
t_TCGA-FV-A23B	382.366666666667	02-tumors_101bp
c_PCSI_0283	382.2	01-controls_101bp
t_AOCS-139	382.083333333333	02-tumors_101bp
t_MELA-0022	382.066666666667	02-tumors_101bp
c_CPCG0201	381.983333333333	01-controls_101bp
t_TCGA-DA-A1I0	381.95	02-tumors_101bp
t_MELA-0064	381.683333333333	02-tumors_101bp
t_TCGA-GL-A59R	381.683333333333	02-tumors_101bp
c_H021-GYRGG6	381.65	03-controls_151bp_X10
t_TCGA-E2-A156	381.533333333333	02-tumors_101bp
t_4128355X	381.533333333333	04-tumors_151bp_X10
t_TCGA-CC-5260	381.5	02-tumors_101bp
t_CPCG0213	381.466666666667	02-tumors_101bp
b_H021-X8KH1U	381.35	03-controls_151bp_X10
c_H067-VXYWG8	381.316666666667	03-controls_151bp_X10
t_PCSI_0105	381.283333333333	02-tumors_101bp
t_TCGA-CJ-5681	381.266666666667	02-tumors_101bp
b_A033-1H4UJU	381.25	03-controls_151bp_X10
t_CPCG0348	381.216666666667	02-tumors_101bp
t_A12-0020_CRUK_PC_0020_2	381.133333333333	02-tumors_101bp
t_TCGA-E2-A1LL	381.1	02-tumors_101bp
t_PCSI_0476	380.9	02-tumors_101bp
c_B087koeln_20471	380.766666666667	01-controls_101bp
t_PCSI_0044	380.766666666667	02-tumors_101bp
t_TCGA-06-0190	380.7	02-tumors_101bp
c_EOPC-038_1	380.683333333333	01-controls_101bp
t_TCGA-AA-3555	380.683333333333	02-tumors_101bp
t_CGP_donor_1337217	380.616666666667	02-tumors_101bp
t_TCGA-KM-8443	380.516666666667	02-tumors_101bp
t_CPCG0368	380.4	02-tumors_101bp
t_PCSI_0228	380.383333333333	02-tumors_101bp
c_H030-2C37UE	380.366666666667	03-controls_151bp_X10
t_TCGA-06-0152	380.15	02-tumors_101bp
t_TCGA-DD-A3A9	380.15	02-tumors_101bp
t_ITNET-1308	380.066666666667	02-tumors_101bp
c_EOPC-038_2	380	01-controls_101bp
t_A10-0015_CRUK_PC_0015_3	379.933333333333	02-tumors_101bp
t_TCGA-IA-A40Y	379.866666666667	02-tumors_101bp
t_MELA-0066	379.8	02-tumors_101bp
c_H067-37GLKW	379.783333333333	03-controls_151bp_X10
t_TCGA-DD-A3A7	379.583333333333	02-tumors_101bp
t_EOPC-040_1	379.466666666667	02-tumors_101bp
t_PCSI_0300	379.4	02-tumors_101bp
c_TCGA-AB-3001	379.15	01-controls_101bp
t_4152036	378.733333333333	02-tumors_101bp
t_PCSI_0328	378.633333333333	02-tumors_101bp
t_OCCAMS-AH-082	378.466666666667	02-tumors_101bp
t_NE-0018	378.433333333333	02-tumors_101bp
t_TCGA-DX-A3LU	378.383333333333	02-tumors_101bp
b_H021-7HFAWC	378.283333333333	03-controls_151bp_X10
t_EOPC-037_1	378.266666666667	02-tumors_101bp
t_OSCC-GB_011901	378.216666666667	02-tumors_101bp
t_A12-0020_CRUK_PC_0020_3	378.15	02-tumors_101bp
r_XI003_24872	378.033333333333	04-tumors_151bp_X10
t_C0016	377.983333333333	02-tumors_101bp
c_XI003_15403	377.983333333333	03-controls_151bp_X10
c_C0078	377.933333333333	01-controls_101bp
b_H043-KE3H42	377.933333333333	03-controls_151bp_X10
t_TCGA-KN-8418	377.85	02-tumors_101bp
t_EOPC-036_2	377.833333333333	02-tumors_101bp
t_OCCAMS-SH-038	377.75	02-tumors_101bp
t_TCGA-A8-A094	377.75	02-tumors_101bp
t_4159910X	377.733333333333	04-tumors_151bp_X10
c_CPCG0117	377.616666666667	01-controls_101bp
b_H021-DNMH	377.583333333333	03-controls_151bp_X10
c_TCGA-92-8064	377.55	01-controls_101bp
t_ITNET-1081	377.55	02-tumors_101bp
t_PCSI_0325	377.483333333333	02-tumors_101bp
b_A033-UVEABA	377.466666666667	03-controls_151bp_X10
t_PCSI_0099	377.3	02-tumors_101bp
t_TCGA-GL-A4EM	377.283333333333	02-tumors_101bp
t_H067-BUGVTY	377.283333333333	04-tumors_151bp_X10
t_A033-WPUUYU	377.266666666667	04-tumors_151bp_X10
b_H043-LQDGD4	377.25	03-controls_151bp_X10
t_ITNET-1265	377.216666666667	02-tumors_101bp
t_A34-0022_CRUK_PC_0022_2	377	02-tumors_101bp
t_B087wgs_24679	377	02-tumors_101bp
c_H067-SRERYH	376.95	03-controls_151bp_X10
c_PCSI_0099	376.916666666667	01-controls_101bp
t_TCGA-BJ-A28T	376.9	02-tumors_101bp
t_MELA-0061	376.716666666667	02-tumors_101bp
t_XI003_15015	376.716666666667	04-tumors_151bp_X10
c_PCSI_0504	376.683333333333	01-controls_101bp
t_PCSI_0508	376.633333333333	02-tumors_101bp
t_OCCAMS-AH-039	376.483333333333	02-tumors_101bp
t_C0042	376.383333333333	02-tumors_101bp
t_ICGC_0124	376.366666666667	02-tumors_101bp
t_AOCS-115	376.133333333333	02-tumors_101bp
t_ICGC_0006	376.083333333333	02-tumors_101bp
t_TCGA-KL-8337	376.083333333333	02-tumors_101bp
t_ICGC_0214	375.933333333333	02-tumors_101bp
t_B087wgs_21098	375.916666666667	02-tumors_101bp
b_H021-ARFSS6	375.916666666667	03-controls_151bp_X10
t_CPCG0211	375.783333333333	02-tumors_101bp
c_C0011	375.733333333333	01-controls_101bp
b_A033-VUHDJF	375.7	03-controls_151bp_X10
t_TCGA-B6-A0I1	375.65	02-tumors_101bp
b_H021-H7D3JF	375.583333333333	03-controls_151bp_X10
t_OCCAMS-WG-009	375.566666666667	02-tumors_101bp
t_BTCA_donor_Y008	375.5	02-tumors_101bp
t_CPCG0407	375.466666666667	02-tumors_101bp
t_PCSI_0302	375.466666666667	02-tumors_101bp
b_H021-YLAXVK	375.45	03-controls_151bp_X10
c_ICGC_MB309	375.283333333333	01-controls_101bp
t_TCGA-A1-A0SM	375.216666666667	02-tumors_101bp
b_H021-MALFTE	375.15	03-controls_151bp_X10
t_A22-0016_CRUK_PC_0016_10	375	02-tumors_101bp
t_PCSI_0375	374.983333333333	02-tumors_101bp
t_TCGA-B1-A47O	374.816666666667	02-tumors_101bp
t_TCGA-C5-A1M8	374.75	02-tumors_101bp
b_H021-6WQ2QS	374.7	03-controls_151bp_X10
t_OCCAMS-AH-047	374.55	02-tumors_101bp
b_H021-ASP4P2	374.5	03-controls_151bp_X10
b_A033-ZAPWKA	374.5	03-controls_151bp_X10
t_PCSI_0250	374.416666666667	02-tumors_101bp
b_H021-CBCJVV	374.416666666667	03-controls_151bp_X10
c_C0024	374.35	01-controls_101bp
t_TCGA-B1-A47N	374.333333333333	02-tumors_101bp
t_OCCAMS-ST-020	374.283333333333	02-tumors_101bp
b_H021-19D5EB	374.283333333333	03-controls_151bp_X10
t_TCGA-DD-A4ND	374.016666666667	02-tumors_101bp
c_XI003_4091	373.966666666667	03-controls_151bp_X10
t_B087wgs_18253	373.883333333333	02-tumors_101bp
t_TCGA-B9-4113	373.783333333333	02-tumors_101bp
t_ITNET-0911	373.616666666667	02-tumors_101bp
c_ICGC_MB40	373.583333333333	01-controls_101bp
t_TCGA-CX-7086	373.533333333333	02-tumors_101bp
t_CPCG0414	373.516666666667	02-tumors_101bp
t_H067-PL3LWG	373.383333333333	04-tumors_151bp_X10
c_PCSI_0098	373.35	01-controls_101bp
t_NE-0027	373.316666666667	02-tumors_101bp
c_H067-UEUCJL	373.316666666667	03-controls_151bp_X10
t_TCGA-66-2795	373.216666666667	02-tumors_101bp
t_CPCG0358	373.183333333333	02-tumors_101bp
t_PCSI_0082	373.183333333333	02-tumors_101bp
t_ICGC_0296	373.166666666667	02-tumors_101bp
t_A050-96KS	373.166666666667	04-tumors_151bp_X10
b_H021-M4HLEN	373.1	03-controls_151bp_X10
b_DKFZ-Mrad_7	373.05	03-controls_151bp_X10
t_ICGC_0055	372.95	02-tumors_101bp
t_PCSI_0175	372.933333333333	02-tumors_101bp
t_C0092	372.916666666667	02-tumors_101bp
t_TCGA-A7-A13D	372.866666666667	02-tumors_101bp
b_H021-QMVRLC	372.866666666667	03-controls_151bp_X10
t_ICGC_0206	372.8	02-tumors_101bp
t_TCGA-A3-3372	372.783333333333	02-tumors_101bp
c_4188398	372.766666666667	01-controls_101bp
c_TCGA-85-8277	372.633333333333	01-controls_101bp
t_TCGA-DQ-5625	372.633333333333	02-tumors_101bp
t_TCGA-EO-A1Y8	372.566666666667	02-tumors_101bp
t_MELA-0012	372.516666666667	02-tumors_101bp
t_CPCG0063	372.483333333333	02-tumors_101bp
t_TCGA-ER-A19J	372.4	02-tumors_101bp
c_XI003_23484	372.4	03-controls_151bp_X10
c_B087koeln_23067	372.383333333333	01-controls_101bp
t_CPCG0345	372.333333333333	02-tumors_101bp
t_ITNET-1027	372.316666666667	02-tumors_101bp
t_ITNET-0968	372.233333333333	02-tumors_101bp
b_DKFZ-Mrad_2	372.166666666667	03-controls_151bp_X10
c_C0080	372.033333333333	01-controls_101bp
t_PCSI_0264	372.033333333333	02-tumors_101bp
t_TCGA-HC-7075	371.983333333333	02-tumors_101bp
b_H021-CAWW7F	371.966666666667	03-controls_151bp_X10
t_ICGC_0103	371.866666666667	02-tumors_101bp
t_ICGC_0295	371.866666666667	02-tumors_101bp
t_CPCG0331	371.833333333333	02-tumors_101bp
t_PCSI_0162	371.7	02-tumors_101bp
c_XI003_14527	371.7	03-controls_151bp_X10
c_TCGA-78-7156	371.683333333333	01-controls_101bp
t_TCGA-FF-8041	371.65	02-tumors_101bp
c_C0025	371.633333333333	01-controls_101bp
t_TCGA-KM-8441	371.6	02-tumors_101bp
t_TCGA-B9-A44B	371.433333333333	02-tumors_101bp
c_XI003_SK-N-AS	371.316666666667	03-controls_151bp_X10
t_H067-GJVKDV	371.116666666667	04-tumors_151bp_X10
t_TCGA-BR-8373	371.1	02-tumors_101bp
c_ITNET-0681	371.066666666667	01-controls_101bp
t_CPCG0242	371.033333333333	02-tumors_101bp
c_XI003_CLB-GA	371.016666666667	03-controls_151bp_X10
t_TCGA-A3-3308	370.966666666667	02-tumors_101bp
c_TCGA-60-2713	370.95	01-controls_101bp
b_H021-Y799BH	370.883333333333	03-controls_151bp_X10
t_TCGA-C5-A1ML	370.85	02-tumors_101bp
c_H067-E15D1L	370.783333333333	03-controls_151bp_X10
t_TCGA-FF-8061	370.6	02-tumors_101bp
t_TCGA-QG-A5Z1	370.383333333333	02-tumors_101bp
t_ICGC_0207	370.316666666667	02-tumors_101bp
c_CPCG0006	370.25	01-controls_101bp
t_PCSI_0001	370.05	02-tumors_101bp
t_TCGA-NH-A50T	370.033333333333	02-tumors_101bp
t_TCGA-AO-A03L	370.016666666667	02-tumors_101bp
t_TCGA-BR-8381	370.016666666667	02-tumors_101bp
b_A033-Y2FBYQ	370	03-controls_151bp_X10
t_HX4	369.983333333333	02-tumors_101bp
t_HX24	369.95	02-tumors_101bp
b_H021-FBVAAW	369.9	03-controls_151bp_X10
t_PCSI_0217	369.866666666667	02-tumors_101bp
t_TCGA-KN-8429	369.816666666667	02-tumors_101bp
t_PCSI_0477	369.8	02-tumors_101bp
t_AOCS-091	369.683333333333	02-tumors_101bp
t_TCGA-CH-5788	369.616666666667	02-tumors_101bp
c_MELA-0236	369.516666666667	01-controls_101bp
t_TCGA-FG-8182	369.5	02-tumors_101bp
b_H043-GKS176	369.383333333333	03-controls_151bp_X10
c_PCSI_0109	369.3	01-controls_101bp
t_PCSI_0527	369.3	02-tumors_101bp
t_TCGA-13-0727	369.25	02-tumors_101bp
c_H021-RYHU45	369.166666666667	03-controls_151bp_X10
t_TCGA-CW-5585	369.016666666667	02-tumors_101bp
c_PCSI_0347_2	368.95	01-controls_101bp
c_H067-41R2SE	368.9	03-controls_151bp_X10
t_TCGA-BA-6869	368.833333333333	02-tumors_101bp
b_H021-3NLUM3	368.75	03-controls_151bp_X10
t_ITNET-0673	368.516666666667	02-tumors_101bp
c_PCSI_0348	368.133333333333	01-controls_101bp
t_TCGA-KM-8442	367.966666666667	02-tumors_101bp
c_XI003_21250	367.933333333333	03-controls_151bp_X10
t_CPCG0078	367.85	02-tumors_101bp
t_A033-HJXRDD	367.816666666667	04-tumors_151bp_X10
t_CPCG0256	367.8	02-tumors_101bp
c_PCSI_0547	367.6	01-controls_101bp
t_XI003_21525	367.6	04-tumors_151bp_X10
t_PCSI_0473	367.583333333333	02-tumors_101bp
t_H067-VZTYYN	367.566666666667	04-tumors_151bp_X10
t_A22-0016_CRUK_PC_0016_7	367.5	02-tumors_101bp
c_PCSI_0086	367.483333333333	01-controls_101bp
t_ITNET-1001	367.3	02-tumors_101bp
t_OCCAMS-AH-048	367.116666666667	02-tumors_101bp
t_H067-BUJCEE	367.033333333333	04-tumors_151bp_X10
t_ICGC_0439	367.016666666667	02-tumors_101bp
t_6EP2	366.95	02-tumors_101bp
t_MELA-0069	366.883333333333	02-tumors_101bp
c_CGP_donor_1503133	366.866666666667	01-controls_101bp
t_OCCAMS-WG-002	366.833333333333	02-tumors_101bp
t_XI003_22998	366.816666666667	04-tumors_151bp_X10
t_TCGA-HU-8245	366.716666666667	02-tumors_101bp
c_H030-MTM9	366.666666666667	03-controls_151bp_X10
c_PCSI_0263_1	366.616666666667	01-controls_101bp
t_TCGA-D3-A3MO	366.55	02-tumors_101bp
c_C0044	366.466666666667	01-controls_101bp
b_H021-LNGXFG	366.416666666667	03-controls_151bp_X10
t_TCGA-68-7755	366.4	02-tumors_101bp
t_AOCS-077	366.366666666667	02-tumors_101bp
t_A17-0095_CRUK_PC_0095_3	366.333333333333	02-tumors_101bp
t_ITNET-0813	366.233333333333	02-tumors_101bp
c_C0019	366.066666666667	01-controls_101bp
t_CPCG0250	366.066666666667	02-tumors_101bp
t_TCGA-AO-A0J2	366	02-tumors_101bp
t_TCGA-A2-A0EY	365.966666666667	02-tumors_101bp
t_PCSI_0531	365.916666666667	02-tumors_101bp
t_CGP_donor_1353434	365.683333333333	02-tumors_101bp
t_MELA-0070	365.666666666667	02-tumors_101bp
t_DKFZ-Mrad_2	365.566666666667	04-tumors_151bp_X10
t_A31-0018_CRUK_PC_0018_2	365.516666666667	02-tumors_101bp
t_TCGA-CJ-4878	365.483333333333	02-tumors_101bp
t_CPCG0342	365.366666666667	02-tumors_101bp
t_A17-0095_CRUK_PC_0095_4	365.266666666667	02-tumors_101bp
b_H021-KQPCJ2	365.15	03-controls_151bp_X10
t_PCSI_0253	365.016666666667	02-tumors_101bp
t_OCCAMS-RS-024	364.983333333333	02-tumors_101bp
t_TCGA-AP-A0LH	364.983333333333	02-tumors_101bp
t_ICGC_0315	364.95	02-tumors_101bp
t_TCGA-BR-6456	364.916666666667	02-tumors_101bp
c_B087koeln_18699	364.85	01-controls_101bp
t_PCSI_0528	364.816666666667	02-tumors_101bp
t_MELA-0238	364.75	02-tumors_101bp
t_CPCG0324	364.683333333333	02-tumors_101bp
t_TCGA-A8-A07B	364.6	02-tumors_101bp
c_CGP_donor_1691134	364.55	01-controls_101bp
c_PCSI_0073	364.483333333333	01-controls_101bp
t_C0046	364.466666666667	02-tumors_101bp
t_TCGA-B3-3925	364.416666666667	02-tumors_101bp
t_TCGA-B6-A0X5	364.383333333333	02-tumors_101bp
t_TCGA-CR-6467	364.333333333333	02-tumors_101bp
c_C0039	364.3	01-controls_101bp
t_A24-0021_CRUK_PC_0021_3	364.3	02-tumors_101bp
t_0075_CRUK_PC_0075	364.233333333333	02-tumors_101bp
c_AOCS-128	364.166666666667	01-controls_101bp
t_ITNET-1050	364.15	02-tumors_101bp
t_TCGA-BP-4807	364.033333333333	02-tumors_101bp
t_ICGC_0224	363.933333333333	02-tumors_101bp
t_XI003_15836	363.9	04-tumors_151bp_X10
c_CPCG0098	363.716666666667	01-controls_101bp
c_4184011	363.683333333333	01-controls_101bp
t_TCGA-BH-A0H0	363.65	02-tumors_101bp
c_PCSI_0080	363.5	01-controls_101bp
c_C0042	363.466666666667	01-controls_101bp
t_TCGA-CZ-4856	363.283333333333	02-tumors_101bp
t_CPCG0380	363.2	02-tumors_101bp
t_TCGA-AP-A0LI	363.183333333333	02-tumors_101bp
t_AOCS-114	363.066666666667	02-tumors_101bp
c_CGP_donor_1397080	362.916666666667	01-controls_101bp
t_TCGA-IA-A40X	362.866666666667	02-tumors_101bp
t_TCGA-KO-8417	362.866666666667	02-tumors_101bp
t_TCGA-IA-A40X	362.866666666667	04-tumors_151bp_X10
t_DKFZ-Mrad_3	362.866666666667	04-tumors_151bp_X10
c_ITNET-1027	362.783333333333	01-controls_101bp
t_4146136	362.716666666667	02-tumors_101bp
t_XI003_20195	362.716666666667	04-tumors_151bp_X10
t_BTCA_donor_R149	362.683333333333	02-tumors_101bp
t_TCGA-A2-A0D1	362.666666666667	02-tumors_101bp
t_PCSI_0324	362.633333333333	02-tumors_101bp
c_PCSI_0294	362.6	01-controls_101bp
t_TCGA-MH-A560	362.583333333333	02-tumors_101bp
t_CPCG0208	362.533333333333	02-tumors_101bp
b_H021-WY8KBR	362.516666666667	03-controls_151bp_X10
c_TCGA-AB-2905	362.483333333333	01-controls_101bp
c_OCCAMS-AH-133	362.416666666667	01-controls_101bp
c_PCSI_0002	362.366666666667	01-controls_101bp
t_TCGA-DA-A1I8	362.366666666667	02-tumors_101bp
c_PCSI_0350	362.35	01-controls_101bp
t_C0062	362.35	02-tumors_101bp
t_TCGA-AL-3468	362.283333333333	02-tumors_101bp
t_CPCG0095	362.266666666667	02-tumors_101bp
c_4113825	361.85	01-controls_101bp
t_C0009	361.85	02-tumors_101bp
t_TCGA-10-0934	361.85	02-tumors_101bp
t_B087wgs_25114	361.783333333333	02-tumors_101bp
c_PCSI_0285	361.716666666667	01-controls_101bp
t_TCGA-A8-A08B	361.683333333333	02-tumors_101bp
t_ICGC_0452	361.416666666667	02-tumors_101bp
c_C0077	361.366666666667	01-controls_101bp
t_TCGA-B5-A0K8	361.35	02-tumors_101bp
t_TCGA-G3-A25Y	361.3	02-tumors_101bp
t_OCCAMS-RS-007	361.05	02-tumors_101bp
t_PCSI_0230	361.05	02-tumors_101bp
t_TCGA-A8-A092	361.05	02-tumors_101bp
t_OCCAMS-SH-020	361.016666666667	02-tumors_101bp
m_H032-P001	360.95	02-tumors_101bp
b_H021-W77W46	360.8	03-controls_151bp_X10
t_HX29	360.566666666667	02-tumors_101bp
t_TCGA-KN-8435	360.566666666667	02-tumors_101bp
t_TCGA-HT-7602	360.466666666667	02-tumors_101bp
t_A31-0018_CRUK_PC_0018_4	360.45	02-tumors_101bp
t_ICGC_0321	360.416666666667	02-tumors_101bp
t_B087wgs_23911	360.283333333333	02-tumors_101bp
c_HX10	360.116666666667	01-controls_101bp
t_OSCC-GB_012401	360.066666666667	02-tumors_101bp
t_0056_CRUK_PC_0056	359.9	02-tumors_101bp
t_ICGC_0518	359.9	02-tumors_101bp
t_TCGA-KN-8419	359.9	02-tumors_101bp
t_CPCG0413	359.633333333333	02-tumors_101bp
b_H021-3AT3LR	359.583333333333	03-controls_151bp_X10
m_H021-ZJ59W8	359.383333333333	04-tumors_151bp_X10
t_TCGA-CV-6956	359.1	02-tumors_101bp
c_PCSI_0301	359.016666666667	01-controls_101bp
t_C0005	359	02-tumors_101bp
b_H021-Y68SSB	358.966666666667	03-controls_151bp_X10
b_H021-CW1ZAY	358.95	03-controls_151bp_X10
