#chromosomeIndex	startPos	endPos	tadIndex
9	139175000	139640000	1926
9	139585000	139960000	1927
9	139920000	140440000	1928
9	140360000	141213431	1929
9	141173431	141213431	1930
10	1	80000	1931
10	40000	880000	1932
10	840000	1160000	1933
10	1110000	3160000	1934
10	3100000	4920000	1935
10	4840000	6040000	1936
10	5960000	6765000	1937
10	6685000	7590000	1938
10	7520000	9400000	1939
10	9360000	10840000	1940
10	10760000	11525000	1941
10	11480000	11880000	1942
10	11800000	12760000	1943
10	12720000	13215000	1944
10	13160000	14225000	1945
10	14160000	14560000	1946
10	14485000	15265000	1947
10	15200000	16840000	1948
10	16800000	17840000	1949
10	17760000	18240000	1950
10	18200000	18640000	1951
10	18560000	19640000	1952
10	19520000	20100000	1953
10	20040000	21190000	1954
10	21120000	22250000	1955
10	22200000	22880000	1956
10	22810000	23440000	1957
10	23400000	24240000	1958
10	24160000	24880000	1959
10	24840000	26040000	1960
10	26000000	27000000	1961
10	26920000	27640000	1962
10	27480000	28840000	1963
10	28760000	30920000	1964
10	30860000	32120000	1965
10	32040000	32720000	1966
10	32640000	34950000	1967
10	34910000	35365000	1968
10	35320000	35900000	1969
10	35840000	37240000	1970
10	37160000	39120000	1971
10	39040000	40200000	1972
10	40200000	40720000	1973
10	40680000	42560000	1974
10	42400000	44000000	1975
10	43920000	45520000	1976
10	45480000	45760000	1977
10	45700000	46360000	1978
10	46280000	47000000	1979
10	46920000	47765000	1980
10	47720000	48320000	1981
10	48280000	49360000	1982
10	49280000	49875000	1983
10	49835000	51150000	1984
10	51000000	52000000	1985
10	51920000	52525000	1986
10	52450000	54600000	1987
10	54535000	56800000	1988
10	56680000	57480000	1989
10	57400000	59080000	1990
10	58920000	59480000	1991
10	59280000	59940000	1992
10	59880000	61000000	1993
10	60960000	61840000	1994
10	61760000	62200000	1995
10	62160000	62520000	1996
10	62480000	63520000	1997
10	63460000	64240000	1998
10	64160000	64960000	1999
10	64920000	65640000	2000
10	65600000	66960000	2001
10	66700000	68160000	2002
10	68000000	68760000	2003
10	68680000	69600000	2004
10	69560000	70160000	2005
10	70110000	70750000	2006
10	70680000	71960000	2007
10	71880000	73080000	2008
10	73010000	73640000	2009
10	73560000	74160000	2010
10	74120000	75000000	2011
10	74960000	75600000	2012
10	75535000	75880000	2013
10	75835000	77040000	2014
10	77000000	78920000	2015
10	78880000	79800000	2016
10	79720000	81280000	2017
10	81200000	82065000	2018
10	82000000	83640000	2019
10	83600000	84565000	2020
10	84400000	85960000	2021
10	85880000	86360000	2022
10	86300000	88450000	2023
10	88400000	90575000	2024
10	90320000	91000000	2025
10	90960000	92650000	2026
10	92600000	93090000	2027
10	93040000	93775000	2028
10	93720000	94320000	2029
10	94240000	95315000	2030
10	95240000	96360000	2031
10	96300000	96880000	2032
10	96800000	97440000	2033
10	97360000	98125000	2034
10	98080000	99480000	2035
10	99400000	101480000	2036
10	101400000	102040000	2037
10	101985000	102300000	2038
10	102240000	102800000	2039
10	102760000	103600000	2040
10	103535000	103900000	2041
10	103840000	104440000	2042
10	104400000	105360000	2043
10	105280000	106160000	2044
10	106080000	108360000	2045
10	108280000	110400000	2046
10	110160000	111640000	2047
10	111600000	112400000	2048
10	112350000	112840000	2049
10	112760000	114240000	2050
10	114200000	115440000	2051
10	115400000	116040000	2052
10	115985000	116920000	2053
10	116840000	117440000	2054
10	117360000	118360000	2055
10	118280000	118990000	2056
10	118920000	120360000	2057
10	120280000	120880000	2058
10	120800000	121360000	2059
10	121280000	121740000	2060
10	121680000	122600000	2061
10	122560000	123760000	2062
10	123680000	125325000	2063
10	125280000	126160000	2064
10	126100000	126675000	2065
10	126560000	127550000	2066
10	127480000	128360000	2067
10	128160000	130000000	2068
10	129950000	130720000	2069
10	130640000	132040000	2070
10	131975000	134000000	2071
10	133920000	134280000	2072
10	134240000	135534747	2073
10	135494747	135534747	2074
11	1	100000	2075
11	40000	825000	2076
11	760000	1600000	2077
11	1560000	2215000	2078
11	2160000	3450000	2079
11	3400000	4175000	2080
11	4120000	5050000	2081
11	5010000	5425000	2082
11	5385000	6800000	2083
11	6720000	8200000	2084
11	8135000	8640000	2085
11	8600000	9040000	2086
11	8960000	9600000	2087
11	9525000	10440000	2088
11	10400000	10800000	2089
11	10760000	11960000	2090
11	11840000	12360000	2091
11	12320000	12975000	2092
11	12910000	13540000	2093
11	13480000	14560000	2094
11	14510000	15280000	2095
11	15210000	15600000	2096
11	15440000	16840000	2097
11	16760000	17600000	2098
11	17520000	18080000	2099
11	18000000	18880000	2100
11	18800000	19575000	2101
11	19535000	19965000	2102
11	19920000	20640000	2103
11	20560000	22360000	2104
11	22280000	22880000	2105
11	22840000	24640000	2106
11	24440000	26340000	2107
11	26280000	27200000	2108
11	27160000	27565000	2109
11	27520000	28800000	2110
11	28720000	29440000	2111
11	29400000	30360000	2112
11	30310000	31120000	2113
11	31060000	32400000	2114
11	32320000	33880000	2115
11	33800000	34525000	2116
11	34480000	34950000	2117
11	34880000	35515000	2118
11	35440000	36600000	2119
11	36520000	38960000	2120
11	38840000	39440000	2121
11	39360000	40320000	2122
11	40240000	41480000	2123
11	41400000	43365000	2124
11	43320000	43920000	2125
11	43840000	44615000	2126
11	44560000	44990000	2127
11	44920000	45880000	2128
11	45840000	46600000	2129
11	46400000	47200000	2130
11	47160000	47440000	2131
11	47400000	48200000	2132
11	48135000	49560000	2133
11	49360000	50120000	2134
11	50040000	50840000	2135
11	50800000	51160000	2136
11	51080000	51600000	2137
11	51560000	53160000	2138
11	53120000	53700000	2139
11	53700000	54760000	2140
11	54680000	55520000	2141
11	55440000	57080000	2142
11	57035000	57425000	2143
11	57385000	58400000	2144
11	58320000	58960000	2145
11	58885000	59340000	2146
11	59260000	60040000	2147
11	60000000	60600000	2148
11	60520000	61015000	2149
11	60960000	62680000	2150
11	62600000	63225000	2151
11	63160000	63525000	2152
11	63485000	63760000	2153
11	63710000	64600000	2154
11	64525000	65375000	2155
11	65320000	66120000	2156
11	66040000	66490000	2157
11	66410000	66840000	2158
11	66800000	67600000	2159
11	67480000	68840000	2160
11	68680000	69540000	2161
11	69480000	70280000	2162
11	70235000	70800000	2163
11	70680000	71520000	2164
11	71460000	72440000	2165
11	72385000	73050000	2166
11	73000000	73440000	2167
11	73360000	74640000	2168
11	74585000	75040000	2169
11	74960000	76840000	2170
11	76760000	77400000	2171
11	77320000	78320000	2172
11	78260000	79280000	2173
11	79200000	81320000	2174
11	81260000	82400000	2175
11	82320000	83040000	2176
11	83000000	83590000	2177
11	83520000	84320000	2178
11	84240000	85320000	2179
11	85275000	86080000	2180
11	86025000	86680000	2181
11	86610000	87080000	2182
11	87040000	88880000	2183
11	88800000	89480000	2184
11	89400000	89880000	2185
11	89800000	91040000	2186
11	90960000	92960000	2187
11	92840000	93520000	2188
11	93440000	94250000	2189
11	94200000	95565000	2190
11	95520000	96200000	2191
11	96160000	97080000	2192
11	96960000	98560000	2193
11	98400000	98940000	2194
11	98880000	99680000	2195
11	99640000	100465000	2196
11	100400000	100880000	2197
11	100800000	101320000	2198
11	101240000	103000000	2199
11	102935000	103525000	2200
11	103480000	104280000	2201
11	104075000	105960000	2202
11	105900000	107400000	2203
11	107320000	107815000	2204
11	107760000	108560000	2205
11	108520000	109840000	2206
11	109760000	110340000	2207
11	110280000	111125000	2208
11	111040000	111440000	2209
11	111400000	111990000	2210
11	111920000	113175000	2211
11	113135000	113760000	2212
11	113710000	114240000	2213
11	114160000	116600000	2214
11	116560000	117140000	2215
11	117080000	117680000	2216
11	117635000	118040000	2217
11	117960000	118520000	2218
11	118450000	119040000	2219
11	118920000	120080000	2220
11	120000000	121080000	2221
11	121035000	121520000	2222
11	121480000	122480000	2223
11	122425000	122960000	2224
11	122910000	123480000	2225
11	123400000	123965000	2226
11	123885000	124520000	2227
11	124475000	125800000	2228
11	125735000	126165000	2229
11	126120000	127900000	2230
11	127800000	128800000	2231
11	128720000	129240000	2232
11	129185000	129760000	2233
11	129685000	130280000	2234
11	130200000	130840000	2235
11	130800000	131590000	2236
11	131520000	132125000	2237
11	132000000	132965000	2238
11	132920000	133800000	2239
11	133750000	134120000	2240
11	134040000	135006516	2241
11	134966516	135006516	2242
12	1	80000	2243
12	40000	1200000	2244
12	1100000	1725000	2245
12	1680000	3000000	2246
12	2920000	4000000	2247
12	3950000	4920000	2248
12	4840000	6440000	2249
12	6360000	7075000	2250
12	6960000	8640000	2251
12	8575000	9490000	2252
12	9400000	10360000	2253
12	10300000	10960000	2254
12	10900000	11680000	2255
12	11640000	12240000	2256
12	12160000	12965000	2257
12	12920000	13400000	2258
12	13360000	14365000	2259
12	14320000	14915000	2260
12	14835000	15440000	2261
12	15385000	15680000	2262
12	15635000	16150000	2263
12	16080000	16550000	2264
12	16485000	17040000	2265
12	17000000	18280000	2266
12	18240000	19880000	2267
12	19800000	21000000	2268
12	20880000	21440000	2269
12	21360000	22200000	2270
12	22160000	22840000	2271
12	22760000	24240000	2272
12	24200000	25120000	2273
12	25040000	26240000	2274
12	26200000	27120000	2275
12	27040000	27600000	2276
12	27535000	27890000	2277
12	27840000	29265000	2278
12	29200000	31440000	2279
12	31400000	32540000	2280
12	32480000	32925000	2281
12	32880000	34480000	2282
12	34440000	34915000	2283
12	34840000	35800000	2284
12	35800000	37880000	2285
12	37840000	38480000	2286
12	38440000	39720000	2287
12	39675000	40080000	2288
12	40000000	40760000	2289
12	40560000	41360000	2290
12	41310000	42840000	2291
12	42760000	44320000	2292
12	44260000	45520000	2293
12	45480000	46400000	2294
12	46335000	47465000	2295
12	47400000	48140000	2296
12	48080000	49280000	2297
12	49200000	50000000	2298
12	49960000	50765000	2299
12	50685000	51165000	2300
12	51120000	51815000	2301
12	51760000	52440000	2302
12	52360000	53440000	2303
12	53400000	54920000	2304
12	54850000	55560000	2305
12	55510000	56125000	2306
12	56080000	57075000	2307
12	57000000	57680000	2308
12	57610000	57920000	2309
12	57880000	58190000	2310
12	58120000	59615000	2311
12	59560000	60320000	2312
12	60200000	60960000	2313
12	60880000	62640000	2314
12	62600000	63515000	2315
12	63400000	64200000	2316
12	64160000	64800000	2317
12	64760000	65160000	2318
12	65120000	65680000	2319
12	65635000	66600000	2320
12	66520000	67680000	2321
12	67600000	68720000	2322
12	68600000	69240000	2323
12	69185000	69720000	2324
12	69650000	70090000	2325
12	70000000	71160000	2326
12	71080000	71575000	2327
12	71480000	71800000	2328
12	71760000	72360000	2329
12	72280000	72725000	2330
12	72640000	73080000	2331
12	72960000	74160000	2332
12	74080000	74440000	2333
12	74280000	75040000	2334
12	74985000	75800000	2335
12	75720000	76465000	2336
12	76410000	77040000	2337
12	76960000	78400000	2338
12	78350000	79800000	2339
12	79760000	80720000	2340
12	80640000	81240000	2341
12	81200000	81840000	2342
12	81720000	82800000	2343
12	82750000	84280000	2344
12	84200000	85280000	2345
12	85200000	86325000	2346
12	86280000	87300000	2347
12	87120000	88440000	2348
12	88400000	89400000	2349
12	89360000	89920000	2350
12	89880000	90600000	2351
12	90520000	91375000	2352
12	91320000	93150000	2353
12	93080000	93840000	2354
12	93800000	94560000	2355
12	94500000	94950000	2356
12	94885000	95450000	2357
12	95400000	96000000	2358
12	95960000	96440000	2359
12	96385000	96925000	2360
12	96880000	99440000	2361
12	99360000	100215000	2362
12	100120000	101200000	2363
12	101150000	101800000	2364
12	101735000	102300000	2365
12	102235000	103320000	2366
12	103250000	104190000	2367
12	104120000	105560000	2368
12	105480000	106760000	2369
12	106710000	107520000	2370
12	107460000	108090000	2371
12	108040000	108960000	2372
12	108920000	109880000	2373
12	109800000	110400000	2374
12	110320000	111360000	2375
12	111280000	111840000	2376
12	111760000	112900000	2377
12	112840000	113640000	2378
12	113560000	114400000	2379
12	114335000	115015000	2380
12	114960000	116400000	2381
12	116360000	117175000	2382
12	117110000	117640000	2383
12	117600000	118360000	2384
12	118280000	118825000	2385
12	118785000	120760000	2386
12	120680000	122360000	2387
12	122280000	122890000	2388
12	122680000	123750000	2389
12	123685000	124200000	2390
12	124125000	124520000	2391
12	124460000	124825000	2392
12	124785000	125520000	2393
12	125440000	127480000	2394
12	127320000	128720000	2395
12	128635000	130540000	2396
12	130480000	130880000	2397
12	130800000	131290000	2398
12	131240000	132615000	2399
12	132535000	133480000	2400
12	133440000	133851895	2401
12	133811895	133851895	2402
13	1	17900000	2403
13	17900000	19120000	2404
13	19000000	20200000	2405
13	20135000	20600000	2406
13	20520000	22160000	2407
13	22080000	23920000	2408
13	23860000	24540000	2409
13	24480000	24920000	2410
13	24840000	26000000	2411
13	25920000	26725000	2412
13	26680000	27520000	2413
13	27460000	27925000	2414
13	27880000	28615000	2415
13	28560000	29400000	2416
13	29320000	30015000	2417
13	29960000	30300000	2418
13	30260000	30700000	2419
13	30640000	31775000	2420
13	31720000	32400000	2421
13	32360000	32960000	2422
13	32880000	34365000	2423
13	34320000	35790000	2424
13	35720000	36525000	2425
13	36480000	37640000	2426
13	37575000	38200000	2427
13	38160000	39600000	2428
13	39550000	40280000	2429
13	40225000	41665000	2430
13	41560000	42900000	2431
13	42840000	44480000	2432
13	44440000	45080000	2433
13	45010000	45600000	2434
13	45560000	46000000	2435
13	45920000	47040000	2436
13	46985000	47375000	2437
13	47320000	48640000	2438
13	48560000	49880000	2439
13	49800000	50240000	2440
13	50200000	51760000	2441
13	51680000	53120000	2442
13	53075000	53800000	2443
13	53750000	55920000	2444
13	55840000	57040000	2445
13	56720000	58160000	2446
13	58080000	59940000	2447
13	59880000	60400000	2448
13	60280000	61080000	2449
13	61000000	61960000	2450
13	61880000	62600000	2451
13	62520000	63680000	2452
13	63560000	65000000	2453
13	64880000	65560000	2454
13	65480000	66240000	2455
13	66160000	68000000	2456
13	67920000	68850000	2457
13	68800000	70120000	2458
13	70060000	71175000	2459
13	71120000	73360000	2460
13	73300000	74320000	2461
13	74240000	74880000	2462
13	74800000	76120000	2463
13	76000000	77600000	2464
13	77560000	78360000	2465
13	78280000	78700000	2466
13	78640000	80000000	2467
13	79920000	80960000	2468
13	80880000	81640000	2469
13	81600000	82520000	2470
13	82440000	83000000	2471
13	82885000	83920000	2472
13	83720000	84200000	2473
13	84110000	85440000	2474
13	85400000	86500000	2475
13	86440000	87720000	2476
13	87680000	87975000	2477
13	87920000	88360000	2478
13	88280000	89960000	2479
13	89760000	90440000	2480
13	90360000	92040000	2481
13	91960000	93840000	2482
13	93680000	95320000	2483
13	95240000	96200000	2484
13	96135000	96600000	2485
13	96520000	97680000	2486
13	97640000	98515000	2487
13	98440000	99100000	2488
13	99040000	99800000	2489
13	99660000	100160000	2490
13	100080000	101360000	2491
13	101280000	102490000	2492
13	102410000	103225000	2493
13	103160000	103560000	2494
13	103510000	104480000	2495
13	104400000	105200000	2496
13	105080000	105920000	2497
13	105800000	106680000	2498
13	106560000	107280000	2499
13	107200000	107840000	2500
13	107800000	108915000	2501
13	108840000	109560000	2502
13	109520000	110850000	2503
13	110800000	112120000	2504
13	112040000	113275000	2505
13	113200000	113615000	2506
13	113560000	114140000	2507
13	114060000	114650000	2508
13	114610000	115169878	2509
13	115129878	115169878	2510
14	1	17600000	2511
14	17600000	19000000	2512
14	18960000	19400000	2513
14	19320000	20760000	2514
14	20700000	21075000	2515
14	21035000	22115000	2516
14	22010000	23440000	2517
14	23360000	24080000	2518
14	24010000	24440000	2519
14	24385000	24965000	2520
14	24920000	25720000	2521
14	25640000	28040000	2522
14	27520000	29160000	2523
14	29110000	30040000	2524
14	30000000	31040000	2525
14	31000000	32760000	2526
14	32720000	33040000	2527
14	33000000	34300000	2528
14	34260000	35040000	2529
14	34985000	35525000	2530
14	35480000	36320000	2531
14	36280000	37100000	2532
14	36960000	37720000	2533
14	37675000	38240000	2534
14	38040000	39560000	2535
14	39510000	39960000	2536
14	39920000	42600000	2537
14	42440000	44120000	2538
14	43800000	45365000	2539
14	45320000	45815000	2540
14	45760000	46480000	2541
14	46440000	46960000	2542
14	46880000	47560000	2543
14	47500000	48360000	2544
14	48120000	50080000	2545
14	50040000	50600000	2546
14	50535000	51000000	2547
14	50960000	51400000	2548
14	51360000	51740000	2549
14	51680000	53280000	2550
14	53160000	53815000	2551
14	53720000	54990000	2552
14	54900000	55520000	2553
14	55440000	55900000	2554
14	55860000	57000000	2555
14	56950000	57915000	2556
14	57840000	58720000	2557
14	58640000	59600000	2558
14	59535000	60040000	2559
14	59960000	61040000	2560
14	60840000	61800000	2561
14	61750000	62365000	2562
14	62320000	63865000	2563
14	63800000	64280000	2564
14	64200000	65480000	2565
14	65400000	66840000	2566
14	66775000	67920000	2567
14	67840000	69360000	2568
14	69285000	69640000	2569
14	69600000	70240000	2570
14	70160000	70500000	2571
14	70460000	71490000	2572
14	71410000	72400000	2573
14	72320000	73000000	2574
14	72935000	73515000	2575
14	73440000	74560000	2576
14	74485000	75320000	2577
14	75260000	75575000	2578
14	75535000	75775000	2579
14	75735000	76160000	2580
14	76110000	76520000	2581
14	76460000	76840000	2582
14	76800000	77320000	2583
14	77275000	77640000	2584
14	77560000	78320000	2585
14	78240000	79320000	2586
14	79240000	80520000	2587
14	80440000	81700000	2588
14	81610000	82040000	2589
14	82000000	82375000	2590
14	82280000	83200000	2591
14	83040000	83765000	2592
14	83680000	84480000	2593
14	84400000	84960000	2594
14	84800000	86560000	2595
14	86480000	87200000	2596
14	87120000	88400000	2597
14	88360000	89080000	2598
14	88960000	90725000	2599
14	90680000	91320000	2600
14	91240000	91920000	2601
14	91800000	92600000	2602
14	92520000	93320000	2603
14	93275000	93675000	2604
14	93600000	94140000	2605
14	94060000	94515000	2606
14	94400000	96040000	2607
14	95985000	96480000	2608
14	96410000	97015000	2609
14	96960000	98560000	2610
14	98400000	99940000	2611
14	99880000	100720000	2612
14	100640000	101160000	2613
14	101085000	102175000	2614
14	102120000	102800000	2615
14	102760000	103540000	2616
14	103480000	104040000	2617
14	103985000	104560000	2618
14	104500000	105215000	2619
14	105160000	105565000	2620
14	105510000	106025000	2621
14	105960000	107349540	2622
14	107309540	107349540	2623
15	1	19000000	2624
15	19000000	20000000	2625
15	19960000	20400000	2626
15	20335000	22080000	2627
15	21960000	22360000	2628
15	22240000	22640000	2629
15	22600000	23640000	2630
15	23560000	25320000	2631
15	25000000	26360000	2632
15	25960000	27165000	2633
15	27080000	28600000	2634
15	28480000	29040000	2635
15	28920000	29960000	2636
15	29880000	30480000	2637
15	30400000	31475000	2638
15	31435000	31920000	2639
15	31800000	32920000	2640
15	32840000	33320000	2641
15	33260000	34325000	2642
15	34280000	35280000	2643
15	35235000	36840000	2644
15	36720000	37175000	2645
15	37080000	37600000	2646
15	37520000	38240000	2647
15	38200000	38725000	2648
15	38680000	40800000	2649
15	40720000	41200000	2650
15	41160000	41720000	2651
15	41640000	42265000	2652
15	42200000	42975000	2653
15	42880000	44120000	2654
15	44060000	45440000	2655
15	45360000	45960000	2656
15	45885000	47475000	2657
15	47400000	48640000	2658
15	48600000	49160000	2659
15	49080000	50720000	2660
15	50640000	51800000	2661
15	51720000	52520000	2662
15	52440000	53080000	2663
15	53035000	54100000	2664
15	54040000	55515000	2665
15	55440000	56525000	2666
15	56320000	57880000	2667
15	57810000	58500000	2668
15	58435000	59250000	2669
15	59200000	60000000	2670
15	59960000	60800000	2671
15	60720000	61440000	2672
15	61360000	62190000	2673
15	62120000	62615000	2674
15	62560000	63120000	2675
15	63040000	64490000	2676
15	64440000	65640000	2677
15	65600000	66240000	2678
15	66175000	66840000	2679
15	66800000	67720000	2680
15	67600000	68150000	2681
15	68080000	68565000	2682
15	68520000	69280000	2683
15	69240000	69750000	2684
15	69680000	71200000	2685
15	71120000	71750000	2686
15	71680000	72080000	2687
15	72025000	72525000	2688
15	72480000	72965000	2689
15	72920000	73615000	2690
15	73535000	74290000	2691
15	74225000	74720000	2692
15	74640000	75680000	2693
15	75600000	77240000	2694
15	77200000	78240000	2695
15	78200000	79120000	2696
15	79040000	79575000	2697
15	79525000	80720000	2698
15	80675000	81360000	2699
15	81280000	82640000	2700
15	82600000	83200000	2701
15	83160000	83715000	2702
15	83635000	85080000	2703
15	85000000	85800000	2704
15	85750000	86400000	2705
15	86360000	87340000	2706
15	87260000	89120000	2707
15	89000000	90800000	2708
15	90675000	91560000	2709
15	91480000	91825000	2710
15	91785000	92650000	2711
15	92600000	93600000	2712
15	93535000	94920000	2713
15	94840000	96960000	2714
15	96880000	98425000	2715
15	98360000	98975000	2716
15	98920000	99800000	2717
15	99760000	100365000	2718
15	100320000	101165000	2719
15	101120000	101550000	2720
15	101510000	101825000	2721
15	101785000	102531392	2722
15	102491392	102531392	2723
16	1	80000	2724
16	40000	465000	2725
16	385000	1300000	2726
16	1235000	2320000	2727
16	2240000	2640000	2728
16	2560000	3590000	2729
16	3520000	4000000	2730
16	3950000	4525000	2731
16	4475000	5175000	2732
16	5120000	6760000	2733
16	6680000	8600000	2734
16	8535000	9250000	2735
16	9160000	10320000	2736
16	10260000	10600000	2737
16	10560000	11040000	2738
16	11000000	11500000	2739
16	11435000	12200000	2740
16	12135000	13040000	2741
16	13000000	14000000	2742
16	13960000	14365000	2743
16	14310000	14840000	2744
16	14800000	15480000	2745
16	15400000	15920000	2746
16	15800000	16600000	2747
16	16520000	18340000	2748
16	18280000	18800000	2749
16	18760000	19040000	2750
16	18960000	19560000	2751
16	19510000	19960000	2752
16	19900000	20800000	2753
16	20750000	21400000	2754
16	21360000	22720000	2755
16	22625000	23115000	2756
16	23035000	23560000	2757
16	23480000	24050000	2758
16	24010000	24520000	2759
16	24480000	25280000	2760
16	25235000	27175000	2761
16	27110000	27600000	2762
16	27525000	28800000	2763
16	28720000	29640000	2764
16	29560000	30120000	2765
16	30040000	30725000	2766
16	30680000	31015000	2767
16	30950000	31480000	2768
16	31440000	32040000	2769
16	31960000	32715000	2770
16	32640000	33360000	2771
16	33310000	34080000	2772
16	34000000	35320000	2773
16	35280000	36600000	2774
16	36600000	46480000	2775
16	46440000	48320000	2776
16	48240000	48720000	2777
16	48660000	49465000	2778
16	49400000	50025000	2779
16	49960000	50915000	2780
16	50810000	52090000	2781
16	52040000	53560000	2782
16	53480000	55515000	2783
16	55440000	55960000	2784
16	55920000	56450000	2785
16	56400000	57600000	2786
16	57520000	58800000	2787
16	58735000	60240000	2788
16	60120000	61080000	2789
16	60800000	61520000	2790
16	61400000	62240000	2791
16	62200000	62960000	2792
16	62880000	63400000	2793
16	63350000	65190000	2794
16	65080000	66920000	2795
16	66760000	67225000	2796
16	67185000	67540000	2797
16	67485000	68400000	2798
16	68320000	68875000	2799
16	68835000	69375000	2800
16	69320000	70140000	2801
16	70000000	72080000	2802
16	72010000	74440000	2803
16	74360000	75720000	2804
16	75640000	77280000	2805
16	77240000	77680000	2806
16	77640000	78120000	2807
16	78050000	81040000	2808
16	80960000	81840000	2809
16	81760000	84000000	2810
16	83920000	84600000	2811
16	84520000	85160000	2812
16	85080000	85840000	2813
16	85785000	86120000	2814
16	86050000	86600000	2815
16	86560000	87425000	2816
16	87360000	88080000	2817
16	87960000	89340000	2818
16	89280000	90354753	2819
16	90314753	90354753	2820
17	1	640000	2821
17	585000	965000	2822
17	920000	1590000	2823
17	1520000	2250000	2824
17	2200000	2640000	2825
17	2600000	2975000	2826
17	2925000	3640000	2827
17	3560000	4960000	2828
17	4800000	6560000	2829
17	6480000	7160000	2830
17	7080000	7640000	2831
17	7560000	8280000	2832
17	8185000	8840000	2833
17	8760000	9515000	2834
17	9440000	10240000	2835
17	10150000	10600000	2836
17	10520000	11925000	2837
17	11880000	12960000	2838
17	12885000	14200000	2839
17	14160000	15165000	2840
17	15120000	15680000	2841
17	15480000	17215000	2842
17	17160000	17615000	2843
17	17560000	18320000	2844
17	18000000	19120000	2845
17	19040000	19880000	2846
17	19800000	20275000	2847
17	20200000	21200000	2848
17	21000000	21680000	2849
17	21575000	22290000	2850
17	22240000	24000000	2851
17	24000000	25250000	2852
17	25200000	26000000	2853
17	25935000	27040000	2854
17	26920000	27315000	2855
17	27235000	27915000	2856
17	27860000	28480000	2857
17	28425000	29200000	2858
17	29150000	29740000	2859
17	29680000	30760000	2860
17	30680000	31360000	2861
17	31275000	32115000	2862
17	32040000	32760000	2863
17	32700000	33300000	2864
17	33240000	33925000	2865
17	33880000	34540000	2866
17	34480000	35720000	2867
17	35480000	36480000	2868
17	36400000	39920000	2869
17	39840000	40740000	2870
17	40680000	41440000	2871
17	41360000	42000000	2872
17	41920000	43240000	2873
17	43160000	44560000	2874
17	44400000	45880000	2875
17	45760000	46725000	2876
17	46685000	47480000	2877
17	47335000	47925000	2878
17	47885000	48520000	2879
17	48440000	49360000	2880
17	49320000	50400000	2881
17	50240000	51160000	2882
17	50880000	53040000	2883
17	52975000	53640000	2884
17	53560000	53940000	2885
17	53875000	54590000	2886
17	54535000	55080000	2887
17	55000000	55925000	2888
17	55880000	56600000	2889
17	56535000	57300000	2890
17	57235000	58200000	2891
17	58125000	58760000	2892
17	58710000	59515000	2893
17	59440000	60600000	2894
17	60520000	61960000	2895
17	61910000	62800000	2896
17	62735000	64200000	2897
17	64160000	64715000	2898
17	64660000	65360000	2899
17	65310000	65800000	2900
17	65720000	66515000	2901
17	66435000	67360000	2902
17	67280000	68640000	2903
17	68600000	69440000	2904
17	69400000	70680000	2905
17	70560000	71400000	2906
17	71360000	72920000	2907
17	72840000	73250000	2908
17	73200000	73815000	2909
17	73760000	74760000	2910
17	74685000	75280000	2911
17	75235000	75500000	2912
17	75460000	76280000	2913
17	76200000	77040000	2914
17	76960000	77720000	2915
17	77660000	78000000	2916
17	77935000	78375000	2917
17	78335000	79200000	2918
17	79160000	79690000	2919
17	79640000	80240000	2920
17	80160000	80725000	2921
17	80685000	81195210	2922
17	81155210	81195210	2923
18	1	640000	2924
18	600000	850000	2925
18	810000	2615000	2926
18	2560000	3280000	2927
18	3240000	4080000	2928
18	4010000	5120000	2929
18	5040000	6550000	2930
18	6485000	7200000	2931
18	7160000	8600000	2932
18	8560000	9065000	2933
18	9000000	9590000	2934
18	9520000	10640000	2935
18	10560000	11640000	2936
18	11585000	12320000	2937
18	12240000	12700000	2938
18	12640000	13040000	2939
18	12960000	13880000	2940
18	13800000	14160000	2941
18	14120000	15080000	2942
18	15000000	15465000	2943
18	15400000	16960000	2944
18	16920000	17200000	2945
18	17200000	18500000	2946
18	18440000	19160000	2947
18	19010000	20415000	2948
18	20350000	21120000	2949
18	21040000	21775000	2950
18	21720000	23880000	2951
18	23800000	24600000	2952
18	24510000	25240000	2953
18	25160000	26480000	2954
18	26160000	27440000	2955
18	27360000	27960000	2956
18	27840000	28590000	2957
18	28520000	29720000	2958
18	29640000	30240000	2959
18	30160000	30800000	2960
18	30760000	31560000	2961
18	31360000	32080000	2962
18	32000000	32440000	2963
18	32400000	32960000	2964
18	32880000	33615000	2965
18	33560000	34480000	2966
18	34400000	36560000	2967
18	36440000	36880000	2968
18	36720000	37960000	2969
18	37760000	39575000	2970
18	39520000	41200000	2971
18	41160000	43240000	2972
18	43200000	43700000	2973
18	43640000	44560000	2974
18	44480000	45320000	2975
18	45275000	46015000	2976
18	45960000	47040000	2977
18	47000000	47480000	2978
18	47425000	48015000	2979
18	47960000	48600000	2980
18	48560000	49120000	2981
18	49040000	49880000	2982
18	49840000	51080000	2983
18	50935000	51800000	2984
18	51680000	52400000	2985
18	52280000	52760000	2986
18	52680000	54360000	2987
18	54300000	55280000	2988
18	55240000	56160000	2989
18	56010000	56450000	2990
18	56400000	57120000	2991
18	57060000	57600000	2992
18	57520000	58320000	2993
18	58250000	59200000	2994
18	59160000	59850000	2995
18	59800000	60720000	2996
18	60675000	61175000	2997
18	61120000	61680000	2998
18	61635000	63560000	2999
18	63400000	64240000	3000
18	64200000	64800000	3001
18	64720000	66440000	3002
18	66400000	67840000	3003
