197241	SLC2A7
142583	SLC2A5
180758	GPR157
228526	MIR34AHG
207865	MIR34A
234546	LINC01759
281937	Z98044.1
49239	H6PD
252841	Z98044.1
171621	SPSB1
284652	BX323043.1
284693	AL928921.2
235263	AL928921.1
171612	SLC25A33
231181	AL954705.1
188807	TMEM201
171608	PIK3CD
233268	AL691449.1
171603	CLSTN1
271264	MZT1P1
178585	CTNNBIP1
162441	LZIC
173614	NMNAT1
265521	MIR5697
162444	RBP7
130939	UBE4B
224340	AL590639.1
233623	PGAM1P11
54523	KIF1B
264881	MIR1273D
284735	AL139424.3
284642	AL139424.2
142657	PGD
251503	CENPS-CORT
175279	CENPS
241563	CORT
160049	DFFA
142655	PEX14
130940	CASZ1
225158	HSPE1P24
175262	C1orf127
215785	CFL1P6
264181	AL713997.1
120948	TARDBP
277726	AL109811.4
9724	MASP2
116649	SRM
171824	EXOSC10
198793	MTOR
171819	ANGPTL7
238173	RPL39P6
120942	UBIAD1
238199	UBE2V2P3
284646	AL031291.1
224338	MTCYBP45
204624	DISP3
235643	LINC01647
116661	FBXO2
132879	FBXO44
116663	FBXO6
116670	MAD2L2
162490	DRAXIN
177674	AGTRAP
215910	C1orf167
177000	MTHFR
11021	CLCN6
175206	NPPA
120937	NPPB
224904	AL021155.1
116685	KIAA2013
83444	PLOD1
116688	MFN2
270914	AL096840.1
116691	MIIP
120949	TNFRSF8
227875	RPL23AP89
28137	TNFRSF1B
263676	MIR4632
225196	RPL10P17
48707	VPS13D
229484	AC243836.1
162496	DHRS3
272482	AC254633.1
204518	AADACL4
226166	AC244670.1
188984	AADACL3
157330	C1orf158
116726	PRAMEF12
116721	PRAMEF1
228338	LINC01784
204513	PRAMEF11
231103	PRAMEF30P
179172	HNRNPCL1
120952	PRAMEF2
243073	PRAMEF4
187545	PRAMEF10
204510	PRAMEF7
234064	PRAMEF29P
232423	PRAMEF6
204508	PRAMEF22
239810	WI2-3308P17.2
233336	RP13-221M14.2
277862	PRAMEF34P
236179	PRAMEF35P
275774	HNRNPCL2
179412	HNRNPCL4
229571	PRAMEF26
204503	PRAMEF3
204502	PRAMEF5
231219	PRAMEF32P
182330	PRAMEF8
204501	PRAMEF9
228229	RP11-219C24.10
279169	PRAMEF13
274178	PRAMEF28P
204491	PRAMEF18
204488	PRAMEF16
204486	PRAMEF21
157358	PRAMEF15
204481	PRAMEF14
204480	PRAMEF19
204479	PRAMEF17
204478	PRAMEF20
162494	LRRC38
215909	BRWD1P1
162493	PDPN
266358	AL359771.1
237445	AL359771.1
116731	PRDM2
189337	KAZN
231606	AL357873.1
234593	AL359873.1
235829	TBCAP2
171729	TMEM51
204464	C1orf195
215720	AL035405.1
278480	AL391094.1
142621	FHAD1
228140	AL031283.1
142634	EFHD2
162438	CTRC
142615	CELA2A
215704	CELA2B
132906	CASP9
116138	DNAJC16
116771	AGMAT
235084	CHCHD2P6
236500	CD24P1
197312	DDI2
215695	RSC1A1
271742	AL121992.2
116786	PLEKHM2
264048	AL121992.1
162461	SLC25A34
162460	TMEM82
162458	FBLIM1
224321	RPL12P14
233954	UQCRHL
178715	AL450998.1
65526	SPEN
270620	AL034555.1
116809	ZBTB17
234607	AL355994.4
231353	AL355994.1
275503	AL355994.5
224966	TBC1D3P6
183888	C1orf64
173641	HSPB7
186510	CLCNKA
232456	AL355994.2
184908	CLCNKB
185519	FAM131C
142627	EPHA2
142632	ARHGEF19
237276	ANO7L1
204377	C1orf134
132881	RSG1
233929	MT1XP1
37637	FBXO42
55070	SZRD1
226457	AL358794.1
187144	SPATA21
157191	NECAP2
226029	LINC01772
80947	CROCCP3
261135	AL137802.2
224174	AL137802.1
233421	LINC01783
268674	AL355149.2
225710	AL355149.1
266584	AL355149.1
219481	NBPF1
271732	AL137798.1
215908	CROCCP2
283773	AL137798.3
186301	MST1P2
282143	AL137798.2
237847	AL137798.1
264742	AL021920.1
236698	EIF1AXP1
268869	ESPNP
279151	AL021920.1
268991	AL021920.2
282740	AL021920.3
58453	CROCC
227684	CROCCP4
186715	MST1L
223643	BX284668.1
230239	BX284668.3
263811	MIR3675
228549	BX284668.2
238142	BX284668.5
235241	BX284668.4
272426	BX284668.6
117122	MFAP2
159363	ATP13A2
117118	SDHB
117115	PADI2
204362	AL590644.1
282843	AL590644.3
142623	PADI1
142619	PADI3
266634	MIR3972
159339	PADI4
269468	AC004824.2
276747	PADI6
179051	RCC2
266727	AC004824.1
74964	ARHGEF10L
236648	AL136529.1
117148	ACTL8
284653	AL357509.1
261781	LINC01654
117154	IGSF21
225387	AL591896.1
179023	KLHDC7A
235282	DYNLL1P3
225478	AL031737.1
9709	PAX7
179002	TAS1R2
255275	AL080251.1
159423	ALDH4A1
265606	MIR4695
221662	MIR1290
169991	IFFO2
127481	UBR4
266098	AL137127.1
127463	EMC1
53372	MRTO4
211454	AKR7L
162482	AKR7A3
270728	AL035413.2
53371	AKR7A2
40487	PQLC2
77549	CAPZB
173436	MINOS1
270136	MINOS1-NBL1
226396	AL031727.1
158747	NBL1
158748	HTR6
162542	TMCO4
178828	RNF186
169914	OTUD3
188784	PLA2G2E
188257	PLA2G2A
127472	PLA2G5
117215	PLA2G2D
158786	PLA2G2F
227066	Z98257.1
187980	PLA2G2C
162543	UBXN10
228105	LINC01757
284710	Z98257.2
158816	VWA5B1
236963	LINC01141
226487	AL139254.1
284641	AL139254.2
284743	AL139254.3
162545	CAMK2N1
90432	MUL1
215520	RPS4XP4
183114	FAM43B
158825	CDA
158828	PINK1
244038	DDOST
117245	KIF17
235432	AL663074.2
189410	SH2D5
127483	HP1BP3
75151	EIF4G3
221808	MIR1256
233072	RPS15AP6
236073	AL627311.1
235112	HSPE1P27
266867	AL031005.1
117298	ECE1
236216	PPP1R11P1
228823	AL592309.1
236009	AL592309.2
227001	NBPF2P
187952	HS6ST1P1
186543	CROCCP5
142794	NBPF3
176378	PFN1P10
162551	ALPL
221781	AL359815.1
76864	RAP1GAP
90686	USP48
231978	AL590103.1
187942	LDLRAD2
142798	HSPG2
232037	AL590556.1
283234	AL590556.2
219073	CELA3B
142789	CELA3A
228397	LINC01635
218510	LINC00339
70831	CDC42
271428	AL031281.1
271840	AL031281.2
162552	WNT4
266564	MIR4418
234397	AL591122.1
184677	ZBTB40
70886	EPHA8
173372	C1QA
159189	C1QC
173369	C1QB
133216	EPHB2
265422	MIR4684
216157	AL611946.1
264014	MIR4253
215906	LACTBL1
227868	TEX46
4487	KDM1A
263793	MIR3115
266802	MIR4419A
169641	LUZP1
229010	AL161672.1
179546	HTR1D
215381	AL109936.1
261326	LINC01355
284726	AL109936.8
125944	HNRNPR
125945	ZNF436
271420	AL109936.2
204219	TCEA3
232482	AL357134.1
88280	ASAP3
7968	E2F2
235052	AL021154.1
117318	ID3
197880	MDS2
229239	AL451000.1
142676	RPL11
11007	ELOA
57757	PITHD1
11009	LYPLA2
117308	GALE
117305	HMGCL
179163	FUCA1
188822	CNR2
229106	BTBD6P1
264926	MIR378F
230228	AL590609.2
189266	PNRC2
188529	SRSF10
215905	AL590609.1
142661	MYOM3
142677	IL22RA1
185436	IFNLR1
230023	AL590683.1
221032	AL590683.1
266511	AL590683.2
158055	GRHL3
1460	STPG1
1461	NIPAL3
117602	RCAN3
264443	AL445686.2
184454	NCMAP
227312	AL445686.1
133226	SRRM1
284699	AL445648.1
169504	CLIC4
20633	RUNX3
261025	AL445471.2
264371	MIR4425
233755	AL050344.1
233419	AL121994.1
117614	SYF2
284657	AL031432.5
117616	RSRP1
272432	AL031432.3
261349	AL031432.2
187010	RHD
224183	SDHDP6
259984	AL928711.1
183726	TMEM50A
188672	RHCE
238084	AL031284.1
266468	AL031284.1
204178	TMEM57
157978	LDLRAP1
225643	AL606491.1
117643	MAN1C1
162430	SELENON
255054	AL020996.2
117640	MTFR1L
127423	AUNIP
182749	PAQR7
117632	STMN1
229786	SNRPFP2
223624	AL033528.1
264021	MIR3917
266763	AL033528.1
158006	PAFAH2
158008	EXTL1
158014	SLC30A2
158022	TRIM63
265320	AL391650.1
175087	PDIK1L
197245	FAM110D
282872	C1orf232
236782	AL391650.1
142684	ZNF593
142675	CNKSR1
188782	CATSPER4
236155	AL355877.1
278572	AL355877.3
130695	CEP85
270733	AL355877.2
142669	SH3BGRL3
158062	UBXN11
169442	CD52
176092	CRYBG2
225854	AL451139.1
176083	ZNF683
131914	LIN28A
117682	DHDDS
223583	AL513365.1
198830	HMGN2
224129	DPPA2P2
117676	RPS6KA1
238705	MIR1976
229247	AL627313.1
235069	AL627082.1
117713	ARID1A
60642	PIGV
204160	ZDHHC18
175793	SFN
142751	GPN2
198746	GPATCH3
90273	NUDC
131910	NR0B2
175707	KDF1
172746	RPL12P13
224064	AL356390.1
225294	OSTCP2
253368	TRNP1
158246	FAM46B
90020	SLC9A1
229985	AL590640.2
214973	CHCHD3P3
225159	NPM1P39
225990	SNRPEP7
142784	WDTC1
243659	FO393419.3
186501	TMEM222
241547	ACTG1P20
142765	SYTL1
142733	MAP3K6
142748	FCN3
174950	CD164L2
231207	FO393419.1
181773	GPR3
158195	WASF2
241169	FO393419.2
126705	AHDC1
938	FGR
235912	AL031729.1
233975	AL445490.2
126709	IFI6
226662	CHMP1AP1
9780	FAM76A
231344	AL020997.1
230833	RPEP3
117758	STX12
117751	PPP1R8
268552	AL109927.1
130775	THEMIS2
117748	RPA2
130768	SMPDL3B
158156	XKR8
158161	EYA3
238231	AL512288.2
228589	SPCS2P4
228943	AL137792.2
214812	AL137792.1
169403	PTAFR
126698	DNAJC8
215902	AL353354.1
269804	AL353354.2
130770	ATPIF1
271398	AL353622.2
130766	SESN2
130772	MED18
204138	PHACTR4
229820	CR391992.1
180198	RCC1
231468	PRDX3P2
180098	TRNAU1AP
120656	TAF12
188060	RAB42
229388	LINC01715
270103	AL360012.1
162419	GMEB1
198492	YTHDF2
116329	OPRD1
226852	RP1-212P9.2
159023	EPB41
225616	AL138785.1
253304	TMEM200B
225750	AL357500.1
116350	SRSF4
116353	MECR
60656	PTPRU
221550	AL645859.1
230523	LINC01756
266678	AL139151.1
225011	AL671862.1
221126	AC092265.1
228176	AC092265.1
284676	AL645944.2
222787	AL645944.1
270927	AL645944.1
233399	LINC01648
233372	AL137076.1
231251	AL021921.1
236335	AL161638.2
231949	AL161638.1
162510	MATN1
162511	LAPTM5
264773	MIR4420
229607	AL137027.1
223382	LINC01778
162512	SDC3
134644	PUM1
237329	AL356320.2
232768	AL356320.1
215900	SELENOWP1
225142	AC114495.1
84628	NKAIN1
60688	SNRNP40
229447	AC114495.2
121766	ZCCHC17
121769	FABP3
168528	SERINC2
268950	AC114494.1
215899	AC209007.1
228682	RP11-439L8.3
142910	TINAGL1
121764	HCRTR1
162517	PEF1
84636	COL16A1
121753	ADGRB2
266580	MIR4254
134668	SPOCD1
203620	AL354919.1
269967	AL136115.2
184007	PTP4A2
212673	AL136115.1
228634	AL136115.1
284702	AL136115.3
121774	KHDRBS1
121775	TMEM39B
266203	MIR5585
25800	KPNA6
84652	TXLNA
160050	CCDC28B
160051	IQCC
222046	DCDC2B
160055	TMEM234
84623	EIF3I
220785	MTMR9LP
183615	FAM167B
182866	LCK
116478	HDAC1
175130	MARCKSL1
233775	AL109945.1
162526	TSSK3
225828	FAM229A
160058	BSDC1
224333	GAPDHP20
270850	AL356986.1
229259	LRRC37A12P
254553	AL033529.1
273274	ZBTB8B
160062	ZBTB8A
176261	ZBTB8OS
162521	RBBP4
162520	SYNC
162522	KIAA1522
134684	YARS
116497	S100PBP
160097	FNDC5
121905	HPCA
121900	TMEM54
221423	AL031602.1
116514	RNF19B
267885	FKSG48
217644	AL355864.1
239670	AL355864.2
4455	AK2
142920	AZIN2
116525	TRIM62
284721	AL662907.3
160094	ZNF362
270115	AL513327.3
184389	A3GALT2
134686	PHC2
266239	MIR3605
221225	AL138837.1
121903	ZSCAN20
235907	AC115285.1
121904	CSMD2
227000	HSPD1P14
176256	HMGB4
142698	C1orf94
221053	AC115286.1
270241	AC115286.1
207941	MIR552
163866	SMIM12
189280	GJB5
189433	GJB4
216162	AL121988.1
188910	GJB3
187513	GJA4
116544	DLGAP3
271741	AC114490.2
243749	TMEM35B
163867	ZMYM6
233940	RPL12P45
197056	ZMYM1
228348	EFCAB14P1
284640	AL590434.1
116560	SFPQ
146463	ZMYM4
229994	RPL5P4
142687	KIAA0319L
236274	AC004865.1
20129	NCDN
116819	TFAP2E
126067	PSMB2
142686	C1orf216
92853	CLSPN
134698	AGO4
92847	AGO1
271164	AL139286.1
271914	AL139286.2
126070	AGO3
232862	AL138787.1
92850	TEKT2
116863	ADPRHL2
171812	COL8A2
54116	TRAPPC3
116871	MAP7D1
54118	THRAP3
231849	UBE2V2P4
214193	SH3D21
142694	EVA1B
196182	STK40
181817	LSM10
116885	OSCP1
116898	MRPS15
119535	CSF3R
230214	FTLP18
284705	AL596257.1
284720	AC117945.2
163873	GRIK3
284650	AL031430.1
264698	MIR4255
223944	AL353604.1
230451	RPS29P6
163874	ZC3H12A
163875	MEAF6
263675	MIR5581
163877	SNIP1
232273	FTH1P1
237749	AL034379.1
163879	DNALI1
134697	GNL2
169218	RSPO1
116922	C1orf109
134690	CDCA8
183317	EPHA10
214141	ACTN4P2
227416	AL929472.1
185090	MANEAL
196449	YRDC
197982	C1orf122
188786	MTF1
230610	AL929472.1
235673	AL929472.4
204084	INPP5B
183431	SF3A3
183386	FHL3
183520	UTP11
185668	POU3F1
224592	AL139158.2
223589	AL139158.1
265596	MIR3659
284623	AL139158.3
237290	LINC01343
275350	AL513479.1
238063	LINC01685
215895	AL354702.1
284632	AL354702.2
116954	RRAGC
214114	MYCBP
274944	AL139260.3
131233	GJA9
158315	RHBDL2
235549	EIF1P2
174574	AKIRIN1
168653	NDUFS5
127603	MACF1
217897	HSPE1P8
183682	BMP8A
237624	OXCT2P1
243970	PPIEL
90621	PABPC4
163909	HEYL
116981	NT5C1A
116983	HPCAL4
84072	PPIE
225333	AL035404.1
116985	BMP8B
198754	OXCT2
229213	AL033527.1
284719	AL033527.5
284678	AL033527.4
43514	TRIT1
116990	MYCL
168389	MFSD2A
228477	AL663070.1
131236	CAP1
131238	PPT1
226745	AL512599.1
117000	RLF
188800	TMCO2
84073	ZMPSTE24
231296	AL050341.1
49089	COL9A2
227311	AL031985.2
84070	SMAP2
213172	AL031985.1
284677	AL031985.4
187801	ZFP69B
187815	ZFP69
164002	EXO5
117010	ZNF684
236505	AL356379.1
233910	GTF2F2P2
117016	RIMS3
237899	AL031289.1
66136	NFYC
198974	MIR30E
207962	MIR30C1
117013	KCNQ4
179862	CITED4
228940	AL391730.1
233118	UBE2V1P8
171793	CTPS1
171790	SLFNL1
10803	SCMH1
215893	RPL23AP17
235358	AC093151.3
213987	AC093151.1
204060	FOXO6
127129	EDN2
127124	HIVEP3
230638	AL445933.1
264896	AL451006.1
227538	HNRNPFP1
228776	AC114492.1
44012	GUCA2B
197273	GUCA2A
198815	FOXJ3
177181	RIMKLA
235002	AL513331.1
66185	ZMYND12
127125	PPCS
186409	CCDC30
230116	AL445669.1
236876	TMSB4XP1
236180	AL445669.2
171960	PPIH
234917	AC098484.2
65978	YBX1
164007	CLDN19
117385	P3H1
164008	C1orf50
283580	AC098484.3
274386	TMEM269
177868	SVBP
164010	ERMAP
164011	ZNF691
233708	AL512353.2
237090	AL512353.3
225099	ATP6V1E1P1
117394	SLC2A1
284138	AC099795.2
227533	SLC2A1-AS1
283973	AC099795.1
277513	AL161637.1
186973	FAM183A
117395	EBNA1BP2
243710	CFAP57
179178	TMEM125
253313	C1orf210
66056	TIE1
117400	MPL
117399	CDC20
66322	ELOVL1
159479	MED8
198198	SZT2
178922	HYI
142949	PTPRF
66135	KDM4A
126091	ST3GAL3
233674	AL451062.2
224751	SHMT1P1
117407	ARTN
117408	IPO13
132768	DPH2
117410	ATP6V0B
117411	B4GALT2
159214	CCDC24
196517	SLC6A9
230615	AL139220.2
227163	AL139220.1
271647	KRT8P47
171872	KLF17
233514	AL356653.1
283039	KLF18
226804	AL359839.1
238037	OOSP1P1
227994	AL035417.1
271329	AL035417.2
178028	DMAP1
117419	ERI3
252146	AL390776.1
187147	RNF220
263381	MIR5584
126106	TMEM53
198520	C1orf228
142945	KIF2C
142937	RPS8
234093	RPS15AP11
142959	BEST4
173846	PLK3
188396	TCTEX1D4
222009	BTBD19
117425	PTCH2
226499	AL136380.1
70785	EIF2B3
266294	AL136380.1
229815	CCNB1IP1P1
232369	AL136380.2
268949	MRPS17P1
126107	HECTD3
126088	UROD
162415	ZSWIM5
264650	AL359473.1
234315	OSTCP5
221707	AL592294.1
281912	LINC01144
186603	HPDL
132781	MUTYH
132773	TOE1
70759	TESK2
236872	AL451136.1
280670	CCDC163
132763	MMACHC
117450	PRDX1
234379	HMGB1P48
117448	AKR1A1
132780	NASP
159588	CCDC17
159592	GPBP1L1
225447	RPS15AP10
234329	AL604028.2
159596	TMEM69
197429	IPP
236111	AL603882.1
86015	MAST2
232467	TMA16P2
117461	PIK3R3
278139	AL358075.4
233114	AL358075.3
117472	TSPAN1
250719	AL672043.1
85998	POMGNT1
171357	LURAP1
85999	RAD54L
132128	LRRC41
173660	UQCRH
117481	NSUN4
225779	AL122001.1
117480	FAAH
232022	FAAHP1
197587	DMBX1
282881	AL136373.1
162456	KNCN
79277	MKNK1
142961	MOB3C
123472	ATPAF1
233647	NENFP1
186118	TEX38
159658	EFCAB14
236476	AL593856.1
142973	CYP4B1
154198	CYP4Z2P
238145	AL731892.1
187048	CYP4A11
259832	CYP4A26P
261196	CYP4A43P
261593	CYP4A27P
261290	CYP4A44P
186377	CYP4X1
186160	CYP4Z1
225154	AL450996.1
225506	CYP4A22-AS1
162365	CYP4A22
225514	MTND1P34
162366	PDZK1IP1
162367	TAL1
123473	STIL
162368	CMPK1
186790	FOXE3
186564	FOXD2
271355	AL356458.1
229554	RPL21P24
221346	AL356458.1
227883	ATP6V0E1P4
221447	AL591415.1
227947	LINC01738
269113	TRABD2B
223814	AL691459.1
273395	FLJ00388
225028	AC096541.1
226133	AL356289.1
231413	AL356289.2
237180	CYP46A4P
242267	SKINT1L
269709	AL109659.1
223720	AL109659.1
117834	SLC5A9
132122	SPATA6
224986	PPP1R8P1
235105	AL356968.2
232514	AL356968.1
186094	AGBL4
162373	BEND5
237478	AL390023.1
215887	ZNF859P
221746	AL645730.1
227839	AL645730.2
233595	MTND2P29
162374	ELAVL4
230828	AL583843.1
284696	AL596275.2
284645	AL592182.3
234080	AL596275.1
229316	HMGB1P45
225671	FCF1P6
142700	DMRTA2
271782	RP5-850O15.4
185104	FAF1
230585	PHBP12
237130	MRPS6P2
123080	CDKN2C
265538	MIR4421
204006	C1orf185
213478	CFL1P2
239101	AL162430.2
221492	AL162430.1
203356	LINC01562
123091	RNF11
233406	AL162430.1
85831	TTC39A
85832	EPS15
232027	AL671986.1
227742	CALR4P
117859	OSBPL9
236973	GAPDHP51
232846	SLC25A6P3
78618	NRDC
212076	MIR761
230604	TSEN15P2
265769	AL589663.1
169213	RAB3B
229032	AL445685.2
117862	TXNDC12
198841	KTI12
134717	BTF3L4
157077	ZFYVE9
228407	AL139156.2
223429	AL139156.1
224255	PDCL3P6
236004	AL139156.3
237663	DNAJC19P7
213735	ANAPC10P1
154222	CC2D1B
224680	PLA2G12AP1
85840	ORC1
134748	PRPF38A
134744	ZCCHC11
272371	AL591167.1
236290	EEF1GP7
116157	GPX7
182183	FAM159A
162377	COA7
233664	NDUFS5P3
162378	ZYG11B
228929	RPS13P2
203995	ZYG11A
121310	ECHDC2
230953	AC099677.1
231866	AC099677.2
116171	SCP2
264834	MIR1273F
266188	MIR5095
265815	MIR1273G
237279	AC099677.3
236360	AL445183.3
226147	TUBBP10
174348	PODN
227644	HIGD1AP11
162383	SLC1A7
277397	AL606760.4
157184	CPT2
162384	C1orf123
162385	MAGOH
270172	RP5-1024G6.8
157193	LRP8
225675	LINC01771
226938	AC119428.1
230138	AC119428.2
236253	SLC25A3P1
143006	DMRTB1
174332	GLIS1
58804	NDC1
264454	AL049745.1
229687	AL049745.1
58799	YIPF1
211452	DIO1
81870	HSPB11
116212	LRRC42
219102	HNRNPA3P12
203985	LDLRAD1
116209	TMEM59
272091	RP4-758J24.5
116205	TCEANC2
264208	MIR4781
225183	AL353898.1
256407	AL357673.1
157211	CDCP2
215883	CYB5RL
248835	AL357673.1
116221	MRPL37
157216	SSBP3
232245	AL035415.1
265404	AC099796.1
235741	AC099796.1
237173	AC099796.2
227453	HNRNPA1P63
162390	ACOT11
162391	FAM151A
184313	MROH7
271723	MROH7-TTC4
243725	TTC4
162396	PARS2
6555	TTC22
162398	LEXM
116133	DHCR24
143001	TMEM61
162399	BSND
169174	PCSK9
162402	USP24
231090	MIR4422HG
231095	GYG1P3
265822	MIR4422
231900	GOT2P1
232198	MTCO2P34
234810	AL603840.1
230250	LINC01753
227104	PIGQP1
233079	LINC01755
235612	AL353681.1
260971	AC119674.1
284686	AC119674.2
229871	RPSAP20
223307	AC119674.1
223956	LINC01767
162407	PLPP3
236776	RPL21P23
224980	RPL23AP85
225475	AC099789.1
162409	PRKAA2
187889	FYB2
157131	C8A
21852	C8B
221591	AL161740.1
173406	DAB1
227935	AL390243.1
236888	RPS20P5
238773	AL137855.1
229887	HNRNPA1P6
223416	RPS26P15
235038	AL445193.2
230546	AL445193.1
233216	AL357373.1
162600	OMA1
270209	AL035411.2
184292	TACSTD2
185839	AL035411.1
162601	MYSM1
283445	AL136985.3
264081	AL136985.1
177606	JUN
234807	LINC01135
272226	AL136985.2
231740	AL136985.1
232453	AC105277.1
237352	LINC01358
228121	PHBP3
241042	AL592431.2
235215	AL592431.1
270457	AC093424.1
172456	FGGY
266150	MIR4711
134709	HOOK1
134716	CYP2J2
162598	C1orf87
229332	PGBD4P8
238242	AC097066.1
226476	LINC01748
231252	AC099792.1
162599	NFIA
263380	AC096534.1
264551	AC099791.1
223920	AC099791.1
162604	TM2D1
271200	AC099791.2
132849	PATJ
236646	LAMTOR5P1
263908	MIR3116-1
234204	PIGPP2
234088	RPS15AP7
240563	L1TD1
237227	AL162739.1
132854	KANK4
162607	USP1
116641	DOCK7
270549	AL451044.1
132855	ANGPTL3
269624	AL138847.1
213703	AL138847.1
125703	ATG4C
234318	AC099794.1
237163	AC099794.2
229537	LINC01739
227485	AL162400.1
229225	AL162400.2
203605	AC096543.1
228734	AC096543.2
223683	RPSAP65
187140	FOXD3
236674	AL049636.1
88035	ALG6
142856	ITGB3BP
203965	EFCAB7
79739	PGM1
185483	ROR1
177452	AL161742.1
228056	CFL1P3
177414	UBE2U
158966	CACHD1
264470	MIR4794
162437	RAVER2
162434	JAK1
234784	AL606517.2
233877	AL606517.1
185031	SLC2A3P2
272506	AL357078.3
265996	MIR3671
199135	MIR101-1
231485	AL357078.1
235804	AL357078.2
234496	MRPS21P1
162433	AK4
231622	RPS29P7
116675	DNAJC6
234144	COX6CP13
213625	LEPROT
116678	LEPR
224570	AC097063.1
184588	PDE4B
118473	SGIP1
264720	MIR3117
221655	AL354978.1
152760	TCTEX1D1
172410	INSL5
152763	WDR78
198160	MIER1
116704	SLC35D1
203963	C1orf141
162594	IL23R
221733	AL109843.1
228523	AL389925.1
81985	IL12RB2
142864	SERBP1
235200	LINC01702
238139	AL590559.1
232048	HNRNPCP9
