gene	ensembl_id
EXOC5	70367
EXOC6	138190
EXOC6B	144036
EXOC7	182473
EXOC8	116903
EXOG	157036
EXOSC1	171311
EXOSC10	171824
EXOSC2	130713
EXOSC3	107371
EXOSC4	178896
EXOSC5	77348
EXOSC6	223496
EXOSC7	75914
EXOSC8	120699
EXOSC9	123737
EXPH5	110723
EXT1	182197
EXT2	151348
EXTL1	158008
EXTL2	162694
EXTL3	12232
EYA1	104313
EYA2	64655
EYA3	158161
EYA4	112319
EYS	188107
EZH1	108799
EZH2	106462
EZR	92820
F10	126218
F11	88926
F11R	158769
F12	131187
F13A1	124491
F13B	143278
F2	180210
F2R	181104
F2RL1	164251
F2RL2	164220
F2RL3	127533
F3	117525
F5	198734
F7	57593
F8	185010
F8A1	277203
F8A2	274791
F8A3	277150
F9	101981
FA2H	103089
FAAH	117480
FAAH2	165591
FABP1	163586
FABP12	197416
FABP2	145384
FABP3	121769
FABP4	170323
FABP5	164687
FABP5P3	241735
FABP6	170231
FABP7	164434
FABP9	205186
FADD	168040
FADS1	149485
FADS2	134824
FADS3	221968
FADS6	172782
FAF1	185104
FAF2	113194
FAH	103876
FAHD1	180185
FAHD2A	115042
FAHD2B	144199
FAIM	158234
FAIM2	135472
FAM101A	178882
FAM101B	183688
FAM102A	167106
FAM102B	162636
FAM103A1	169612
FAM104A	133193
FAM104B	182518
FAM105A	145569
FAM106A	213077
FAM106CP	266486
FAM107A	168309
FAM107B	65809
FAM109A	198324
FAM109B	177096
FAM110A	125898
FAM110B	169122
FAM110C	184731
FAM111A	166801
FAM111B	189057
FAM114A1	197712
FAM114A2	55147
FAM117A	121104
FAM117B	138439
FAM118A	100376
FAM118B	197798
FAM120A	48828
FAM120AOS	188938
FAM120C	184083
FAM122A	187866
FAM122B	156504
FAM122C	156500
FAM124A	150510
FAM124B	124019
FAM126A	122591
FAM126B	155744
FAM127A	134590
FAM127B	203950
FAM127C	212747
FAM129A	135842
FAM129B	136830
FAM129C	167483
FAM131A	175182
FAM131B	159784
FAM131C	185519
FAM132A	184163
FAM133A	179083
FAM133B	234545
FAM134A	144567
FAM134B	154153
FAM134C	141699
FAM135A	82269
FAM135B	147724
FAM136A	35141
FAM138A	237613
FAM138B	226516
FAM138C	218839
FAM138C	237613
FAM138D	262927
FAM138D	249054
FAM138E	248893
FAM138F	282591
FAM138F	237613
FAM13A	138640
FAM13B	31003
FAM13C	148541
FAM149A	109794
FAM149B1	138286
FAM150A	196711
FAM150B	189292
FAM151A	162391
FAM151B	152380
FAM153A	170074
FAM153B	182230
FAM153C	204677
FAM155A	204442
FAM155B	130054
FAM156A	268350
FAM156B	179304
FAM157A	276938
FAM157A	236438
FAM157B	233013
FAM159A	182183
FAM159B	145642
FAM160A1	164142
FAM160A2	51009
FAM160B1	151553
FAM160B2	158863
FAM161A	170264
FAM161B	156050
FAM162A	114023
FAM162B	183807
FAM163A	143340
FAM163B	196990
FAM166A	188163
FAM166B	215187
FAM167A	154319
FAM167B	183615
FAM168A	54965
FAM168B	152102
FAM169A	198780
FAM169B	185087
FAM170A	164334
FAM170B	172538
FAM171A1	148468
FAM171A2	161682
FAM171B	144369
FAM172A	113391
FAM172BP	175841
FAM173A	103254
FAM173B	150756
FAM174A	174132
FAM174B	185442
FAM175A	163322
FAM175B	165660
FAM177A1	151327
FAM177B	197520
FAM178B	168754
FAM179A	189350
FAM179B	198718
FAM180A	189320
FAM180B	196666
FAM181B	182103
FAM182A	125804
FAM182B	175170
FAM183A	186973
FAM184A	111879
FAM184B	47662
FAM185A	222011
FAM186A	185958
FAM186B	135436
FAM187B	177558
FAM188A	148481
FAM188B	106125
FAM189A2	135063
FAM192A	172775
FAM193A	125386
FAM193B	146067
FAM196A	188916
FAM196B	204767
FAM198A	144649
FAM198B	164125
FAM199X	123575
FAM19A1	183662
FAM19A2	198673
FAM19A3	184599
FAM19A4	163377
FAM19A5	219438
FAM200A	221909
FAM200B	237765
FAM201A	204860
FAM204A	165669
FAM20A	108950
FAM20B	116199
FAM21A	99290
FAM21C	172661
FAM24A	203795
FAM24B	213185
FAM25A	188100
FAM25C	276430
FAM25G	189090
FAM26D	164451
FAM26E	178033
FAM26F	188820
FAM27B	278763
FAM27L	178130
FAM32A	105058
FAM35A	122376
FAM3A	71889
FAM3B	183844
FAM3C	196937
FAM3D	198643
FAM41C	230368
FAM43A	185112
FAM43B	183114
FAM45A	119979
FAM46A	112773
FAM46B	158246
FAM46C	183508
FAM46D	174016
FAM47A	185448
FAM47B	189132
FAM47C	198173
FAM47E	189157
FAM47E-STBD1	272414
FAM49A	197872
FAM49B	153310
FAM50A	71859
FAM50B	145945
FAM53A	174137
FAM53B	189319
FAM53C	120709
FAM57A	167695
FAM57B	149926
FAM58A	262919
FAM58BP	233827
FAM63A	143409
FAM63B	128923
FAM64A	129195
FAM65A	39523
FAM65B	111913
FAM65C	42062
FAM66A	227888
FAM66C	226711
FAM66D	255052
FAM66E	225725
FAM69A	154511
FAM69B	165716
FAM69C	187773
FAM71A	162771
FAM71B	170613
FAM71C	180219
FAM71D	172717
FAM71E1	142530
FAM71E2	180043
FAM71F1	135248
FAM71F2	205085
FAM72A	196550
FAM72B	188610
FAM74A1	215112
FAM74A3	274355
FAM74A4	274583
FAM76A	9780
FAM76B	77458
FAM78A	126882
FAM78B	188859
FAM81A	157470
FAM81B	153347
FAM83A	147689
FAM83B	168143
FAM83C	125998
FAM83D	101447
FAM83E	105523
FAM83F	133477
FAM83G	188522
FAM84A	162981
FAM84B	168672
FAM86B1	186523
FAM86DP	244026
FAM86EP	251669
FAM86FP	164845
FAM86HP	253540
FAM89A	182118
FAM89B	176973
FAM8A1	137414
FAM90A1	171847
FAM90A25P	251402
FAM91A1	176853
FAM92A1	188343
FAM92B	153789
FAM96A	166797
FAM96B	166595
FAM98A	119812
FAM98B	171262
FAM98C	130244
FAM9A	183304
FAM9B	177138
FAM9C	187268
FANCA	187741
FANCB	181544
FANCC	158169
FANCD2	144554
FANCE	112039
FANCF	183161
FANCG	221829
FANCI	140525
FANCL	115392
FANCM	187790
FANK1	203780
FAP	78098
FAR1	197601
FAR2	64763
FARP1	152767
FARP2	6607
FARS2	145982
FARSA	179115
FARSB	116120
FAS	26103
FAS-AS1	275689
FAS-AS1	275693
FASLG	117560
FASN	169710
FASTK	164896
FASTKD1	138399
FASTKD2	118246
FASTKD3	124279
FASTKD5	215251
FAT1	83857
FAT2	86570
FAT3	282908
FAT3	165323
FAT4	196159
FATE1	147378
FAU	149806
FBF1	188878
FBF1	281844
FBLIM1	162458
FBLL1	188573
FBLN1	77942
FBLN2	163520
FBLN5	140092
FBLN7	144152
FBN1	166147
FBN2	138829
FBN3	142449
FBP1	165140
FBP2	130957
FBRS	156860
FBRSL1	112787
FBXL12	127452
FBXL13	161040
FBXL14	171823
FBXL15	107872
FBXL16	127585
FBXL17	145743
FBXL18	155034
FBXL19	99364
FBXL19-AS1	260852
FBXL2	153558
FBXL20	108306
FBXL21	164616
FBXL22	197361
FBXL3	5812
FBXL4	112234
FBXL5	118564
FBXL6	182325
FBXL7	183580
FBXL8	135722
FBXO10	147912
FBXO11	138081
FBXO15	141665
FBXO16	214050
FBXO18	134452
FBXO2	116661
FBXO21	135108
FBXO22	167196
FBXO24	106336
FBXO25	147364
FBXO27	283021
FBXO27	161243
FBXO28	143756
FBXO3	110429
FBXO30	118496
FBXO31	103264
FBXO32	156804
FBXO33	165355
FBXO34	178974
FBXO36	153832
FBXO38	145868
FBXO39	177294
FBXO4	151876
FBXO40	163833
FBXO41	163013
FBXO42	37637
FBXO43	156509
FBXO44	132879
FBXO45	174013
FBXO46	177051
FBXO47	204952
FBXO48	204923
FBXO5	112029
FBXO6	116663
FBXO7	100225
FBXO8	164117
FBXO9	112146
FBXW10	171931
FBXW11	72803
FBXW12	164049
FBXW2	119402
FBXW4	107829
FBXW4P1	230701
FBXW5	159069
FBXW7	109670
FBXW8	174989
FBXW9	132004
FCAMR	162897
FCER1A	179639
FCER1G	158869
FCER2	104921
FCF1	119616
FCGR1A	150337
FCGR1B	198019
FCGR1C	265531
FCGR2A	143226
FCGR2B	72694
FCGR2C	143226
FCGR2C	244682
FCGR3A	203747
FCGR3B	162747
FCGRT	104870
FCHO1	130475
FCHO2	157107
FCHSD1	197948
FCHSD2	137478
FCN1	85265
FCN2	160339
FCN3	142748
FCRL1	163534
FCRL2	132704
FCRL3	160856
FCRL4	163518
FCRL5	143297
FCRL6	181036
FCRLA	132185
FCRLB	162746
FDFT1	79459
FDPS	160752
FDX1	137714
FDX1L	267673
FDXACB1	255561
FDXR	161513
FECH	66926
FEM1A	141965
FEM1B	169018
FEM1C	145780
FEN1	168496
FER	151422
FER1L4	88340
FER1L5	249715
FER1L6	214814
FER1L6-AS1	181171
FERD3L	146618
FERMT1	101311
FERMT2	73712
FERMT3	149781
FES	182511
FETUB	90512
FEV	163497
FEZ1	149557
FEZ2	171055
FEZF1	128610
FEZF2	153266
FFAR1	126266
FFAR2	126262
FFAR3	185897
FGA	171560
FGB	171564
FGD1	102302
FGD2	146192
FGD3	127084
FGD4	139132
FGD5	154783
FGD6	180263
FGF1	113578
FGF10	70193
FGF11	161958
FGF12	114279
FGF13	129682
FGF14	102466
FGF16	196468
FGF17	158815
FGF18	156427
FGF19	162344
FGF2	138685
FGF20	78579
FGF21	105550
FGF22	70388
FGF23	118972
FGF3	186895
FGF4	75388
FGF5	138675
FGF6	111241
FGF7	140285
FGF8	107831
FGF9	102678
FGFBP1	137440
FGFBP2	137441
FGFBP3	174721
FGFR1	77782
FGFR1OP	213066
FGFR1OP2	111790
FGFR2	66468
FGFR3	68078
FGFR4	160867
FGFRL1	127418
FGG	171557
FGGY	172456
FGL1	104760
FGL2	127951
FGR	938
FH	91483
FHAD1	142621
FHDC1	137460
FHIT	189283
FHL1	22267
FHL2	115641
FHL3	183386
FHL5	112214
FHOD1	135723
FHOD3	134775
FIBCD1	130720
FIBIN	176971
FIBP	172500
FICD	198855
FIG4	112367
FIGF	165197
FIGLA	183733
FIGN	182263
FIGNL1	132436
FIGNL2	261308
FILIP1	118407
FILIP1L	168386
FIP1L1	145216
FIS1	214253
FITM1	139914
FITM2	197296
FIZ1	179943
FJX1	179431
FKBP10	141756
FKBP11	134285
FKBP14	106080
FKBP15	119321
FKBP1A	88832
FKBP1B	119782
FKBP2	173486
FKBP3	100442
FKBP4	4478
FKBP5	96060
FKBP6	77800
FKBP7	79150
FKBP8	105701
FKBP9	122642
FKRP	181027
FKTN	106692
FLAD1	160688
FLCN	154803
FLG	143631
FLG2	143520
FLI1	151702
FLII	177731
FLJ10038	104064
FLJ12825	248265
FLJ16779	275620
FLJ20021	254531
FLJ21408	245888
FLJ22447	232774
FLJ22763	241224
FLJ26245	261122
FLJ26850	204666
FLJ27354	231999
FLJ30679	280278
FLJ31662	233907
FLJ33360	250490
FLJ33581	230133
FLJ36000	276399
FLJ37035	224023
FLJ37453	179743
FLJ37505	256597
FLJ40194	177369
FLJ41941	235295
FLJ42393	279891
FLJ42969	248599
FLJ43879	227744
FLJ45079	204283
FLJ46066	241098
FLNA	196924
FLNB	136068
FLNC	128591
FLOT2	132589
FLRT1	126500
FLRT2	185070
FLRT3	125848
FLT1	102755
FLT3	122025
FLT3LG	90554
FLT4	37280
FLVCR1	162769
FLVCR2	119686
FLYWCH1	59122
FLYWCH2	162076
FMN2	155816
FMNL1	184922
FMNL2	157827
FMNL3	161791
FMO1	10932
FMO2	94963
FMO3	7933
FMO4	76258
FMO5	131781
FMO6P	117507
FMO9P	215834
FMOD	122176
FMR1	102081
FMR1-AS1	268066
FMR1NB	176988
FN1	115414
FN3K	167363
FN3KRP	141560
FNBP1	187239
FNBP1L	137942
FNBP4	109920
FNDC1	164694
FNDC3A	102531
FNDC3B	75420
FNDC4	115226
FNDC5	160097
FNDC7	143107
FNDC8	73598
FNDC9	172568
FNIP1	217128
FNIP2	52795
FNTA	168522
FNTB	257365
FOLH1	86205
FOLH1B	134612
FOLH1B	86205
FOLR1	110195
FOLR2	165457
FOLR3	110203
FOS	170345
FOSB	125740
FOSL1	175592
FOSL2	75426
FOXA1	129514
FOXA2	125798
FOXA3	170608
FOXB1	171956
FOXC1	54598
FOXC2	176692
FOXD1	251493
FOXD2	186564
FOXD3	187140
FOXD4	170122
FOXD4L1	184492
FOXD4L3	187559
FOXD4L4	184659
FOXD4L5	204779
FOXD4L6	273514
FOXE1	178919
FOXE3	186790
FOXF1	103241
FOXF2	137273
FOXG1	176165
FOXH1	160973
FOXI1	168269
FOXI2	186766
FOXI3	214336
FOXJ1	129654
FOXJ2	65970
FOXJ3	198815
FOXK1	164916
FOXK2	141568
FOXL1	176678
FOXL2	183770
FOXM1	111206
FOXN1	109101
FOXN2	170802
FOXN3	53254
FOXN4	139445
FOXO1	150907
FOXO3	118689
FOXO3B	240445
FOXO4	184481
FOXP1	114861
FOXP2	128573
FOXP3	49768
FOXP4	137166
FOXQ1	164379
FOXR2	189299
FOXRED1	110074
FOXRED2	100350
FOXS1	179772
FPGS	136877
FPGT	254685
FPGT-TNNI3K	259030
FPR1	171051
FPR2	171049
FPR3	187474
FRA10AC1	148690
FRAS1	138759
FRAT1	165879
FRAT2	181274
FREM1	164946
FREM2	150893
FREM3	183090
FRG2B	225899
FRG2C	172969
FRK	111816
FRMD1	153303
FRMD3	172159
FRMD4A	151474
FRMD4B	114541
FRMD5	171877
FRMD6	139926
FRMD7	165694
FRMD8	126391
FRMPD1	70601
FRMPD2	170324
FRMPD4	169933
FRRS1	156869
FRS2	166225
FRS3	137218
FRY	73910
FRYL	75539
FRZB	162998
FSCB	189139
FSCN1	75618
FSCN2	186765
FSCN3	106328
FSD1	105255
FSD1L	106701
FSD2	186628
FSHB	131808
FSHR	170820
FSIP1	150667
FSIP2	188738
FST	134363
FSTL1	163430
FSTL3	70404
FSTL4	53108
FSTL5	168843
FTH1	167996
FTH1P3	213453
FTHL17	132446
FTL	87086
FTLP10	250426
FTMT	181867
FTO	140718
FTSJ1	68438
FTSJ3	108592
FTX	230590
FUBP1	162613
FUBP3	107164
FUCA1	179163
FUCA2	1036
FUK	157353
FUNDC1	69509
FUNDC2	165775
FUNDC2P2	182814
FURIN	140564
FUS	89280
FUT1	174951
FUT10	172728
FUT11	196968
FUT2	176920
FUT3	171124
FUT4	196371
FUT5	130383
FUT6	156413
FUT7	180549
FUT8	33170
FUT9	172461
FUZ	10361
FXN	165060
FXR1	114416
FXR2	129245
FXYD1	266964
FXYD2	137731
FXYD3	89356
FXYD4	150201
FXYD5	89327
FXYD6	137726
FXYD6-FXYD2	255245
FXYD7	221946
FYB	82074
FYCO1	163820
FYN	10810
FYTTD1	122068
FZD1	157240
FZD10	111432
FZD2	180340
FZD3	104290
FZD4	174804
FZD5	163251
FZD6	164930
FZD7	155760
FZD8	177283
FZD9	188763
FZR1	105325
G0S2	123689
G2E3	92140
G3BP1	145907
G3BP2	138757
G6PC	131482
G6PC3	141349
G6PD	160211
GAA	171298
GAB1	109458
GAB2	33327
GAB3	160219
GAB4	215568
GABARAP	170296
GABARAPL1	139112
GABARAPL2	34713
GABARAPL3	238244
GABARAPL3	279980
GABBR2	136928
GABPA	154727
GABPB1	104064
GABPB2	143458
GABRA1	22355
GABRA2	151834
GABRA3	11677
GABRA4	109158
GABRA5	186297
GABRA6	145863
GABRB1	163288
GABRB2	145864
GABRB3	166206
GABRD	187730
GABRE	102287
GABRG1	163285
GABRG2	113327
GABRG3	182256
GABRP	94755
GABRQ	268089
GABRR1	146276
GABRR2	111886
GABRR3	183185
GAD1	128683
GAD2	136750
GADD45A	116717
GADD45B	99860
GADD45G	130222
GADD45GIP1	179271
GADL1	144644
GAGE1	205777
GAGE10	215274
GAGE12B	236737
GAGE12C	237671
GAGE12D	227488
GAGE12E	216649
GAGE12F	205777
GAGE12G	215269
GAGE12H	224902
GAGE12I	216649
GAGE12J	224659
GAGE13	224659
GAGE2A	189064
GAGE2B	274274
GAGE2C	189064
GAGE2D	236362
GAGE2E	275113
GAGE2E	189064
GAGE8	189064
GAK	178950
GAL	69482
GAL3ST1	128242
GAL3ST3	175229
GAL3ST4	197093
GALC	54983
GALE	117308
GALK1	108479
GALK2	156958
GALM	143891
GALNS	141012
GALNT1	141429
GALNT10	164574
GALNT11	178234
GALNT12	119514
GALNT13	144278
GALNT14	158089
GALNT2	143641
GALNT3	115339
GALNT4	257594
GALNT5	136542
GALNT6	139629
GALNT7	109586
GALNT8	130035
GALNT9	182870
GALNTL5	106648
GALNTL6	174473
GALP	197487
GALR1	166573
GALR2	182687
GALR3	128310
GALT	213930
GAMT	130005
GAN	261609
GANAB	89597
GANC	214013
GAP43	172020
GAPDH	111640
GAPDHS	105679
GAPT	175857
GAPVD1	165219
GAR1	109534
GARNL3	136895
GARS	106105
GAS1	180447
GAS2	148935
GAS2L1	185340
GAS2L2	270765
GAS2L3	139354
GAS5	234741
GAS6	183087
GAS7	7237
GAS8	141013
GAST	184502
GATA1	102145
GATA2	179348
GATA3	107485
GATA4	136574
GATA5	130700
GATA6	141448
GATAD1	157259
GATAD2A	167491
GATC	257218
GATM	171766
GATS	239521
GATSL2	274070
GATSL3	239282
GBA2	70610
GBA3	249948
GBAP1	160766
GBAS	146729
GBE1	114480
GBF1	107862
GBGT1	148288
GBP1	117228
GBP1P1	225492
GBP2	162645
GBP3	117226
GBP4	162654
GBP5	154451
GBP6	183347
GBP7	213512
GBX1	164900
GBX2	168505
GC	145321
GCA	115271
GCAT	100116
GCC1	179562
GCC2	135968
GCDH	105607
GCG	115263
GCGR	215644
GCH1	131979
GCHFR	137880
GCK	106633
GCKR	84734
GCLC	1084
GCLM	23909
GCM1	137270
GCM2	124827
GCNT1	187210
GCNT2	111846
GCNT3	140297
GCNT4	176928
GCNT7	124091
GCOM1	137878
GCSH	140905
GDA	119125
GDAP1	104381
GDAP1L1	124194
GDAP2	196505
GDE1	6007
GDF1	130283
GDF1	223802
GDF10	266524
GDF11	135414
GDF15	130513
GDF2	263761
GDF3	184344
GDF5	125965
GDF6	156466
GDF7	143869
GDF9	164404
GDI1	203879
GDI2	57608
GDNF	168621
GDPD1	153982
GDPD2	130055
GDPD3	102886
GDPD4	178795
GDPD5	158555
GEM	164949
GEMIN4	179409
GEMIN5	82516
GEMIN6	152147
GEMIN7	142252
GEMIN8	46647
GEMIN8P4	228175
GEN1	178295
GET4	239857
GFAP	131095
GFER	127554
GFI1	162676
GFI1B	165702
GFM1	168827
GFM2	164347
GFOD1	145990
GFOD2	141098
GFPT1	198380
GFPT2	131459
GFRA1	151892
GFRA2	168546
GFRA3	146013
GFRA4	125861
GFRAL	187871
GGA1	100083
GGA2	103365
GGA3	125447
GGCT	6625
GGCX	115486
GGH	137563
GGN	179168
GGNBP1	204188
GGPS1	152904
GGT1	100031
GGT3P	197421
GGT5	99998
GGT6	167741
GGT7	131067
GGT8P	236969
GGTA1P	204136
GH1	259384
GH2	136487
GHDC	167925
GHITM	165678
GHR	112964
GHRH	118702
GHRHR	106128
GHRL	157017
GHRLOS	276678
GHRLOS	240288
GHSR	121853
GIF	134812
GIGYF1	146830
GIGYF2	204120
GIMAP1	213203
GIMAP1-GIMAP5	281887
GIMAP2	106560
GIMAP4	133574
GIMAP5	196329
GIMAP6	133561
GIMAP7	179144
GIMAP8	171115
GIN1	145723
GINS1	101003
GINS2	131153
GINS3	181938
GINS4	147536
GIP	159224
GIPC1	123159
GIPC2	137960
GIPC3	179855
GIPR	10310
GIT1	108262
GIT2	139436
GJA1	152661
GJA10	135355
GJA3	121743
GJA4	187513
GJA5	265107
GJA8	121634
GJA9	131233
GJB1	169562
GJB2	165474
GJB3	188910
GJB4	189433
GJB5	189280
GJB6	121742
GJB7	164411
GJC1	182963
GJC2	198835
GJC3	176402
GJD2	159248
GJD3	183153
GJD4	177291
GK	198814
GK2	196475
GK5	175066
GKAP1	165113
GKN1	169605
GKN2	183607
GLA	102393
GLB1	170266
GLB1L	163521
GLB1L2	149328
GLB1L3	166105
GLCCI1	106415
GLCE	138604
GLDC	178445
GLDN	186417
GLE1	119392
GLG1	90863
GLI1	111087
GLI2	74047
GLI3	106571
GLI4	250571
GLIPR1	139278
GLIPR1L1	173401
GLIPR1L2	180481
GLIPR2	122694
GLIS1	174332
GLIS3	107249
GLMN	174842
GLO1	124767
GLOD4	167699
GLOD5	171433
GLP1R	112164
GLP2R	65325
GLRA1	145888
GLRA2	101958
GLRA3	145451
GLRA4	188828
GLRB	109738
GLRX	173221
GLRX2	23572
GLRX3	108010
GLRX5	182512
GLS	115419
GLS2	135423
GLT1D1	151948
GLT6D1	204007
GLT8D1	16864
GLT8D2	120820
GLTP	139433
GLTPD2	182327
GLTSCR1	63169
GLTSCR2	105373
GLUD1	148672
GLUD2	182890
GLUL	135821
GLYAT	149124
GLYATL1	166840
GLYATL2	156689
GLYATL3	203972
GLYCTK	168237
GLYR1	140632
GM2A	196743
GMCL1	87338
GMDS	112699
GMEB1	162419
GMEB2	101216
GMFB	197045
GMFG	130755
GMIP	89639
GML	104499
GMNN	112312
GMPPA	144591
GMPPB	173540
GMPR	137198
GMPR2	100938
GMPS	163655
GNA11	88256
GNA12	146535
GNA13	120063
GNA14	156049
GNA15	60558
GNAI1	127955
GNAI2	114353
GNAI3	65135
GNAL	141404
GNAO1	87258
GNAQ	156052
GNAS	87460
GNAS-AS1	235590
GNAT1	114349
GNAT2	134183
GNAT3	214415
GNAZ	128266
GNB1	78369
GNB1L	185838
GNB2	172354
GNB3	111664
GNB4	114450
GNB5	69966
GNE	159921
GNG10	242616
GNG11	127920
GNG12	172380
GNG13	127588
GNG2	186469
GNG3	162188
GNG4	282972
GNG4	168243
GNG5	174021
GNG7	176533
GNG8	167414
GNGT1	127928
GNGT2	167083
GNL2	134697
GNL3	163938
GNL3L	130119
GNLY	115523
GNMT	124713
GNPAT	116906
GNPDA1	113552
GNPDA2	163281
GNPNAT1	100522
GNPTAB	111670
GNPTG	90581
GNRH1	147437
GNRH2	125787
GNRHR	109163
GNRHR2	211451
GNS	135677
GOLGA1	136935
GOLGA2	167110
GOLGA2P2Y	239533
GOLGA2P3Y	172297
GOLGA2P3Y	239533
GOLGA3	90615
GOLGA4	144674
GOLGA5	66455
GOLGA6A	159289
GOLGA6B	215186
GOLGA6C	167195
GOLGA6D	140478
GOLGA6L6	277322
GOLGA7	147533
GOLGA7B	155265
GOLGA8B	215252
GOLGA8DP	185182
GOLGA8DP	278429
GOLGA8F	278310
GOLGA8F	153684
GOLGA8F	276896
GOLGB1	173230
GOLIM4	173905
GOLM1	135052
GOLPH3	113384
GOLPH3L	143457
GOLT1A	174567
GOLT1B	111711
GON4L	116580
GOPC	47932
GORAB	120370
GORASP1	114745
GORASP2	115806
GOSR1	108587
GOSR2	108433
GOT1	120053
GOT1L1	169154
GOT2	125166
GP1BA	185245
GP1BB	203618
GP2	169347
GP5	178732
GP9	169704
GPA33	143167
GPAA1	197858
GPAM	119927
GPAT2	186281
GPATCH1	76650
GPATCH2	92978
GPATCH3	198746
GPATCH4	160818
GPATCH8	186566
GPBAR1	179921
GPBP1	62194
GPBP1L1	159592
GPC1	63660
GPC2	213420
GPC3	147257
GPC4	76716
GPC5	179399
GPC6	183098
GPCPD1	125772
GPD1	167588
GPD1L	152642
GPD2	115159
GPHA2	149735
GPHB5	179600
GPHN	171723
GPIHBP1	277494
GPKOW	68394
GPLD1	112293
GPM6A	150625
GPM6B	46653
GPN1	198522
GPN2	142751
GPN3	111231
GPNMB	136235
GPR1	183671
GPR101	165370
GPR107	148358
GPR108	125734
GPR119	147262
GPR12	132975
GPR132	183484
GPR135	181619
GPR137	173264
GPR137B	77585
GPR137C	180998
GPR139	180269
GPR141	187037
GPR142	257008
GPR143	101850
GPR146	164849
GPR148	173302
GPR149	174948
GPR15	154165
GPR150	178015
GPR151	173250
GPR152	175514
GPR153	158292
GPR155	163328
GPR156	175697
GPR157	180758
GPR158	151025
GPR160	173890
GPR161	143147
GPR162	250510
GPR17	144230
GPR171	174946
GPR173	184194
GPR174	147138
GPR176	166073
GPR18	125245
GPR180	152749
GPR182	166856
GPR183	169508
GPR19	183150
GPR21	11454
GPR21	188394
GPR22	172209
GPR25	170128
GPR26	154478
GPR27	170837
GPR3	181773
GPR31	120436
GPR32	142511
GPR33	214943
GPR34	171659
GPR35	178623
GPR37	170775
GPR37L1	170075
GPR39	183840
GPR4	177464
GPR45	135973
GPR50	102195
GPR52	203737
GPR55	135898
GPR6	146360
GPR61	156097
GPR62	180929
GPR63	112218
GPR65	140030
GPR68	119714
GPR75	119737
GPR75-ASB3	270898
GPR78	155269
GPR82	171657
GPR83	123901
GPR84	139572
GPR85	164604
GPR87	138271
GPR88	181656
GPR89A	117262
GPR89B	188092
GPRASP1	198932
GPRASP2	158301
GPRC5A	13588
GPRC5B	167191
GPRC5C	170412
GPRC5D	111291
GPRC6A	173612
GPRIN1	169258
GPRIN2	204175
GPRIN3	185477
GPS1	169727
GPS2	132522
GPSM1	160360
GPSM2	121957
GPT	167701
GPT2	166123
GPX1	233276
GPX2	176153
GPX3	211445
GPX4	167468
GPX7	116157
GPX8	164294
GRAMD1A	89351
GRAMD1B	23171
GRAMD1C	178075
GRAMD2	175318
GRAMD3	155324
GRAMD4	75240
GRAP	154016
GRAP2	100351
GRASP	161835
GRB10	106070
GRB14	115290
GRB2	177885
GRB7	141738
GREB1	196208
GREB1L	141449
GREM2	180875
GRHL1	134317
GRHL2	83307
GRHL3	158055
GRHPR	137106
GRIA1	155511
GRIA2	120251
GRIA3	125675
GRIA4	152578
GRID1	182771
GRID2	152208
GRID2IP	215045
GRIK1	171189
GRIK1-AS1	174680
GRIK2	164418
GRIK3	163873
GRIK4	149403
GRIK5	105737
GRIN1	176884
GRIN2A	183454
GRIN2B	273079
GRIN2C	161509
GRIN2D	105464
GRIN3A	198785
GRIN3B	116032
GRINA	178719
GRIP1	155974
GRIP2	144596
GRIPAP1	68400
GRK1	281988
GRK1	185974
GRK4	125388
GRK5	198873
GRK6	198055
GRK7	114124
GRM1	152822
GRM2	164082
GRM3	198822
GRM4	124493
GRM5	168959
GRM6	113262
GRM7	196277
GRM8	179603
GRN	30582
GRP	134443
GRPEL1	109519
GRPEL2	164284
GRPR	126010
GRSF1	132463
GRTP1	139835
GRWD1	105447
GRXCR1	215203
GRXCR2	204928
GSC	133937
GSC2	63515
GSDMA	167914
GSDMB	73605
GSDMC	147697
GSG1	111305
GSG1L	169181
GSG2	177602
GSK3A	105723
GSK3B	82701
GSN	148180
GSPT1	103342
GSPT2	189369
GSR	104687
GSS	100983
GSTA1	243955
GSTA2	244067
GSTA3	174156
GSTA4	170899
GSTA5	182793
GSTA7P	237674
GSTCD	138780
GSTK1	197448
GSTM1	134184
GSTM2	213366
GSTM2P1	218803
GSTM3	134202
GSTM4	168765
GSTM5	134201
GSTO1	148834
GSTO2	65621
GSTP1	84207
GSTT1	277656
GSTZ1	100577
GSX1	169840
GSX2	180613
GTDC1	121964
GTF2A1	165417
GTF2A1L	242441
GTF2A2	140307
GTF2B	137947
GTF2E1	153767
GTF2E2	197265
GTF2F1	125651
GTF2F2	188342
GTF2H1	110768
GTF2H2B	226259
GTF2H3	111358
GTF2H5	272047
GTF2I	263001
GTF2IP1	277053
GTF2IRD1	6704
GTF2IRD2	196275
GTF2IRD2B	174428
GTF2IRD2P1	214544
GTF3A	122034
GTF3C1	77235
GTF3C2	115207
GTF3C3	119041
GTF3C4	125484
GTF3C5	148308
GTF3C6	155115
GTPBP1	100226
GTPBP10	105793
GTPBP2	172432
GTPBP3	130299
GTPBP4	107937
GTPBP8	163607
GTSE1	75218
GTSF1	170627
GTSF1L	124196
GUCA1A	48545
GUCA1B	112599
GUCA1C	138472
