gene	ensembl_id
MAPK8	107643
MAPK8IP1	121653
MAPK8IP2	8735
MAPK8IP3	138834
MAPK9	50748
MAPKAP1	119487
MAPKAPK2	162889
MAPKAPK3	114738
MAPKAPK5	89022
MAPKBP1	137802
MAPRE1	101367
MAPRE2	166974
MAPRE3	84764
MARCH1	145416
MARCH10	173838
MARCH11	183654
MARCH2	99785
MARCH3	173926
MARCH4	144583
MARCH5	198060
MARCH6	145495
MARCH7	136536
MARCH9	139266
MARCKS	277443
MARCKSL1	175130
MARCO	19169
MARK1	116141
MARK2	72518
MARK2P9	232709
MARK3	75413
MARK4	7047
MARS	166986
MARS2	247626
MARVELD1	155254
MARVELD3	140832
MAS1	130368
MASP1	127241
MASP2	9724
MAST1	105613
MAST2	86015
MAST3	99308
MAST4	69020
MASTL	120539
MAT1A	151224
MAT2A	168906
MAT2B	38274
MATK	7264
MATN1	162510
MATN2	132561
MATN3	132031
MATN4	124159
MAU2	129933
MAVS	88888
MAX	125952
MAZ	103495
MB	198125
MB21D1	164430
MB21D2	180611
MBD1	141644
MBD2	134046
MBD3	71655
MBD3L1	170948
MBD3L2	230522
MBD3L3	182315
MBD3L5	237247
MBD4	129071
MBD5	204406
MBD6	166987
MBIP	151332
MBL1P	242600
MBL2	165471
MBLAC1	214309
MBLAC2	176055
MBNL1	152601
MBNL2	139793
MBNL3	76770
MBOAT1	172197
MBOAT2	143797
MBOAT4	177669
MBP	197971
MBTD1	11258
MBTPS1	140943
MBTPS2	12174
MC1R	258839
MC2R	185231
MC3R	124089
MC4R	166603
MC5R	176136
MCAM	76706
MCAT	100294
MCC	171444
MCCC1	78070
MCEE	124370
MCF2	101977
MCF2L	126217
MCF2L2	53524
MCF2L-AS1	235280
MCFD2	180398
MCHR1	128285
MCHR2	152034
MCL1	143384
MCM10	65328
MCM2	73111
MCM3	112118
MCM3AP	160294
MCM3AP-AS1	215424
MCM4	104738
MCM5	100297
MCM6	76003
MCM7	166508
MCM8	125885
MCM9	111877
MCMBP	197771
MCOLN1	90674
MCOLN2	153898
MCOLN3	55732
MCPH1	147316
MCRS1	187778
MCTP1	175471
MCTP2	140563
MCTS1	232119
MCU	156026
MDFI	112559
MDFIC	135272
MDGA1	112139
MDGA2	139915
MDH1	14641
MDH1B	138400
MDH2	146701
MDK	110492
MDM1	111554
MDM2	135679
MDM4	198625
MDN1	112159
MDP1	213920
MDS2	197880
ME1	65833
ME2	82212
ME3	151376
MEA1	124733
MEAF6	163875
MECOM	85276
MECP2	169057
MECR	116353
MED1	125686
MED10	133398
MED11	161920
MED12	184634
MED12L	144893
MED13	108510
MED13L	123066
MED14	180182
MED15	99917
MED17	42429
MED18	130772
MED19	156603
MED20	124641
MED21	152944
MED23	112282
MED24	8838
MED25	104973
MED26	105085
MED27	160563
MED28	118579
MED29	63322
MED30	164758
MED31	108590
MED4	136146
MED6	133997
MED7	155868
MED8	159479
MED9	141026
MEF2A	68305
MEF2B	213999
MEF2C	81189
MEF2D	116604
MEFV	103313
MEG3	214548
MEG8	258399
MEGF10	145794
MEGF6	162591
MEGF8	105429
MEGF9	106780
MEI1	167077
MEIG1	197889
MEIS1	143995
MEIS2	134138
MEIS3	105419
MEIS3P1	179277
MELK	165304
MEMO1	162959
MEN1	133895
MEOX1	5102
MEOX2	106511
MEP1A	112818
MEP1B	141434
MEPCE	146834
MEPE	152595
MERTK	153208
MESDC1	140406
MESDC2	117899
MESP1	166823
MESP2	188095
MEST	106484
MET	105976
METAP1	164024
METAP1D	172878
METAP2	111142
METRN	103260
METTL1	37897
METTL10	203791
METTL11B	203740
METTL12	214756
METTL13	10165
METTL14	145388
METTL15	169519
METTL16	127804
METTL17	165792
METTL18	171806
METTL21A	144401
METTL21B	123427
METTL21C	139780
METTL22	67365
METTL23	181038
METTL2A	87995
METTL2B	165055
METTL3	165819
METTL4	101574
METTL5	138382
METTL6	206562
METTL7A	185432
METTL7B	170439
METTL8	123600
METTL9	197006
MEX3A	254726
MEX3B	183496
MEX3C	176624
MEX3D	181588
MFAP1	140259
MFAP2	117122
MFAP3	37749
MFAP3L	198948
MFAP4	166482
MFAP5	197614
MFF	168958
MFGE8	140545
MFHAS1	147324
MFN1	171109
MFN2	116688
MFNG	100060
MFRP	235718
MFSD1	118855
MFSD10	109736
MFSD11	92931
MFSD2A	168389
MFSD2B	205639
MFSD3	167700
MFSD5	182544
MFSD6	151690
MFSD6L	185156
MFSD7	169026
MFSD8	164073
MFSD9	135953
MGA	174197
MGAT1	131446
MGAT2	168282
MGAT3	128268
MGAT4A	71073
MGAT4B	161013
MGAT4C	182050
MGAT5	152127
MGAT5B	167889
MGC15885	259458
MGC16275	246731
MGC27382	237413
MGC2752	268784
MGC45922	180279
MGEA5	198408
MGLL	74416
MGMT	170430
MGP	111341
MGRN1	102858
MGST1	8394
MGST2	85871
MGST3	143198
MIA	261857
MIA2	150526
MIA3	154305
MIA-RAB4B	268975
MIAT	225783
MIB1	101752
MIB2	197530
MICAL1	135596
MICAL2	133816
MICAL3	243156
MICALCL	133808
MICALL1	100139
MICALL2	164877
MICU1	107745
MID1	101871
MID1IP1	165175
MID2	80561
MIDN	167470
MIER1	198160
MIER2	105556
MIER3	155545
MIF4GD	125457
MIIP	116691
MIMT1	268654
MINA	170854
MINK1	141503
MINPP1	107789
MIOS	164654
MIOX	100253
MIP	135517
MIPEP	27001
MIPOL1	151338
MIR100	207994
MIR100HG	255090
MIR101-1	199135
MIR101-2	199065
MIR103A1	199035
MIR103A2	199024
MIR105-2	207818
MIR106B	208036
MIR107	198997
MIR10A	274592
MIR10B	207744
MIR1178	221323
MIR1179	221630
MIR1180	221540
MIR1181	221566
MIR1182	221290
MIR1184-1	221533
MIR1184-2	221190
MIR1184-3	221603
MIR1185-1	221525
MIR1185-2	221614
MIR1193	221036
MIR1-2	278753
MIR1200	221325
MIR1203	221739
MIR1204	275264
MIR1205	221771
MIR1207	221176
MIR1208	221261
MIR122	207778
MIR1224	221120
MIR1225	221656
MIR1226	221585
MIR1227	221411
MIR1228	221365
MIR1229	221394
MIR1231	221028
MIR1233-1	221649
MIR1233-2	221065
MIR1234	266624
MIR1237	221273
MIR1238	221410
MIR124-2	207816
MIR124-3	207598
MIR1245B	221502
MIR1247	277601
MIR1248	281017
MIR1249	221598
MIR1250	221025
MIR1251	221479
MIR1252	221788
MIR1256	221808
MIR1258	221240
MIR125A	208008
MIR125B1	207971
MIR125B2	207863
MIR126	199161
MIR1260B	266192
MIR1262	221203
MIR1266	221052
MIR127	207608
MIR1272	221033
MIR1276	221634
MIR1278	221680
MIR1281	221160
MIR128-1	207654
MIR1282	221792
MIR128-2	207625
MIR1284	221264
MIR1286	221039
MIR1287	221419
MIR1288	221355
MIR1289-2	221287
MIR1292	221062
MIR1293	221604
MIR1296	221063
MIR1301	221445
MIR1304	221170
MIR1306	221366
MIR1307	221767
MIR130A	208009
MIR130B	207751
MIR132	267200
MIR1324	221795
MIR133A1	276792
MIR133A2	207764
MIR134	207993
MIR1343	251862
MIR135A1	207926
MIR135A2	207586
MIR135B	199059
MIR136	207942
MIR137	277990
MIR138-1	207954
MIR138-2	207649
MIR139	272036
MIR140	208017
MIR141	207708
MIR142	273667
MIR143	208035
MIR144	277441
MIR145	276365
MIR1468	222532
MIR1469	222651
MIR146A	277727
MIR146B	202569
MIR1470	269782
MIR147B	211519
MIR148A	199085
MIR148B	199122
MIR149	207611
MIR150	207782
MIR152	207947
MIR153-1	207647
MIR153-2	207960
MIR1537	222831
MIR1538	223109
MIR1539	265496
MIR1539	278544
MIR154	207978
MIR155	275402
MIR155HG	234883
MIR15A	275952
MIR15B	207779
MIR16-1	208006
MIR16-2	198987
MIR17	275042
MIR17HG	215417
MIR181A1	207759
MIR181A2	207595
MIR181A2HG	224020
MIR181B1	207975
MIR181B2	207737
MIR181C	207613
MIR181D	207585
MIR182	207990
MIR1827	221476
MIR185	208023
MIR186	207721
MIR187	207797
MIR188	207768
MIR18A	274160
MIR18B	239594
MIR1908	222326
MIR1909	223244
MIR190B	215938
MIR191	207605
MIR1911	222715
MIR1913	222958
MIR1914	272045
MIR1915	222071
MIR192	207648
MIR193A	207614
MIR193B	207639
MIR194-1	207624
MIR194-2	277225
MIR195	275739
MIR196A1	210741
MIR196A2	207924
MIR196B	207584
MIR197	207709
MIR1972-2	239118
MIR199A1	207752
MIR199A2	208024
MIR199B	207581
MIR19A	277328
MIR19B1	275802
MIR19B2	207812
MIR200A	207607
MIR200B	207730
MIR200C	207713
MIR202	278352
MIR204	207935
MIR205	276335
MIR2053	238399
MIR206	207604
MIR208A	199157
MIR208B	215991
MIR20A	275534
MIR20B	207710
MIR21	199004
MIR210HG	282810
MIR210HG	247095
MIR2110	238742
MIR2114	252454
MIR2116	253030
MIR2117	278547
MIR212	267195
MIR214	207949
MIR215	207590
MIR216A	207798
MIR216B	211520
MIR217	207548
MIR218-1	207732
MIR218-2	207739
MIR22	274119
MIR22	275595
MIR221	207870
MIR222	207725
MIR223	207939
MIR2276	252695
MIR2277	251725
MIR2278	252153
MIR2355	253008
MIR23A	207980
MIR23B	207563
MIR23C	264566
MIR24-2	276797
MIR2467	264292
MIR25	207547
MIR2681	265164
MIR2682	276280
MIR26A1	199075
MIR26A2	207789
MIR26B	199121
MIR27A	207808
MIR27B	207864
MIR296	276373
MIR298	216031
MIR299	207749
MIR29A	277934
MIR29B1	274250
MIR29B2	276752
MIR29C	275668
MIR300	215957
MIR301A	207996
MIR301B	212102
MIR302A	207927
MIR302B	274389
MIR302C	199102
MIR302D	199145
MIR3064	265695
MIR3074	207617
MIR30A	207827
MIR30B	207582
MIR30C1	207962
MIR30C2	199094
MIR30E	198974
MIR31	199177
MIR3115	263793
MIR3119-1	263390
MIR3119-2	263390
MIR3121	265435
MIR3122	264358
MIR3124	264500
MIR3125	264370
MIR3126	266649
MIR3128	265396
MIR3129	264725
MIR3130-1	263468
MIR3130-2	263468
MIR3131	264755
MIR3132	265252
MIR3134	264354
MIR3136	265355
MIR3138	264931
MIR3140	264678
MIR3142	265237
MIR3143	265565
MIR3145	266555
MIR3146	265932
MIR3147	266168
MIR3148	264788
MIR3150A	275241
MIR3150B	275241
MIR3151	265657
MIR3152	264638
MIR3153	265112
MIR3157	266407
MIR3158-1	263436
MIR3158-2	263436
MIR3160-1	265014
MIR3160-2	265014
MIR3162	264559
MIR3165	263742
MIR3167	266215
MIR3169	266663
MIR3170	263399
MIR3173	264607
MIR3175	264173
MIR3176	266235
MIR3177	265820
MIR3178	266232
MIR3179-1	257264
MIR3179-3	257527
MIR3179-3	266454
MIR3180-4	257391
MIR3180-5	264397
MIR3182	263785
MIR3184	266919
MIR3185	263602
MIR3186	266189
MIR3187	263414
MIR3188	267959
MIR3189	264175
MIR3190	265134
MIR3191	265134
MIR3193	264395
MIR3194	266761
MIR3196	266463
MIR3197	263681
MIR3198-1	264757
MIR3198-2	265371
MIR3199-1	264073
MIR3199-2	264073
MIR32	207698
MIR3202-1	265176
MIR3202-2	265176
MIR320A	208037
MIR320B1	211543
MIR320B2	221406
MIR320C1	221493
MIR320C2	212051
MIR320D1	211491
MIR320D2	221081
MIR320E	211513
MIR323B	208004
MIR324	199053
MIR326	199090
MIR328	207948
MIR329-2	207762
MIR330	199066
MIR331	199172
MIR335	199043
MIR337	199151
MIR339	199023
MIR33A	207932
MIR33B	207839
MIR340	198995
MIR345	198984
MIR346	199104
MIR34A	207865
MIR34C	207562
MIR3609	266019
MIR3610	264875
MIR3613	264864
MIR3614	265238
MIR3615	264624
MIR3616	264901
MIR3618	266567
MIR3619	266533
MIR3620	264944
MIR3621	263697
MIR3622B	265075
MIR363	207572
MIR3646	266151
MIR3649	266043
MIR3650	265304
MIR3651	281156
MIR3652	265072
MIR3653	280968
MIR3655	264052
MIR3659	265596
MIR3660	264342
MIR3661	266751
MIR3663	266782
MIR3664	263744
MIR3665	266325
MIR3666	272230
MIR3668	263514
MIR367	199169
MIR3671	265996
MIR3675	263811
MIR3677	266643
MIR3678	264511
MIR3679	263813
MIR3682	265452
MIR3684	265213
MIR3685	265917
MIR3688-1	264105
MIR3688-2	264105
MIR3689A	265872
MIR3689B	264163
MIR3689C	264744
MIR3689D2	264136
MIR3689E	266827
MIR3689F	266514
MIR369	199025
MIR3691	265083
MIR3692	266617
MIR3714	264818
MIR372	199095
MIR373	199143
MIR374A	199168
MIR374B	212027
MIR375	198973
MIR376A1	277815
MIR376B	277780
MIR376C	277933
MIR377	199015
MIR378D1	263631
MIR378D2	276513
MIR378E	263831
MIR378F	264926
MIR379	199088
MIR381	199020
MIR382	207742
MIR383	199127
MIR3907	265810
MIR3908	266655
MIR3909	266320
MIR3910-1	266855
MIR3911	264329
MIR3912	264249
MIR3913-1	264405
MIR3913-2	264405
MIR3916	263568
MIR3917	264021
MIR3918	265558
MIR3919	263634
MIR3920	263885
MIR3921	264897
MIR3922	264295
MIR3924	264747
MIR3925	263894
MIR3926-1	266206
MIR3928	264141
MIR3935	265281
MIR3936	263597
MIR3938	264013
MIR3939	265828
MIR3940	266722
MIR3941	265442
MIR3942	265102
MIR3944	265395
MIR3945	266698
MIR3960	266070
MIR3978	265584
MIR409	199107
MIR410	199092
MIR411	199109
MIR412	199012
MIR421	202566
MIR423	199071
MIR424	274784
MIR425	199032
MIR4252	265392
MIR4253	264014
MIR4254	266580
MIR4257	264553
MIR4258	264349
MIR4260	264831
MIR4261	265418
MIR4262	265172
MIR4263	265321
MIR4265	264934
MIR4266	265965
MIR4268	266518
MIR4269	265215
MIR4270	263573
MIR4271	264633
MIR4273	266396
MIR4274	266690
MIR4276	265846
MIR4277	263746
MIR4279	266243
MIR4282	266180
MIR4284	265724
MIR4285	264675
MIR4287	265847
MIR4288	265251
MIR429	198976
MIR4290	263967
MIR4292	265806
MIR4294	264800
MIR4295	264763
MIR4296	264572
MIR4297	266676
MIR4298	264493
MIR4299	266645
MIR4300	264110
MIR4303	263890
MIR4304	265526
MIR4305	264171
MIR4306	263615
MIR4307	265165
MIR4308	265432
MIR4309	266015
MIR431	208001
MIR4310	264850
MIR4312	265195
MIR4313	274496
MIR4314	264005
MIR4316	264060
MIR4319	265957
MIR432	272458
MIR4321	267021
MIR4322	264266
MIR4323	266226
MIR4324	265407
MIR4326	266104
MIR4329	263351
MIR433	207569
MIR4417	264341
MIR4420	264773
MIR4422	265822
MIR4423	266110
MIR4424	266417
MIR4427	265744
MIR4429	264010
MIR4435-1	265507
MIR4435-2	266139
MIR4436A	265510
MIR4437	266705
MIR4439	263828
MIR4440	266109
MIR4441	264810
MIR4442	264219
MIR4443	265483
MIR4446	265253
MIR4449	264585
MIR4450	263445
MIR4453	277685
MIR4457	263670
MIR4458	273868
MIR4460	265691
MIR4461	263963
MIR4462	263926
MIR4464	266760
MIR4465	264390
MIR4466	271899
MIR4467	264471
MIR4468	266193
MIR4469	266044
MIR4470	264408
MIR4471	265599
MIR4472-1	265247
MIR4473	263790
MIR4474	264941
MIR4475	266255
MIR4478	266583
MIR4479	266507
MIR4480	263584
MIR4482	266852
MIR4484	265092
MIR4486	265210
MIR4488	266006
MIR4489	265874
MIR4490	266703
MIR4491	264032
MIR4492	264211
MIR4493	265357
MIR4497	263510
MIR4498	266704
MIR4499	263978
MIR4500	266052
MIR4503	266327
MIR4505	264741
MIR450A1	199132
MIR450A2	207755
MIR450B	216001
MIR4511	264737
MIR4513	264386
MIR4514	265855
MIR4515	263643
MIR4516	265867
MIR4517	266868
MIR4518	266305
MIR4519	265991
MIR451B	273915
MIR452	207753
MIR4522	263583
MIR4523	263719
MIR4526	263527
MIR4529	264571
MIR4530	266559
MIR4532	263453
MIR4533	266140
MIR4534	264505
MIR4535	266887
MIR454	211514
MIR4540	264922
MIR455	207726
MIR4632	263676
MIR4633	264563
MIR4636	266415
MIR4637	264792
MIR4638	264732
MIR4639	263712
MIR4641	266494
MIR4642	266619
MIR4643	263734
MIR4645	266750
MIR4647	265700
MIR4648	264357
MIR4649	264652
MIR4651	265020
MIR4652	265423
MIR4653	264425
MIR4654	266144
MIR4655	265089
MIR4656	264474
MIR4657	264326
MIR4658	266154
MIR4659A	266038
MIR4659B	266038
MIR4660	263407
MIR4661	266194
MIR4663	266324
MIR4665	263575
MIR4668	266315
MIR4669	263897
MIR4670	264158
MIR4671	264377
MIR4672	263979
MIR4673	263403
MIR4674	265181
MIR4675	265372
MIR4676	266719
MIR4679-1	265375
MIR4679-2	265375
MIR4680	265827
MIR4681	265719
MIR4682	265370
MIR4683	264780
MIR4684	265422
MIR4685	264610
MIR4686	265258
MIR4687	263421
MIR4688	264102
MIR4689	264101
MIR4690	266041
MIR4691	266737
MIR4692	265064
MIR4693	264200
MIR4694	264309
MIR4695	265606
MIR4696	265902
MIR4697	264919
MIR4698	263838
MIR4699	265227
MIR4700	265455
MIR4701	264201
MIR4703	266611
MIR4705	264482
MIR4706	266531
MIR4707	265037
MIR4709	265649
MIR4710	265291
MIR4711	266150
MIR4712	264109
MIR4713	266593
MIR4714	264480
MIR4715	266517
MIR4716	264210
MIR4717	264004
MIR4718	264733
MIR4719	266426
MIR4720	273048
MIR4721	264455
MIR4722	265672
MIR4723	264302
MIR4724	266459
MIR4725	265976
MIR4728	265178
MIR4729	263857
MIR4730	264961
MIR4731	265110
MIR4732	278521
MIR4733	265444
MIR4735	265986
MIR4736	264399
MIR4737	264049
MIR4738	263565
MIR4739	266665
MIR4740	266392
MIR4741	264817
MIR4742	266618
MIR4744	263849
MIR4745	265767
MIR4746	266437
MIR4747	263409
MIR4748	265879
MIR4749	265954
MIR4750	263462
MIR4751	265438
MIR4753	263439
MIR4754	266640
MIR4755	264616
MIR4756	265595
MIR4757	266738
MIR4758	265329
MIR4759	266133
MIR4761	265087
MIR4762	264160
MIR4763	264147
MIR4764	266012
MIR4765	265057
MIR4766	266594
MIR4767	264268
MIR4768	265465
MIR4769	263858
MIR4772	264764
MIR4773-1	264684
MIR4773-2	264684
MIR4774	265694
MIR4775	264900
MIR4776-1	266354
MIR4776-2	266354
MIR4777	263641
MIR4779	265420
MIR4781	264208
MIR4783	264075
MIR4784	265575
MIR4785	263948
MIR4786	264279
MIR4787	272543
MIR4788	263554
MIR4789	264974
MIR4790	265180
MIR4791	271898
MIR4792	265028
MIR4793	263898
MIR4794	264470
MIR4795	264119
MIR4797	265850
MIR4798	264658
MIR4799	264274
MIR4800	265080
MIR4801	264319
MIR4802	263642
MIR4803	264099
MIR4804	263593
MIR483	207805
MIR484	272213
MIR485	208027
MIR487A	207558
MIR487B	207754
MIR490	207597
MIR491	207609
MIR492	208038
MIR493	207989
MIR494	194717
MIR496	207961
MIR497	273895
MIR497HG	267532
MIR498	207869
MIR499A	207635
MIR500A	207785
MIR500B	239057
MIR501	211538
MIR503	208005
MIR5047	266241
MIR505	207633
MIR506	207731
MIR507	207969
MIR508	207589
MIR509-1	208000
MIR509-2	212013
MIR509-3	212014
MIR5095	266188
MIR510	207641
MIR514B	252583
MIR515-1	207616
MIR515-2	207615
MIR515-2	207616
MIR516A1	207767
MIR516B1	207946
MIR516B2	207925
MIR517B	207837
MIR518A1	207803
MIR518C	280867
MIR519C	207788
MIR519D	207981
MIR520E	207599
MIR520F	280524
MIR520G	207799
MIR521-1	207634
MIR521-2	207549
MIR522	281751
MIR526A1	207629
MIR526A2	211532
MIR532	207758
MIR539	202560
MIR541	216179
MIR542	207784
MIR543	212040
MIR545	207820
MIR548A1	207775
MIR548A2	207689
MIR548A3	208032
MIR548AA1	207704
MIR548AA2	207688
MIR548AC	264419
MIR548AD	265301
MIR548AE2	265699
MIR548AI	265226
MIR548AJ2	221466
MIR548AL	264402
MIR548AN	263515
MIR548B	207982
MIR548C	207546
MIR548D1	207704
MIR548D2	207688
MIR548F1	221594
MIR548F3	221436
MIR548F5	221348
MIR548G	221369
MIR548H2	221801
MIR548H3	221698
MIR548H4	221616
MIR548I2	221275
MIR548J	221760
MIR548K	221333
MIR548N	221669
MIR548Q	221331
MIR548T	221296
MIR548W	265005
MIR548X	265841
MIR548Y	263945
MIR548Z	207546
MIR550A1	207771
MIR550A2	207573
MIR550A3	212024
MIR550B1	207771
MIR550B2	207573
MIR551A	207776
MIR551B	207717
MIR553	207750
MIR554	207606
MIR555	207720
MIR556	207729
MIR557	207974
MIR558	207653
MIR559	207923
MIR561	207951
MIR563	207815
MIR567	207940
MIR568	207770
MIR569	207963
MIR572	207716
MIR573	207697
MIR574	207944
MIR575	207746
MIR577	207931
MIR578	207559
MIR580	207756
MIR581	207627
MIR583	207578
MIR586	207769
MIR589	207973
MIR590	207741
MIR591	208025
MIR593	207588
MIR595	207637
MIR597	207701
MIR598	207600
MIR599	207804
MIR600	274325
MIR601	207991
MIR602	207693
MIR603	207930
MIR604	207612
MIR605	207813
MIR608	207551
MIR609	208033
MIR610	207874
MIR611	207601
MIR612	273834
MIR613	207983
MIR614	207817
MIR615	207571
MIR617	207763
MIR618	208022
MIR620	207967
MIR621	207652
MIR622	207858
MIR623	207719
MIR624	207952
MIR626	207766
MIR627	207712
MIR628	207964
MIR629	207965
MIR630	207690
MIR631	207636
MIR632	207928
MIR634	207943
MIR635	207561
MIR636	207556
MIR637	207733
MIR638	207972
MIR639	207707
MIR641	207631
MIR642A	207773
MIR643	208002
MIR645	208018
MIR647	207554
MIR648	207780
MIR650	207836
MIR651	207628
MIR654	207934
MIR655	207646
MIR656	207959
MIR657	207736
MIR658	207945
MIR659	207696
MIR660	207970
MIR661	207574
MIR662	207579
MIR663B	221288
MIR671	211517
MIR675	278648
MIR708	211997
MIR7-1	207603
MIR711	211535
MIR718	211524
MIR7-2	207703
MIR7-3	207630
MIR744	266297
MIR758	211582
MIR760	211575
MIR761	212076
MIR762	211591
MIR765	211581
MIR766	211578
MIR769	211580
MIR770	211574
MIR802	211590
MIR873	215939
MIR874	216009
MIR875	216069
MIR877	216101
MIR885	216135
MIR9-1	207933
MIR9-2	273878
MIR920	216192
MIR921	215952
MIR922	216042
MIR92A1	276018
MIR92A2	208034
MIR92B	271748
MIR93	207757
MIR9-3	207819
MIR933	215973
MIR935	215998
MIR936	216083
MIR938	216035
MIR939	216133
MIR940	274753
MIR941-2	216141
MIR941-4	216195
MIR942	215930
MIR943	216105
MIR98	271886
MIR99A	207638
MIR99B	207550
MIRLET7A1	199165
MIRLET7A2	198975
MIRLET7A3	198986
MIRLET7B	207875
MIRLET7BHG	197182
MIRLET7C	199030
MIRLET7D	199133
MIRLET7E	198972
MIRLET7F1	199072
MIRLET7F2	208012
MIRLET7G	199150
MIRLET7I	199179
MIS12	167842
MIS18A	159055
MIS18BP1	129534
MITD1	158411
MITF	187098
MIXL1	185155
MKI67	148773
MKKS	125863
MKL1	196588
MKL2	186260
MKLN1	128585
MKNK1	79277
MKNK2	99875
MKRN1	133606
MKRN2	75975
MKRN3	179455
MKRN9P	258128
MKS1	11143
MKX	150051
MLANA	120215
MLC1	100427
MLEC	110917
MLF1	178053
MLF2	89693
MLH1	76242
MLH3	119684
MLIP	146147
MLK7-AS1	238133
MLKL	168404
MLLT1	130382
MLLT10	78403
MLLT11	213190
MLLT3	171843
MLLT4	130396
MLN	96395
MLNR	102539
MLPH	115648
MLST8	167965
MLX	108788
MLXIPL	9950
MLYCD	103150
MMAA	151611
MMAB	139428
MMACHC	132763
MMADHC	168288
MMD	108960
MMD2	136297
MME	196549
MMGT1	169446
MMP1	196611
MMP10	166670
MMP12	262406
MMP13	137745
MMP14	157227
MMP15	102996
MMP16	156103
MMP17	198598
MMP19	123342
MMP2	87245
MMP20	137674
MMP21	154485
MMP23A	215914
MMP23B	189409
MMP24	125966
MMP25	8516
MMP26	167346
MMP27	137675
MMP3	149968
MMP7	137673
MMP8	118113
MMP9	100985
MMRN1	138722
MMRN2	173269
MMS19	155229
MMS22L	146263
MN1	169184
MNAT1	20426
MND1	121211
MNDA	163563
MNS1	138587
MNT	70444
MNX1	130675
MOB2	182208
MOBP	168314
MOCOS	75643
MOCS1	124615
MOCS2	164172
MOCS3	124217
MOGAT1	124003
MOGAT2	166391
MOGAT3	106384
MOGS	115275
MON1A	164077
MON1B	103111
MON2	61987
MORC1	114487
MORC2	133422
MORC2-AS1	235989
MORC3	159256
MORC4	133131
MORF4L1	185787
MORF4L2	123562
MORN1	116151
MORN2	188010
MORN3	139714
MORN4	171160
MORN5	185681
MOS	172680
MOSPD1	101928
MOSPD2	130150
MOSPD3	106330
MOV10	155363
MOV10L1	73146
MOXD1	79931
MOXD2P	240268
MOXD2P	282809
MPDU1	129255
MPDZ	107186
MPEG1	197629
MPG	103152
MPHOSPH10	124383
MPHOSPH6	135698
MPHOSPH8	196199
MPHOSPH9	51825
MPI	178802
MPL	117400
MPND	8382
MPO	5381
MPP1	130830
MPP2	108852
MPP3	161647
MPP4	82126
MPP5	72415
MPP6	105926
MPP7	150054
MPPE1	154889
MPPED1	186732
MPPED2	66382
MPRIP	133030
MPST	128309
MPV17	115204
MPV17L2	254858
MPZ	158887
MPZL1	197965
MPZL2	149573
MPZL3	160588
MR1	153029
MRAP	170262
MRAP2	135324
MRAS	158186
MRC1	260314
MRC2	11028
MRE11A	20922
MREG	118242
MRFAP1	179010
MRFAP1L1	178988
MRGPRD	172938
MRGPRE	184350
MRGPRF	172935
MRGPRG	182170
MRGPRX1	170255
MRGPRX2	183695
MRGPRX3	179826
MRGPRX4	179817
MRI1	37757
MRO	134042
MRPL1	169288
MRPL10	159111
MRPL11	174547
MRPL12	262814
MRPL13	172172
MRPL14	180992
MRPL15	137547
MRPL16	166902
MRPL17	158042
MRPL18	112110
MRPL19	115364
MRPL2	112651
MRPL20	242485
MRPL21	197345
MRPL22	82515
MRPL23	214026
MRPL24	143314
MRPL27	108826
MRPL28	86504
MRPL3	114686
MRPL30	185414
MRPL32	106591
MRPL33	243147
MRPL34	130312
MRPL35	132313
MRPL36	171421
MRPL37	116221
MRPL38	204316
MRPL39	154719
MRPL4	105364
MRPL40	185608
MRPL41	182154
MRPL42	198015
MRPL43	55950
MRPL44	135900
MRPL46	259494
MRPL47	136522
MRPL48	175581
MRPL49	149792
MRPL50	136897
MRPL51	111639
MRPL52	172590
MRPL53	204822
MRPL54	183617
MRPL55	162910
MRPL9	143436
MRPS10	48544
MRPS11	181991
MRPS14	120333
MRPS15	116898
MRPS16	182180
MRPS17	239789
MRPS18A	96080
MRPS18C	163319
MRPS2	122140
MRPS21	266472
MRPS22	175110
MRPS23	181610
MRPS24	62582
MRPS25	131368
MRPS26	125901
MRPS27	113048
MRPS28	147586
MRPS30	112996
MRPS31	102738
MRPS33	90263
MRPS34	74071
MRPS35	61794
MRPS5	144029
MRPS6	243927
MRPS7	125445
MRPS9	135972
MRRF	148187
MRS2	124532
MRTO4	53372
MRVI1	72952
MS4A1	156738
MS4A10	172689
MS4A12	71203
MS4A13	204979
MS4A14	166928
MS4A15	166961
MS4A2	149534
MS4A3	149516
MS4A4A	110079
MS4A5	166930
MS4A6A	110077
MS4A6E	166926
MS4A7	166927
MSC	178860
MSGN1	151379
MSH2	95002
MSH3	113318
MSH4	57468
MSH6	116062
MSI1	135097
MSI2	153944
MSL1	188895
MSL2	174579
MSL3	5302
MSL3P1	224287
MSLN	102854
MSLNL	162006
MSMB	263639
MSMP	215183
MSN	147065
MSR1	38945
MSRA	175806
MSRB2	148450
MSRB3	174099
MST1	173531
MST1P2	186301
MST1R	164078
MSTN	138379
MSTO1	125459
MSTO2P	203761
MSX1	163132
MSX2	120149
MSX2P1	229590
MT1A	205362
MT1B	169688
MT1DP	205361
MT1E	169715
MT1F	198417
MT1G	125144
MT1H	205358
MT1JP	255986
MT1L	260549
MT1M	205364
MT1X	187193
MT2A	125148
MT3	87250
MT4	102891
MTA1	182979
MTA2	149480
MTA3	57935
MTAP	99810
